"C","Hourly Wholesale Load Cost Report"
"C","Filename: whlsecost_hourly_4000_202409.csv"
"C","Report for: 09 2024"
"C","Report generated: 03/08/2025 14:30:25 EST"
"H","Location ID","Local Date","Local Hour","OnOffPeak","Total Cost","RTLO"
"H","Number","Date","Number","String","Number","Number"
"D",4000,"09/21/2024",03,"OFF",38.77,10320.127
"D",4000,"09/21/2024",04,"OFF",38.57,10347.260
"D",4000,"09/21/2024",05,"OFF",38.69,10318.709
"D",4000,"09/21/2024",06,"OFF",37.59,10243.197
"D",4000,"09/21/2024",07,"OFF",37.62,10717.090
"D",4000,"09/21/2024",08,"OFF",43.91,11043.235
"D",4000,"09/21/2024",09,"OFF",74.42,11498.940
"D",4000,"09/21/2024",10,"OFF",42.42,11560.093
"D",4000,"09/21/2024",11,"OFF",43.33,11646.671
"D",4000,"09/21/2024",12,"OFF",47.25,11662.136
"D",4000,"09/21/2024",13,"OFF",41.31,11697.969
"D",4000,"09/21/2024",14,"OFF",56.08,11788.814
"D",4000,"09/21/2024",15,"OFF",60.84,11906.779
"D",4000,"09/21/2024",16,"OFF",49.90,12058.276
"D",4000,"09/21/2024",17,"OFF",53.82,12242.188
"D",4000,"09/21/2024",18,"OFF",62.71,12633.340
"D",4000,"09/21/2024",19,"OFF",68.78,12900.352
"D",4000,"09/21/2024",20,"OFF",70.00,12818.781
"D",4000,"09/21/2024",21,"OFF",52.30,12371.003
"D",4000,"09/21/2024",22,"OFF",59.50,11788.566
"D",4000,"09/21/2024",23,"OFF",54.67,11096.418
"D",4000,"09/21/2024",24,"OFF",50.13,10374.271
"D",4000,"09/22/2024",01,"OFF",54.84,9814.677
"D",4000,"09/22/2024",02,"OFF",46.06,9413.821
"D",4000,"09/22/2024",03,"OFF",42.87,9405.321
"D",4000,"09/22/2024",04,"OFF",43.83,9689.856
"D",4000,"09/22/2024",05,"OFF",43.28,9940.470
"D",4000,"09/22/2024",06,"OFF",43.13,10363.677
"D",4000,"09/22/2024",07,"OFF",43.61,10359.128
"D",4000,"09/22/2024",08,"OFF",43.55,10530.127
"D",4000,"09/22/2024",09,"OFF",83.36,10780.851
"D",4000,"09/22/2024",10,"OFF",68.74,11036.393
"D",4000,"09/22/2024",11,"OFF",38.67,11197.934
"D",4000,"09/22/2024",12,"OFF",41.03,11170.983
"D",4000,"09/22/2024",13,"OFF",42.78,11225.627
"D",4000,"09/22/2024",14,"OFF",38.02,10937.288
"D",4000,"09/22/2024",15,"OFF",37.71,10991.223
"D",4000,"09/22/2024",16,"OFF",37.66,11405.814
"D",4000,"09/22/2024",17,"OFF",47.20,11975.450
"D",4000,"09/22/2024",18,"OFF",57.47,12776.985
"D",4000,"09/22/2024",19,"OFF",60.82,13180.749
"D",4000,"09/22/2024",20,"OFF",61.70,13256.496
"D",4000,"09/22/2024",21,"OFF",54.15,12723.077
"D",4000,"09/22/2024",22,"OFF",41.64,11489.232
"D",4000,"09/22/2024",23,"OFF",39.63,10917.507
"D",4000,"09/22/2024",24,"OFF",38.80,10379.218
"D",4000,"09/23/2024",01,"OFF",78.57,10278.039
"D",4000,"09/23/2024",02,"OFF",41.28,10355.894
"D",4000,"09/23/2024",03,"OFF",44.06,10154.266
"D",4000,"09/23/2024",04,"OFF",42.93,10095.785
"D",4000,"09/23/2024",05,"OFF",44.71,10422.776
"D",4000,"09/23/2024",06,"OFF",44.87,11028.445
"D",4000,"09/23/2024",07,"OFF",50.82,11473.146
"D",4000,"09/23/2024",08,"ON",53.80,11937.764
"D",4000,"09/23/2024",09,"ON",50.31,12025.617
"D",4000,"09/23/2024",10,"ON",92.99,12154.437
"D",4000,"09/23/2024",11,"ON",73.01,12530.856
"D",4000,"09/23/2024",12,"ON",72.60,12408.457
"D",4000,"09/23/2024",13,"ON",47.96,12442.206
"D",4000,"09/23/2024",14,"ON",54.33,12542.212
"D",4000,"09/23/2024",15,"ON",41.87,12543.588
"D",4000,"09/23/2024",16,"ON",52.45,12590.599
"D",4000,"09/23/2024",17,"ON",45.98,12968.843
"D",4000,"09/23/2024",18,"ON",53.90,13444.332
"D",4000,"09/23/2024",19,"ON",60.23,13766.685
"D",4000,"09/23/2024",20,"ON",67.70,13809.635
"D",4000,"09/23/2024",21,"ON",54.58,13177.127
"D",4000,"09/23/2024",22,"ON",47.96,11902.786
"D",4000,"09/23/2024",23,"ON",44.18,11242.664
"D",4000,"09/23/2024",24,"OFF",43.37,10620.919
"D",4000,"09/24/2024",01,"OFF",54.41,10354.151
"D",4000,"09/24/2024",02,"OFF",44.23,10024.873
"D",4000,"09/24/2024",03,"OFF",44.16,9819.894
"D",4000,"09/24/2024",04,"OFF",45.40,9921.306
"D",4000,"09/24/2024",05,"OFF",44.51,10298.835
"D",4000,"09/24/2024",06,"OFF",49.93,10620.800
"D",4000,"09/24/2024",07,"OFF",81.88,11403.675
"D",4000,"09/24/2024",08,"ON",55.46,12028.380
"D",4000,"09/24/2024",09,"ON",47.43,11889.846
"D",4000,"09/24/2024",10,"ON",42.72,11634.560
"D",4000,"09/24/2024",11,"ON",42.98,11791.515
"D",4000,"09/24/2024",12,"ON",54.08,12009.379
"D",4000,"09/24/2024",13,"ON",45.21,11937.627
"D",4000,"09/24/2024",14,"ON",48.15,11972.104
"D",4000,"09/24/2024",15,"ON",46.01,11992.364
"D",4000,"09/24/2024",16,"ON",43.08,12243.332
"D",4000,"09/24/2024",17,"ON",52.75,12684.673
"D",4000,"09/24/2024",18,"ON",56.88,13304.359
"D",4000,"09/24/2024",19,"ON",61.18,13753.046
"D",4000,"09/24/2024",20,"ON",62.17,13813.924
"D",4000,"09/24/2024",21,"ON",51.53,13146.312
"D",4000,"09/24/2024",22,"ON",43.44,11925.024
"D",4000,"09/24/2024",23,"ON",44.53,11261.482
"D",4000,"09/24/2024",24,"OFF",39.06,10403.657
"D",4000,"09/25/2024",01,"OFF",40.78,10522.577
"D",4000,"09/25/2024",02,"OFF",39.97,10547.325
"D",4000,"09/25/2024",03,"OFF",39.80,10332.491
"D",4000,"09/25/2024",04,"OFF",37.74,10262.466
"D",4000,"09/25/2024",05,"OFF",34.90,10241.906
"D",4000,"09/25/2024",06,"OFF",35.60,10923.164
"D",4000,"09/25/2024",07,"OFF",36.56,11422.220
"D",4000,"09/25/2024",08,"ON",40.02,12202.308
"D",4000,"09/25/2024",09,"ON",41.06,12491.557
"D",4000,"09/25/2024",10,"ON",44.66,12581.080
"D",4000,"09/25/2024",11,"ON",56.59,12755.811
"D",4000,"09/25/2024",12,"ON",57.55,12846.579
"D",4000,"09/25/2024",13,"ON",53.13,12857.507
"D",4000,"09/25/2024",14,"ON",57.21,12948.871
"D",4000,"09/25/2024",15,"ON",58.31,12927.181
"D",4000,"09/25/2024",16,"ON",62.99,13020.147
"D",4000,"09/25/2024",17,"ON",53.97,13218.262
"D",4000,"09/25/2024",18,"ON",46.46,13625.366
"D",4000,"09/25/2024",19,"ON",54.01,13902.015
"D",4000,"09/25/2024",20,"ON",47.68,13816.062
"D",4000,"09/25/2024",21,"ON",56.52,13214.770
"D",4000,"09/25/2024",22,"ON",45.69,12393.262
"D",4000,"09/25/2024",23,"ON",48.72,11493.421
"D",4000,"09/25/2024",24,"OFF",39.97,10781.934
"D",4000,"09/26/2024",01,"OFF",38.06,11011.632
"D",4000,"09/26/2024",02,"OFF",37.46,10721.312
"D",4000,"09/26/2024",03,"OFF",38.44,10268.425
"D",4000,"09/26/2024",04,"OFF",37.00,9948.604
"D",4000,"09/26/2024",05,"OFF",36.77,10131.944
"D",4000,"09/26/2024",06,"OFF",39.39,10609.517
"D",4000,"09/26/2024",07,"OFF",45.95,11685.798
"D",4000,"09/26/2024",08,"ON",54.85,12634.726
"D",4000,"09/26/2024",09,"ON",63.18,13118.423
"D",4000,"09/26/2024",10,"ON",66.04,13398.563
"D",4000,"09/26/2024",11,"ON",64.51,13620.343
"D",4000,"09/26/2024",12,"ON",63.22,13694.274
"D",4000,"09/26/2024",13,"ON",68.85,13750.939
"D",4000,"09/26/2024",14,"ON",71.68,13855.412
"D",4000,"09/26/2024",15,"ON",78.07,13874.812
"D",4000,"09/26/2024",16,"ON",72.18,13894.541
"D",4000,"09/26/2024",17,"ON",69.19,14112.546
"D",4000,"09/26/2024",18,"ON",62.76,14407.150
"D",4000,"09/26/2024",19,"ON",67.38,14591.567
"D",4000,"09/26/2024",20,"ON",52.07,14429.211
"D",4000,"09/26/2024",21,"ON",58.62,13826.220
"D",4000,"09/26/2024",22,"ON",48.84,13000.374
"D",4000,"09/26/2024",23,"ON",44.06,12079.472
"D",4000,"09/26/2024",24,"OFF",45.63,11267.422
"D",4000,"09/27/2024",01,"OFF",42.00,10883.217
"D",4000,"09/27/2024",02,"OFF",44.06,10762.492
"D",4000,"09/27/2024",03,"OFF",42.75,10696.032
"D",4000,"09/27/2024",04,"OFF",42.71,10732.070
"D",4000,"09/27/2024",05,"OFF",43.32,10935.718
"D",4000,"09/27/2024",06,"OFF",45.16,11480.933
"D",4000,"09/27/2024",07,"OFF",46.82,11921.380
"D",4000,"09/27/2024",08,"ON",51.93,12534.092
"D",4000,"09/27/2024",09,"ON",48.30,12723.866
"D",4000,"09/27/2024",10,"ON",41.60,12537.587
"D",4000,"09/27/2024",11,"ON",38.26,12332.458
"D",4000,"09/27/2024",12,"ON",37.70,12282.558
"D",4000,"09/27/2024",13,"ON",38.40,12376.837
"D",4000,"09/27/2024",14,"ON",39.48,12620.432
"D",4000,"09/27/2024",15,"ON",46.37,12868.597
"D",4000,"09/27/2024",16,"ON",56.63,13209.973
"D",4000,"09/27/2024",17,"ON",60.14,13734.765
"D",4000,"09/27/2024",18,"ON",45.92,14072.469
"D",4000,"09/27/2024",19,"ON",67.65,14250.924
"D",4000,"09/27/2024",20,"ON",55.52,14107.512
"D",4000,"09/27/2024",21,"ON",46.56,13528.056
"D",4000,"09/27/2024",22,"ON",42.30,12787.113
"D",4000,"09/27/2024",23,"ON",40.86,11903.814
"D",4000,"09/27/2024",24,"OFF",38.01,11231.829
"D",4000,"09/28/2024",01,"OFF",38.65,10559.236
"D",4000,"09/28/2024",02,"OFF",38.58,10415.692
"D",4000,"09/28/2024",03,"OFF",36.12,10112.252
"D",4000,"09/28/2024",04,"OFF",36.01,9928.111
"D",4000,"09/28/2024",05,"OFF",34.94,9696.486
"D",4000,"09/28/2024",06,"OFF",34.51,9940.308
"D",4000,"09/28/2024",07,"OFF",35.62,10411.521
"D",4000,"09/28/2024",08,"OFF",37.21,10904.144
"D",4000,"09/28/2024",09,"OFF",39.19,11040.817
"D",4000,"09/28/2024",10,"OFF",37.13,11140.339
"D",4000,"09/28/2024",11,"OFF",35.38,10973.893
"D",4000,"09/28/2024",12,"OFF",32.46,10761.216
"D",4000,"09/28/2024",13,"OFF",31.67,10770.174
"D",4000,"09/28/2024",14,"OFF",34.98,10991.805
"D",4000,"09/28/2024",15,"OFF",35.39,11240.485
"D",4000,"09/28/2024",16,"OFF",36.27,11648.450
"D",4000,"09/28/2024",17,"OFF",42.23,12226.190
"D",4000,"09/28/2024",18,"OFF",48.98,12814.505
"D",4000,"09/28/2024",19,"OFF",52.37,13109.577
"D",4000,"09/28/2024",20,"OFF",49.78,13055.923
"D",4000,"09/28/2024",21,"OFF",42.05,12551.726
"D",4000,"09/28/2024",22,"OFF",38.82,11961.700
"D",4000,"09/28/2024",23,"OFF",36.71,11242.996
"D",4000,"09/28/2024",24,"OFF",36.70,10476.579
"D",4000,"09/29/2024",01,"OFF",37.50,9906.847
"D",4000,"09/29/2024",02,"OFF",39.91,9770.663
"D",4000,"09/29/2024",03,"OFF",40.87,9493.875
"D",4000,"09/29/2024",04,"OFF",39.29,9334.054
"D",4000,"09/29/2024",05,"OFF",38.60,9314.362
"D",4000,"09/29/2024",06,"OFF",38.75,9471.486
"D",4000,"09/29/2024",07,"OFF",38.99,9819.904
"D",4000,"09/29/2024",08,"OFF",38.42,9963.724
"D",4000,"09/29/2024",09,"OFF",39.11,10475.858
"D",4000,"09/29/2024",10,"OFF",50.88,10804.852
"D",4000,"09/29/2024",11,"OFF",41.23,10937.388
"D",4000,"09/29/2024",12,"OFF",40.44,10998.308
"D",4000,"09/29/2024",13,"OFF",37.63,10977.133
"D",4000,"09/29/2024",14,"OFF",37.60,11027.949
"D",4000,"09/29/2024",15,"OFF",37.37,11202.660
"D",4000,"09/29/2024",16,"OFF",40.55,11558.745
"D",4000,"09/29/2024",17,"OFF",53.58,12180.456
"D",4000,"09/29/2024",18,"OFF",55.35,12872.176
"D",4000,"09/29/2024",19,"OFF",60.97,13335.807
"D",4000,"09/29/2024",20,"OFF",56.59,13326.241
"D",4000,"09/29/2024",21,"OFF",63.49,12717.794
"D",4000,"09/29/2024",22,"OFF",41.40,11900.713
"D",4000,"09/29/2024",23,"OFF",39.13,10947.785
"D",4000,"09/29/2024",24,"OFF",36.34,10091.598
"D",4000,"09/30/2024",01,"OFF",37.32,9972.855
"D",4000,"09/30/2024",02,"OFF",35.08,9781.573
"D",4000,"09/30/2024",03,"OFF",35.96,9569.371
"D",4000,"09/30/2024",04,"OFF",35.80,9746.067
"D",4000,"09/30/2024",05,"OFF",35.93,9950.018
"D",4000,"09/30/2024",06,"OFF",34.24,10068.330
"D",4000,"09/30/2024",07,"OFF",50.88,11205.234
"D",4000,"09/30/2024",08,"ON",52.02,11973.413
"D",4000,"09/30/2024",09,"ON",46.45,11971.519
"D",4000,"09/30/2024",10,"ON",46.59,11806.138
"D",4000,"09/30/2024",11,"ON",39.54,11576.190
"D",4000,"09/30/2024",12,"ON",38.21,11428.434
"D",4000,"09/30/2024",13,"ON",38.17,11562.783
"D",4000,"09/30/2024",14,"ON",39.46,11802.652
"D",4000,"09/30/2024",15,"ON",42.39,12135.227
"D",4000,"09/30/2024",16,"ON",53.47,12632.940
"D",4000,"09/30/2024",17,"ON",54.79,13263.412
"D",4000,"09/30/2024",18,"ON",73.27,13997.586
"D",4000,"09/30/2024",19,"ON",80.40,14353.505
"D",4000,"09/30/2024",20,"ON",68.42,14243.388
"D",4000,"09/30/2024",21,"ON",60.97,13511.668
"D",4000,"09/30/2024",22,"ON",57.82,12540.547
"D",4000,"09/30/2024",23,"ON",47.27,11455.633
"D",4000,"09/30/2024",24,"OFF",38.51,10666.006
"T","720 lines"
