datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
4/20/2024 4:00:00 AM,4/20/2024 12:00:00 AM,RFC,MIDATL,PL,PLCO,3479.721,False
4/20/2024 5:00:00 AM,4/20/2024 1:00:00 AM,RFC,MIDATL,PL,PLCO,3352.180,False
4/20/2024 6:00:00 AM,4/20/2024 2:00:00 AM,RFC,MIDATL,PL,PLCO,3288.193,False
4/20/2024 7:00:00 AM,4/20/2024 3:00:00 AM,RFC,MIDATL,PL,PLCO,3247.061,False
4/20/2024 8:00:00 AM,4/20/2024 4:00:00 AM,RFC,MIDATL,PL,PLCO,3295.908,False
4/20/2024 9:00:00 AM,4/20/2024 5:00:00 AM,RFC,MIDATL,PL,PLCO,3384.782,False
4/20/2024 10:00:00 AM,4/20/2024 6:00:00 AM,RFC,MIDATL,PL,PLCO,3536.649,False
4/20/2024 11:00:00 AM,4/20/2024 7:00:00 AM,RFC,MIDATL,PL,PLCO,3728.887,False
4/20/2024 12:00:00 PM,4/20/2024 8:00:00 AM,RFC,MIDATL,PL,PLCO,3826.754,False
4/20/2024 1:00:00 PM,4/20/2024 9:00:00 AM,RFC,MIDATL,PL,PLCO,3820.241,False
4/20/2024 2:00:00 PM,4/20/2024 10:00:00 AM,RFC,MIDATL,PL,PLCO,3729.086,False
4/20/2024 3:00:00 PM,4/20/2024 11:00:00 AM,RFC,MIDATL,PL,PLCO,3662.504,False
4/20/2024 4:00:00 PM,4/20/2024 12:00:00 PM,RFC,MIDATL,PL,PLCO,3608.128,False
4/20/2024 5:00:00 PM,4/20/2024 1:00:00 PM,RFC,MIDATL,PL,PLCO,3508.890,False
4/20/2024 6:00:00 PM,4/20/2024 2:00:00 PM,RFC,MIDATL,PL,PLCO,3542.578,False
4/20/2024 7:00:00 PM,4/20/2024 3:00:00 PM,RFC,MIDATL,PL,PLCO,3553.590,False
4/20/2024 8:00:00 PM,4/20/2024 4:00:00 PM,RFC,MIDATL,PL,PLCO,3643.366,False
4/20/2024 9:00:00 PM,4/20/2024 5:00:00 PM,RFC,MIDATL,PL,PLCO,3689.298,False
4/20/2024 10:00:00 PM,4/20/2024 6:00:00 PM,RFC,MIDATL,PL,PLCO,3695.263,False
4/20/2024 11:00:00 PM,4/20/2024 7:00:00 PM,RFC,MIDATL,PL,PLCO,3765.057,False
4/21/2024 12:00:00 AM,4/20/2024 8:00:00 PM,RFC,MIDATL,PL,PLCO,3855.492,False
4/21/2024 1:00:00 AM,4/20/2024 9:00:00 PM,RFC,MIDATL,PL,PLCO,3776.875,False
4/21/2024 2:00:00 AM,4/20/2024 10:00:00 PM,RFC,MIDATL,PL,PLCO,3642.696,False
4/21/2024 3:00:00 AM,4/20/2024 11:00:00 PM,RFC,MIDATL,PL,PLCO,3487.273,False
4/21/2024 4:00:00 AM,4/21/2024 12:00:00 AM,RFC,MIDATL,PL,PLCO,3324.707,False
4/21/2024 5:00:00 AM,4/21/2024 1:00:00 AM,RFC,MIDATL,PL,PLCO,3284.229,False
4/21/2024 6:00:00 AM,4/21/2024 2:00:00 AM,RFC,MIDATL,PL,PLCO,3292.377,False
4/21/2024 7:00:00 AM,4/21/2024 3:00:00 AM,RFC,MIDATL,PL,PLCO,3302.663,False
4/21/2024 8:00:00 AM,4/21/2024 4:00:00 AM,RFC,MIDATL,PL,PLCO,3391.107,False
4/21/2024 9:00:00 AM,4/21/2024 5:00:00 AM,RFC,MIDATL,PL,PLCO,3509.693,False
4/21/2024 10:00:00 AM,4/21/2024 6:00:00 AM,RFC,MIDATL,PL,PLCO,3679.090,False
4/21/2024 11:00:00 AM,4/21/2024 7:00:00 AM,RFC,MIDATL,PL,PLCO,3826.478,False
4/21/2024 12:00:00 PM,4/21/2024 8:00:00 AM,RFC,MIDATL,PL,PLCO,3977.308,False
4/21/2024 1:00:00 PM,4/21/2024 9:00:00 AM,RFC,MIDATL,PL,PLCO,4010.927,False
4/21/2024 2:00:00 PM,4/21/2024 10:00:00 AM,RFC,MIDATL,PL,PLCO,4048.782,False
4/21/2024 3:00:00 PM,4/21/2024 11:00:00 AM,RFC,MIDATL,PL,PLCO,3994.090,False
4/21/2024 4:00:00 PM,4/21/2024 12:00:00 PM,RFC,MIDATL,PL,PLCO,3982.196,False
4/21/2024 5:00:00 PM,4/21/2024 1:00:00 PM,RFC,MIDATL,PL,PLCO,3913.517,False
4/21/2024 6:00:00 PM,4/21/2024 2:00:00 PM,RFC,MIDATL,PL,PLCO,3853.897,False
4/21/2024 7:00:00 PM,4/21/2024 3:00:00 PM,RFC,MIDATL,PL,PLCO,3909.823,False
4/21/2024 8:00:00 PM,4/21/2024 4:00:00 PM,RFC,MIDATL,PL,PLCO,4003.994,False
4/21/2024 9:00:00 PM,4/21/2024 5:00:00 PM,RFC,MIDATL,PL,PLCO,4042.330,False
4/21/2024 10:00:00 PM,4/21/2024 6:00:00 PM,RFC,MIDATL,PL,PLCO,4071.769,False
4/21/2024 11:00:00 PM,4/21/2024 7:00:00 PM,RFC,MIDATL,PL,PLCO,4173.424,False
4/22/2024 12:00:00 AM,4/21/2024 8:00:00 PM,RFC,MIDATL,PL,PLCO,4260.822,False
4/22/2024 1:00:00 AM,4/21/2024 9:00:00 PM,RFC,MIDATL,PL,PLCO,4131.073,False
4/22/2024 2:00:00 AM,4/21/2024 10:00:00 PM,RFC,MIDATL,PL,PLCO,3930.022,False
4/22/2024 3:00:00 AM,4/21/2024 11:00:00 PM,RFC,MIDATL,PL,PLCO,3756.387,False
4/22/2024 4:00:00 AM,4/22/2024 12:00:00 AM,RFC,MIDATL,PL,PLCO,3629.140,False
4/22/2024 5:00:00 AM,4/22/2024 1:00:00 AM,RFC,MIDATL,PL,PLCO,3539.694,False
4/22/2024 6:00:00 AM,4/22/2024 2:00:00 AM,RFC,MIDATL,PL,PLCO,3581.119,False
4/22/2024 7:00:00 AM,4/22/2024 3:00:00 AM,RFC,MIDATL,PL,PLCO,3681.978,False
4/22/2024 8:00:00 AM,4/22/2024 4:00:00 AM,RFC,MIDATL,PL,PLCO,3859.685,False
4/22/2024 9:00:00 AM,4/22/2024 5:00:00 AM,RFC,MIDATL,PL,PLCO,4155.034,False
4/22/2024 10:00:00 AM,4/22/2024 6:00:00 AM,RFC,MIDATL,PL,PLCO,4666.471,False
4/22/2024 11:00:00 AM,4/22/2024 7:00:00 AM,RFC,MIDATL,PL,PLCO,4869.549,False
4/22/2024 12:00:00 PM,4/22/2024 8:00:00 AM,RFC,MIDATL,PL,PLCO,4724.597,False
4/22/2024 1:00:00 PM,4/22/2024 9:00:00 AM,RFC,MIDATL,PL,PLCO,4501.736,False
4/22/2024 2:00:00 PM,4/22/2024 10:00:00 AM,RFC,MIDATL,PL,PLCO,4426.997,False
4/22/2024 3:00:00 PM,4/22/2024 11:00:00 AM,RFC,MIDATL,PL,PLCO,4321.785,False
4/22/2024 4:00:00 PM,4/22/2024 12:00:00 PM,RFC,MIDATL,PL,PLCO,4207.812,False
4/22/2024 5:00:00 PM,4/22/2024 1:00:00 PM,RFC,MIDATL,PL,PLCO,4183.364,False
4/22/2024 6:00:00 PM,4/22/2024 2:00:00 PM,RFC,MIDATL,PL,PLCO,4098.407,False
4/22/2024 7:00:00 PM,4/22/2024 3:00:00 PM,RFC,MIDATL,PL,PLCO,3988.900,False
4/22/2024 8:00:00 PM,4/22/2024 4:00:00 PM,RFC,MIDATL,PL,PLCO,4035.666,False
4/22/2024 9:00:00 PM,4/22/2024 5:00:00 PM,RFC,MIDATL,PL,PLCO,4144.788,False
4/22/2024 10:00:00 PM,4/22/2024 6:00:00 PM,RFC,MIDATL,PL,PLCO,4150.009,False
4/22/2024 11:00:00 PM,4/22/2024 7:00:00 PM,RFC,MIDATL,PL,PLCO,4226.401,False
4/23/2024 12:00:00 AM,4/22/2024 8:00:00 PM,RFC,MIDATL,PL,PLCO,4345.963,False
4/23/2024 1:00:00 AM,4/22/2024 9:00:00 PM,RFC,MIDATL,PL,PLCO,4156.973,False
4/23/2024 2:00:00 AM,4/22/2024 10:00:00 PM,RFC,MIDATL,PL,PLCO,3931.313,False
4/23/2024 3:00:00 AM,4/22/2024 11:00:00 PM,RFC,MIDATL,PL,PLCO,3677.607,False
4/23/2024 4:00:00 AM,4/23/2024 12:00:00 AM,RFC,MIDATL,PL,PLCO,3648.492,False
4/23/2024 5:00:00 AM,4/23/2024 1:00:00 AM,RFC,MIDATL,PL,PLCO,3606.664,False
4/23/2024 6:00:00 AM,4/23/2024 2:00:00 AM,RFC,MIDATL,PL,PLCO,3567.411,False
4/23/2024 7:00:00 AM,4/23/2024 3:00:00 AM,RFC,MIDATL,PL,PLCO,3555.588,False
4/23/2024 8:00:00 AM,4/23/2024 4:00:00 AM,RFC,MIDATL,PL,PLCO,3800.205,False
4/23/2024 9:00:00 AM,4/23/2024 5:00:00 AM,RFC,MIDATL,PL,PLCO,4090.546,False
4/23/2024 10:00:00 AM,4/23/2024 6:00:00 AM,RFC,MIDATL,PL,PLCO,4576.382,False
4/23/2024 11:00:00 AM,4/23/2024 7:00:00 AM,RFC,MIDATL,PL,PLCO,4711.178,False
4/23/2024 12:00:00 PM,4/23/2024 8:00:00 AM,RFC,MIDATL,PL,PLCO,4579.731,False
4/23/2024 1:00:00 PM,4/23/2024 9:00:00 AM,RFC,MIDATL,PL,PLCO,4367.432,False
4/23/2024 2:00:00 PM,4/23/2024 10:00:00 AM,RFC,MIDATL,PL,PLCO,4264.593,False
4/23/2024 3:00:00 PM,4/23/2024 11:00:00 AM,RFC,MIDATL,PL,PLCO,4195.366,False
4/23/2024 4:00:00 PM,4/23/2024 12:00:00 PM,RFC,MIDATL,PL,PLCO,4147.420,False
4/23/2024 5:00:00 PM,4/23/2024 1:00:00 PM,RFC,MIDATL,PL,PLCO,4123.842,False
4/23/2024 6:00:00 PM,4/23/2024 2:00:00 PM,RFC,MIDATL,PL,PLCO,4035.110,False
4/23/2024 7:00:00 PM,4/23/2024 3:00:00 PM,RFC,MIDATL,PL,PLCO,4039.404,False
4/23/2024 8:00:00 PM,4/23/2024 4:00:00 PM,RFC,MIDATL,PL,PLCO,4022.643,False
4/23/2024 9:00:00 PM,4/23/2024 5:00:00 PM,RFC,MIDATL,PL,PLCO,4098.489,False
4/23/2024 10:00:00 PM,4/23/2024 6:00:00 PM,RFC,MIDATL,PL,PLCO,4099.066,False
4/23/2024 11:00:00 PM,4/23/2024 7:00:00 PM,RFC,MIDATL,PL,PLCO,4162.064,False
4/24/2024 12:00:00 AM,4/23/2024 8:00:00 PM,RFC,MIDATL,PL,PLCO,4282.699,False
4/24/2024 1:00:00 AM,4/23/2024 9:00:00 PM,RFC,MIDATL,PL,PLCO,4091.161,False
4/24/2024 2:00:00 AM,4/23/2024 10:00:00 PM,RFC,MIDATL,PL,PLCO,3836.638,False
4/24/2024 3:00:00 AM,4/23/2024 11:00:00 PM,RFC,MIDATL,PL,PLCO,3639.689,False
4/24/2024 4:00:00 AM,4/24/2024 12:00:00 AM,RFC,MIDATL,PL,PLCO,3463.311,False
4/24/2024 5:00:00 AM,4/24/2024 1:00:00 AM,RFC,MIDATL,PL,PLCO,3367.014,False
4/24/2024 6:00:00 AM,4/24/2024 2:00:00 AM,RFC,MIDATL,PL,PLCO,3315.392,False
4/24/2024 7:00:00 AM,4/24/2024 3:00:00 AM,RFC,MIDATL,PL,PLCO,3239.155,False
4/24/2024 8:00:00 AM,4/24/2024 4:00:00 AM,RFC,MIDATL,PL,PLCO,3336.361,False
4/24/2024 9:00:00 AM,4/24/2024 5:00:00 AM,RFC,MIDATL,PL,PLCO,3637.345,False
4/24/2024 10:00:00 AM,4/24/2024 6:00:00 AM,RFC,MIDATL,PL,PLCO,4093.686,False
4/24/2024 11:00:00 AM,4/24/2024 7:00:00 AM,RFC,MIDATL,PL,PLCO,4335.808,False
4/24/2024 12:00:00 PM,4/24/2024 8:00:00 AM,RFC,MIDATL,PL,PLCO,4274.460,False
4/24/2024 1:00:00 PM,4/24/2024 9:00:00 AM,RFC,MIDATL,PL,PLCO,4190.204,False
4/24/2024 2:00:00 PM,4/24/2024 10:00:00 AM,RFC,MIDATL,PL,PLCO,4169.697,False
4/24/2024 3:00:00 PM,4/24/2024 11:00:00 AM,RFC,MIDATL,PL,PLCO,4191.077,False
4/24/2024 4:00:00 PM,4/24/2024 12:00:00 PM,RFC,MIDATL,PL,PLCO,4171.930,False
4/24/2024 5:00:00 PM,4/24/2024 1:00:00 PM,RFC,MIDATL,PL,PLCO,4109.070,False
4/24/2024 6:00:00 PM,4/24/2024 2:00:00 PM,RFC,MIDATL,PL,PLCO,4110.776,False
4/24/2024 7:00:00 PM,4/24/2024 3:00:00 PM,RFC,MIDATL,PL,PLCO,4032.002,False
4/24/2024 8:00:00 PM,4/24/2024 4:00:00 PM,RFC,MIDATL,PL,PLCO,4078.070,False
4/24/2024 9:00:00 PM,4/24/2024 5:00:00 PM,RFC,MIDATL,PL,PLCO,4142.134,False
4/24/2024 10:00:00 PM,4/24/2024 6:00:00 PM,RFC,MIDATL,PL,PLCO,4145.627,False
4/24/2024 11:00:00 PM,4/24/2024 7:00:00 PM,RFC,MIDATL,PL,PLCO,4145.078,False
4/25/2024 12:00:00 AM,4/24/2024 8:00:00 PM,RFC,MIDATL,PL,PLCO,4253.362,False
4/25/2024 1:00:00 AM,4/24/2024 9:00:00 PM,RFC,MIDATL,PL,PLCO,4078.121,False
4/25/2024 2:00:00 AM,4/24/2024 10:00:00 PM,RFC,MIDATL,PL,PLCO,3830.028,False
4/25/2024 3:00:00 AM,4/24/2024 11:00:00 PM,RFC,MIDATL,PL,PLCO,3654.265,False
4/25/2024 4:00:00 AM,4/25/2024 12:00:00 AM,RFC,MIDATL,PL,PLCO,3466.834,False
4/25/2024 5:00:00 AM,4/25/2024 1:00:00 AM,RFC,MIDATL,PL,PLCO,3387.536,False
4/25/2024 6:00:00 AM,4/25/2024 2:00:00 AM,RFC,MIDATL,PL,PLCO,3402.997,False
4/25/2024 7:00:00 AM,4/25/2024 3:00:00 AM,RFC,MIDATL,PL,PLCO,3400.520,False
4/25/2024 8:00:00 AM,4/25/2024 4:00:00 AM,RFC,MIDATL,PL,PLCO,3516.482,False
4/25/2024 9:00:00 AM,4/25/2024 5:00:00 AM,RFC,MIDATL,PL,PLCO,3841.618,False
4/25/2024 10:00:00 AM,4/25/2024 6:00:00 AM,RFC,MIDATL,PL,PLCO,4302.127,False
4/25/2024 11:00:00 AM,4/25/2024 7:00:00 AM,RFC,MIDATL,PL,PLCO,4579.897,False
4/25/2024 12:00:00 PM,4/25/2024 8:00:00 AM,RFC,MIDATL,PL,PLCO,4564.189,False
4/25/2024 1:00:00 PM,4/25/2024 9:00:00 AM,RFC,MIDATL,PL,PLCO,4421.804,False
4/25/2024 2:00:00 PM,4/25/2024 10:00:00 AM,RFC,MIDATL,PL,PLCO,4292.020,False
4/25/2024 3:00:00 PM,4/25/2024 11:00:00 AM,RFC,MIDATL,PL,PLCO,4201.074,False
4/25/2024 4:00:00 PM,4/25/2024 12:00:00 PM,RFC,MIDATL,PL,PLCO,4116.191,False
4/25/2024 5:00:00 PM,4/25/2024 1:00:00 PM,RFC,MIDATL,PL,PLCO,4116.390,False
4/25/2024 6:00:00 PM,4/25/2024 2:00:00 PM,RFC,MIDATL,PL,PLCO,3999.501,False
4/25/2024 7:00:00 PM,4/25/2024 3:00:00 PM,RFC,MIDATL,PL,PLCO,3976.075,False
4/25/2024 8:00:00 PM,4/25/2024 4:00:00 PM,RFC,MIDATL,PL,PLCO,4003.043,False
4/25/2024 9:00:00 PM,4/25/2024 5:00:00 PM,RFC,MIDATL,PL,PLCO,4021.567,False
4/25/2024 10:00:00 PM,4/25/2024 6:00:00 PM,RFC,MIDATL,PL,PLCO,4031.783,False
4/25/2024 11:00:00 PM,4/25/2024 7:00:00 PM,RFC,MIDATL,PL,PLCO,4047.473,False
4/26/2024 12:00:00 AM,4/25/2024 8:00:00 PM,RFC,MIDATL,PL,PLCO,4226.538,False
4/26/2024 1:00:00 AM,4/25/2024 9:00:00 PM,RFC,MIDATL,PL,PLCO,4108.903,False
4/26/2024 2:00:00 AM,4/25/2024 10:00:00 PM,RFC,MIDATL,PL,PLCO,3862.022,False
4/26/2024 3:00:00 AM,4/25/2024 11:00:00 PM,RFC,MIDATL,PL,PLCO,3706.465,False
4/26/2024 4:00:00 AM,4/26/2024 12:00:00 AM,RFC,MIDATL,PL,PLCO,3589.439,False
4/26/2024 5:00:00 AM,4/26/2024 1:00:00 AM,RFC,MIDATL,PL,PLCO,3498.037,False
4/26/2024 6:00:00 AM,4/26/2024 2:00:00 AM,RFC,MIDATL,PL,PLCO,3502.117,False
4/26/2024 7:00:00 AM,4/26/2024 3:00:00 AM,RFC,MIDATL,PL,PLCO,3482.121,False
4/26/2024 8:00:00 AM,4/26/2024 4:00:00 AM,RFC,MIDATL,PL,PLCO,3667.259,False
4/26/2024 9:00:00 AM,4/26/2024 5:00:00 AM,RFC,MIDATL,PL,PLCO,3938.486,False
4/26/2024 10:00:00 AM,4/26/2024 6:00:00 AM,RFC,MIDATL,PL,PLCO,4352.265,False
4/26/2024 11:00:00 AM,4/26/2024 7:00:00 AM,RFC,MIDATL,PL,PLCO,4553.271,False
4/26/2024 12:00:00 PM,4/26/2024 8:00:00 AM,RFC,MIDATL,PL,PLCO,4468.428,False
4/26/2024 1:00:00 PM,4/26/2024 9:00:00 AM,RFC,MIDATL,PL,PLCO,4311.960,False
4/26/2024 2:00:00 PM,4/26/2024 10:00:00 AM,RFC,MIDATL,PL,PLCO,4191.925,False
4/26/2024 3:00:00 PM,4/26/2024 11:00:00 AM,RFC,MIDATL,PL,PLCO,4129.508,False
4/26/2024 4:00:00 PM,4/26/2024 12:00:00 PM,RFC,MIDATL,PL,PLCO,4028.936,False
4/26/2024 5:00:00 PM,4/26/2024 1:00:00 PM,RFC,MIDATL,PL,PLCO,3993.679,False
4/26/2024 6:00:00 PM,4/26/2024 2:00:00 PM,RFC,MIDATL,PL,PLCO,3906.117,False
4/26/2024 7:00:00 PM,4/26/2024 3:00:00 PM,RFC,MIDATL,PL,PLCO,3837.293,False
4/26/2024 8:00:00 PM,4/26/2024 4:00:00 PM,RFC,MIDATL,PL,PLCO,3884.637,False
4/26/2024 9:00:00 PM,4/26/2024 5:00:00 PM,RFC,MIDATL,PL,PLCO,3884.985,False
4/26/2024 10:00:00 PM,4/26/2024 6:00:00 PM,RFC,MIDATL,PL,PLCO,3913.170,False
4/26/2024 11:00:00 PM,4/26/2024 7:00:00 PM,RFC,MIDATL,PL,PLCO,3910.442,False
4/27/2024 12:00:00 AM,4/26/2024 8:00:00 PM,RFC,MIDATL,PL,PLCO,3975.170,False
4/27/2024 1:00:00 AM,4/26/2024 9:00:00 PM,RFC,MIDATL,PL,PLCO,3872.452,False
4/27/2024 2:00:00 AM,4/26/2024 10:00:00 PM,RFC,MIDATL,PL,PLCO,3677.508,False
4/27/2024 3:00:00 AM,4/26/2024 11:00:00 PM,RFC,MIDATL,PL,PLCO,3434.920,False
4/27/2024 4:00:00 AM,4/27/2024 12:00:00 AM,RFC,MIDATL,PL,PLCO,3294.627,False
4/27/2024 5:00:00 AM,4/27/2024 1:00:00 AM,RFC,MIDATL,PL,PLCO,3187.354,False
4/27/2024 6:00:00 AM,4/27/2024 2:00:00 AM,RFC,MIDATL,PL,PLCO,3203.372,False
4/27/2024 7:00:00 AM,4/27/2024 3:00:00 AM,RFC,MIDATL,PL,PLCO,3194.422,False
4/27/2024 8:00:00 AM,4/27/2024 4:00:00 AM,RFC,MIDATL,PL,PLCO,3242.883,False
4/27/2024 9:00:00 AM,4/27/2024 5:00:00 AM,RFC,MIDATL,PL,PLCO,3375.163,False
4/27/2024 10:00:00 AM,4/27/2024 6:00:00 AM,RFC,MIDATL,PL,PLCO,3553.573,False
4/27/2024 11:00:00 AM,4/27/2024 7:00:00 AM,RFC,MIDATL,PL,PLCO,3742.866,False
4/27/2024 12:00:00 PM,4/27/2024 8:00:00 AM,RFC,MIDATL,PL,PLCO,3840.925,False
4/27/2024 1:00:00 PM,4/27/2024 9:00:00 AM,RFC,MIDATL,PL,PLCO,3901.263,False
4/27/2024 2:00:00 PM,4/27/2024 10:00:00 AM,RFC,MIDATL,PL,PLCO,3927.308,False
4/27/2024 3:00:00 PM,4/27/2024 11:00:00 AM,RFC,MIDATL,PL,PLCO,3994.885,False
4/27/2024 4:00:00 PM,4/27/2024 12:00:00 PM,RFC,MIDATL,PL,PLCO,3947.924,False
4/27/2024 5:00:00 PM,4/27/2024 1:00:00 PM,RFC,MIDATL,PL,PLCO,3935.249,False
4/27/2024 6:00:00 PM,4/27/2024 2:00:00 PM,RFC,MIDATL,PL,PLCO,3900.440,False
4/27/2024 7:00:00 PM,4/27/2024 3:00:00 PM,RFC,MIDATL,PL,PLCO,3896.106,False
4/27/2024 8:00:00 PM,4/27/2024 4:00:00 PM,RFC,MIDATL,PL,PLCO,3912.705,False
4/27/2024 9:00:00 PM,4/27/2024 5:00:00 PM,RFC,MIDATL,PL,PLCO,3942.749,False
4/27/2024 10:00:00 PM,4/27/2024 6:00:00 PM,RFC,MIDATL,PL,PLCO,3960.150,False
4/27/2024 11:00:00 PM,4/27/2024 7:00:00 PM,RFC,MIDATL,PL,PLCO,3952.782,False
4/28/2024 12:00:00 AM,4/27/2024 8:00:00 PM,RFC,MIDATL,PL,PLCO,3987.474,False
4/28/2024 1:00:00 AM,4/27/2024 9:00:00 PM,RFC,MIDATL,PL,PLCO,3876.893,False
4/28/2024 2:00:00 AM,4/27/2024 10:00:00 PM,RFC,MIDATL,PL,PLCO,3677.616,False
4/28/2024 3:00:00 AM,4/27/2024 11:00:00 PM,RFC,MIDATL,PL,PLCO,3510.048,False
4/28/2024 4:00:00 AM,4/28/2024 12:00:00 AM,RFC,MIDATL,PL,PLCO,3352.190,False
4/28/2024 5:00:00 AM,4/28/2024 1:00:00 AM,RFC,MIDATL,PL,PLCO,3204.735,False
4/28/2024 6:00:00 AM,4/28/2024 2:00:00 AM,RFC,MIDATL,PL,PLCO,3187.542,False
4/28/2024 7:00:00 AM,4/28/2024 3:00:00 AM,RFC,MIDATL,PL,PLCO,3161.418,False
4/28/2024 8:00:00 AM,4/28/2024 4:00:00 AM,RFC,MIDATL,PL,PLCO,3158.345,False
4/28/2024 9:00:00 AM,4/28/2024 5:00:00 AM,RFC,MIDATL,PL,PLCO,3202.523,False
4/28/2024 10:00:00 AM,4/28/2024 6:00:00 AM,RFC,MIDATL,PL,PLCO,3332.205,False
4/28/2024 11:00:00 AM,4/28/2024 7:00:00 AM,RFC,MIDATL,PL,PLCO,3459.552,False
4/28/2024 12:00:00 PM,4/28/2024 8:00:00 AM,RFC,MIDATL,PL,PLCO,3632.894,False
4/28/2024 1:00:00 PM,4/28/2024 9:00:00 AM,RFC,MIDATL,PL,PLCO,3684.179,False
4/28/2024 2:00:00 PM,4/28/2024 10:00:00 AM,RFC,MIDATL,PL,PLCO,3614.895,False
4/28/2024 3:00:00 PM,4/28/2024 11:00:00 AM,RFC,MIDATL,PL,PLCO,3554.411,False
4/28/2024 4:00:00 PM,4/28/2024 12:00:00 PM,RFC,MIDATL,PL,PLCO,3548.064,False
4/28/2024 5:00:00 PM,4/28/2024 1:00:00 PM,RFC,MIDATL,PL,PLCO,3533.907,False
4/28/2024 6:00:00 PM,4/28/2024 2:00:00 PM,RFC,MIDATL,PL,PLCO,3584.512,False
4/28/2024 7:00:00 PM,4/28/2024 3:00:00 PM,RFC,MIDATL,PL,PLCO,3672.253,False
4/28/2024 8:00:00 PM,4/28/2024 4:00:00 PM,RFC,MIDATL,PL,PLCO,3831.526,False
4/28/2024 9:00:00 PM,4/28/2024 5:00:00 PM,RFC,MIDATL,PL,PLCO,3951.676,False
4/28/2024 10:00:00 PM,4/28/2024 6:00:00 PM,RFC,MIDATL,PL,PLCO,4033.897,False
4/28/2024 11:00:00 PM,4/28/2024 7:00:00 PM,RFC,MIDATL,PL,PLCO,4099.902,False
4/29/2024 12:00:00 AM,4/28/2024 8:00:00 PM,RFC,MIDATL,PL,PLCO,4179.819,False
4/29/2024 1:00:00 AM,4/28/2024 9:00:00 PM,RFC,MIDATL,PL,PLCO,4035.902,False
4/29/2024 2:00:00 AM,4/28/2024 10:00:00 PM,RFC,MIDATL,PL,PLCO,3726.884,False
4/29/2024 3:00:00 AM,4/28/2024 11:00:00 PM,RFC,MIDATL,PL,PLCO,3513.711,False
4/29/2024 4:00:00 AM,4/29/2024 12:00:00 AM,RFC,MIDATL,PL,PLCO,3286.354,False
4/29/2024 5:00:00 AM,4/29/2024 1:00:00 AM,RFC,MIDATL,PL,PLCO,3159.185,False
4/29/2024 6:00:00 AM,4/29/2024 2:00:00 AM,RFC,MIDATL,PL,PLCO,3089.993,False
4/29/2024 7:00:00 AM,4/29/2024 3:00:00 AM,RFC,MIDATL,PL,PLCO,3089.138,False
4/29/2024 8:00:00 AM,4/29/2024 4:00:00 AM,RFC,MIDATL,PL,PLCO,3164.047,False
4/29/2024 9:00:00 AM,4/29/2024 5:00:00 AM,RFC,MIDATL,PL,PLCO,3404.803,False
4/29/2024 10:00:00 AM,4/29/2024 6:00:00 AM,RFC,MIDATL,PL,PLCO,3788.039,False
4/29/2024 11:00:00 AM,4/29/2024 7:00:00 AM,RFC,MIDATL,PL,PLCO,4055.637,False
4/29/2024 12:00:00 PM,4/29/2024 8:00:00 AM,RFC,MIDATL,PL,PLCO,4187.899,False
4/29/2024 1:00:00 PM,4/29/2024 9:00:00 AM,RFC,MIDATL,PL,PLCO,4309.082,False
4/29/2024 2:00:00 PM,4/29/2024 10:00:00 AM,RFC,MIDATL,PL,PLCO,4392.267,False
4/29/2024 3:00:00 PM,4/29/2024 11:00:00 AM,RFC,MIDATL,PL,PLCO,4567.330,False
4/29/2024 4:00:00 PM,4/29/2024 12:00:00 PM,RFC,MIDATL,PL,PLCO,4645.453,False
4/29/2024 5:00:00 PM,4/29/2024 1:00:00 PM,RFC,MIDATL,PL,PLCO,4846.162,False
4/29/2024 6:00:00 PM,4/29/2024 2:00:00 PM,RFC,MIDATL,PL,PLCO,4915.977,False
4/29/2024 7:00:00 PM,4/29/2024 3:00:00 PM,RFC,MIDATL,PL,PLCO,5005.693,False
4/29/2024 8:00:00 PM,4/29/2024 4:00:00 PM,RFC,MIDATL,PL,PLCO,5035.980,False
4/29/2024 9:00:00 PM,4/29/2024 5:00:00 PM,RFC,MIDATL,PL,PLCO,5110.926,False
4/29/2024 10:00:00 PM,4/29/2024 6:00:00 PM,RFC,MIDATL,PL,PLCO,5100.496,False
4/29/2024 11:00:00 PM,4/29/2024 7:00:00 PM,RFC,MIDATL,PL,PLCO,5017.944,False
4/30/2024 12:00:00 AM,4/29/2024 8:00:00 PM,RFC,MIDATL,PL,PLCO,5005.464,False
4/30/2024 1:00:00 AM,4/29/2024 9:00:00 PM,RFC,MIDATL,PL,PLCO,4763.126,False
4/30/2024 2:00:00 AM,4/29/2024 10:00:00 PM,RFC,MIDATL,PL,PLCO,4369.649,False
4/30/2024 3:00:00 AM,4/29/2024 11:00:00 PM,RFC,MIDATL,PL,PLCO,4022.107,False
4/30/2024 4:00:00 AM,4/30/2024 12:00:00 AM,RFC,MIDATL,PL,PLCO,3787.066,False
4/30/2024 5:00:00 AM,4/30/2024 1:00:00 AM,RFC,MIDATL,PL,PLCO,3593.578,False
4/30/2024 6:00:00 AM,4/30/2024 2:00:00 AM,RFC,MIDATL,PL,PLCO,3507.666,False
4/30/2024 7:00:00 AM,4/30/2024 3:00:00 AM,RFC,MIDATL,PL,PLCO,3413.314,False
