datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
8/6/2024 11:00:00 PM,8/6/2024 7:00:00 PM,RFC,MIDATL,PL,PLCO,5720.928,False
8/7/2024 12:00:00 AM,8/6/2024 8:00:00 PM,RFC,MIDATL,PL,PLCO,5559.731,False
8/7/2024 1:00:00 AM,8/6/2024 9:00:00 PM,RFC,MIDATL,PL,PLCO,5325.601,False
8/7/2024 2:00:00 AM,8/6/2024 10:00:00 PM,RFC,MIDATL,PL,PLCO,4920.017,False
8/7/2024 3:00:00 AM,8/6/2024 11:00:00 PM,RFC,MIDATL,PL,PLCO,4615.322,False
8/7/2024 4:00:00 AM,8/7/2024 12:00:00 AM,RFC,MIDATL,PL,PLCO,4319.949,False
8/7/2024 5:00:00 AM,8/7/2024 1:00:00 AM,RFC,MIDATL,PL,PLCO,4177.499,False
8/7/2024 6:00:00 AM,8/7/2024 2:00:00 AM,RFC,MIDATL,PL,PLCO,4097.183,False
8/7/2024 7:00:00 AM,8/7/2024 3:00:00 AM,RFC,MIDATL,PL,PLCO,4022.861,False
8/7/2024 8:00:00 AM,8/7/2024 4:00:00 AM,RFC,MIDATL,PL,PLCO,4035.391,False
8/7/2024 9:00:00 AM,8/7/2024 5:00:00 AM,RFC,MIDATL,PL,PLCO,4225.144,False
8/7/2024 10:00:00 AM,8/7/2024 6:00:00 AM,RFC,MIDATL,PL,PLCO,4546.324,False
8/7/2024 11:00:00 AM,8/7/2024 7:00:00 AM,RFC,MIDATL,PL,PLCO,4812.971,False
8/7/2024 12:00:00 PM,8/7/2024 8:00:00 AM,RFC,MIDATL,PL,PLCO,4998.185,False
8/7/2024 1:00:00 PM,8/7/2024 9:00:00 AM,RFC,MIDATL,PL,PLCO,5092.753,False
8/7/2024 2:00:00 PM,8/7/2024 10:00:00 AM,RFC,MIDATL,PL,PLCO,5233.984,False
8/7/2024 3:00:00 PM,8/7/2024 11:00:00 AM,RFC,MIDATL,PL,PLCO,5301.909,False
8/7/2024 4:00:00 PM,8/7/2024 12:00:00 PM,RFC,MIDATL,PL,PLCO,5321.864,False
8/7/2024 5:00:00 PM,8/7/2024 1:00:00 PM,RFC,MIDATL,PL,PLCO,5329.560,False
8/7/2024 6:00:00 PM,8/7/2024 2:00:00 PM,RFC,MIDATL,PL,PLCO,5317.241,False
8/7/2024 7:00:00 PM,8/7/2024 3:00:00 PM,RFC,MIDATL,PL,PLCO,5230.864,False
8/7/2024 8:00:00 PM,8/7/2024 4:00:00 PM,RFC,MIDATL,PL,PLCO,5216.260,False
8/7/2024 9:00:00 PM,8/7/2024 5:00:00 PM,RFC,MIDATL,PL,PLCO,5135.806,False
8/7/2024 10:00:00 PM,8/7/2024 6:00:00 PM,RFC,MIDATL,PL,PLCO,5031.359,False
8/7/2024 11:00:00 PM,8/7/2024 7:00:00 PM,RFC,MIDATL,PL,PLCO,4942.585,False
8/8/2024 12:00:00 AM,8/7/2024 8:00:00 PM,RFC,MIDATL,PL,PLCO,4877.917,False
8/8/2024 1:00:00 AM,8/7/2024 9:00:00 PM,RFC,MIDATL,PL,PLCO,4665.331,False
8/8/2024 2:00:00 AM,8/7/2024 10:00:00 PM,RFC,MIDATL,PL,PLCO,4394.936,False
8/8/2024 3:00:00 AM,8/7/2024 11:00:00 PM,RFC,MIDATL,PL,PLCO,4132.609,False
8/8/2024 4:00:00 AM,8/8/2024 12:00:00 AM,RFC,MIDATL,PL,PLCO,3923.144,False
8/8/2024 5:00:00 AM,8/8/2024 1:00:00 AM,RFC,MIDATL,PL,PLCO,3786.053,False
8/8/2024 6:00:00 AM,8/8/2024 2:00:00 AM,RFC,MIDATL,PL,PLCO,3679.879,False
8/8/2024 7:00:00 AM,8/8/2024 3:00:00 AM,RFC,MIDATL,PL,PLCO,3618.294,False
8/8/2024 8:00:00 AM,8/8/2024 4:00:00 AM,RFC,MIDATL,PL,PLCO,3694.386,False
8/8/2024 9:00:00 AM,8/8/2024 5:00:00 AM,RFC,MIDATL,PL,PLCO,3893.416,False
8/8/2024 10:00:00 AM,8/8/2024 6:00:00 AM,RFC,MIDATL,PL,PLCO,4221.311,False
8/8/2024 11:00:00 AM,8/8/2024 7:00:00 AM,RFC,MIDATL,PL,PLCO,4469.909,False
8/8/2024 12:00:00 PM,8/8/2024 8:00:00 AM,RFC,MIDATL,PL,PLCO,4674.429,False
8/8/2024 1:00:00 PM,8/8/2024 9:00:00 AM,RFC,MIDATL,PL,PLCO,4788.742,False
8/8/2024 2:00:00 PM,8/8/2024 10:00:00 AM,RFC,MIDATL,PL,PLCO,4877.057,False
8/8/2024 3:00:00 PM,8/8/2024 11:00:00 AM,RFC,MIDATL,PL,PLCO,4934.786,False
8/8/2024 4:00:00 PM,8/8/2024 12:00:00 PM,RFC,MIDATL,PL,PLCO,4971.011,False
8/8/2024 5:00:00 PM,8/8/2024 1:00:00 PM,RFC,MIDATL,PL,PLCO,5033.565,False
8/8/2024 6:00:00 PM,8/8/2024 2:00:00 PM,RFC,MIDATL,PL,PLCO,5078.253,False
8/8/2024 7:00:00 PM,8/8/2024 3:00:00 PM,RFC,MIDATL,PL,PLCO,5034.582,False
8/8/2024 8:00:00 PM,8/8/2024 4:00:00 PM,RFC,MIDATL,PL,PLCO,5035.185,False
8/8/2024 9:00:00 PM,8/8/2024 5:00:00 PM,RFC,MIDATL,PL,PLCO,5052.206,False
8/8/2024 10:00:00 PM,8/8/2024 6:00:00 PM,RFC,MIDATL,PL,PLCO,4978.564,False
8/8/2024 11:00:00 PM,8/8/2024 7:00:00 PM,RFC,MIDATL,PL,PLCO,4936.219,False
8/9/2024 12:00:00 AM,8/8/2024 8:00:00 PM,RFC,MIDATL,PL,PLCO,4895.046,False
8/9/2024 1:00:00 AM,8/8/2024 9:00:00 PM,RFC,MIDATL,PL,PLCO,4724.868,False
8/9/2024 2:00:00 AM,8/8/2024 10:00:00 PM,RFC,MIDATL,PL,PLCO,4507.059,False
8/9/2024 3:00:00 AM,8/8/2024 11:00:00 PM,RFC,MIDATL,PL,PLCO,4264.879,False
8/9/2024 4:00:00 AM,8/9/2024 12:00:00 AM,RFC,MIDATL,PL,PLCO,4060.150,False
8/9/2024 5:00:00 AM,8/9/2024 1:00:00 AM,RFC,MIDATL,PL,PLCO,3949.290,False
8/9/2024 6:00:00 AM,8/9/2024 2:00:00 AM,RFC,MIDATL,PL,PLCO,3886.683,False
8/9/2024 7:00:00 AM,8/9/2024 3:00:00 AM,RFC,MIDATL,PL,PLCO,3883.374,False
8/9/2024 8:00:00 AM,8/9/2024 4:00:00 AM,RFC,MIDATL,PL,PLCO,3974.471,False
8/9/2024 9:00:00 AM,8/9/2024 5:00:00 AM,RFC,MIDATL,PL,PLCO,4211.850,False
8/9/2024 10:00:00 AM,8/9/2024 6:00:00 AM,RFC,MIDATL,PL,PLCO,4526.414,False
8/9/2024 11:00:00 AM,8/9/2024 7:00:00 AM,RFC,MIDATL,PL,PLCO,4875.498,False
8/9/2024 12:00:00 PM,8/9/2024 8:00:00 AM,RFC,MIDATL,PL,PLCO,5090.938,False
8/9/2024 1:00:00 PM,8/9/2024 9:00:00 AM,RFC,MIDATL,PL,PLCO,5264.026,False
8/9/2024 2:00:00 PM,8/9/2024 10:00:00 AM,RFC,MIDATL,PL,PLCO,5364.095,False
8/9/2024 3:00:00 PM,8/9/2024 11:00:00 AM,RFC,MIDATL,PL,PLCO,5465.511,False
8/9/2024 4:00:00 PM,8/9/2024 12:00:00 PM,RFC,MIDATL,PL,PLCO,5466.072,False
8/9/2024 5:00:00 PM,8/9/2024 1:00:00 PM,RFC,MIDATL,PL,PLCO,5487.840,False
8/9/2024 6:00:00 PM,8/9/2024 2:00:00 PM,RFC,MIDATL,PL,PLCO,5414.658,False
8/9/2024 7:00:00 PM,8/9/2024 3:00:00 PM,RFC,MIDATL,PL,PLCO,5377.125,False
8/9/2024 8:00:00 PM,8/9/2024 4:00:00 PM,RFC,MIDATL,PL,PLCO,5390.473,False
8/9/2024 9:00:00 PM,8/9/2024 5:00:00 PM,RFC,MIDATL,PL,PLCO,5463.123,False
8/9/2024 10:00:00 PM,8/9/2024 6:00:00 PM,RFC,MIDATL,PL,PLCO,5440.162,False
8/9/2024 11:00:00 PM,8/9/2024 7:00:00 PM,RFC,MIDATL,PL,PLCO,5344.609,False
8/10/2024 12:00:00 AM,8/9/2024 8:00:00 PM,RFC,MIDATL,PL,PLCO,5273.914,False
8/10/2024 1:00:00 AM,8/9/2024 9:00:00 PM,RFC,MIDATL,PL,PLCO,5116.539,False
8/10/2024 2:00:00 AM,8/9/2024 10:00:00 PM,RFC,MIDATL,PL,PLCO,4814.340,False
8/10/2024 3:00:00 AM,8/9/2024 11:00:00 PM,RFC,MIDATL,PL,PLCO,4478.746,False
8/10/2024 4:00:00 AM,8/10/2024 12:00:00 AM,RFC,MIDATL,PL,PLCO,4202.323,False
8/10/2024 5:00:00 AM,8/10/2024 1:00:00 AM,RFC,MIDATL,PL,PLCO,3996.711,False
8/10/2024 6:00:00 AM,8/10/2024 2:00:00 AM,RFC,MIDATL,PL,PLCO,3825.677,False
8/10/2024 7:00:00 AM,8/10/2024 3:00:00 AM,RFC,MIDATL,PL,PLCO,3689.525,False
8/10/2024 8:00:00 AM,8/10/2024 4:00:00 AM,RFC,MIDATL,PL,PLCO,3655.966,False
8/10/2024 9:00:00 AM,8/10/2024 5:00:00 AM,RFC,MIDATL,PL,PLCO,3649.202,False
8/10/2024 10:00:00 AM,8/10/2024 6:00:00 AM,RFC,MIDATL,PL,PLCO,3720.872,False
8/10/2024 11:00:00 AM,8/10/2024 7:00:00 AM,RFC,MIDATL,PL,PLCO,3931.461,False
8/10/2024 12:00:00 PM,8/10/2024 8:00:00 AM,RFC,MIDATL,PL,PLCO,4184.691,False
8/10/2024 1:00:00 PM,8/10/2024 9:00:00 AM,RFC,MIDATL,PL,PLCO,4468.824,False
8/10/2024 2:00:00 PM,8/10/2024 10:00:00 AM,RFC,MIDATL,PL,PLCO,4668.741,False
8/10/2024 3:00:00 PM,8/10/2024 11:00:00 AM,RFC,MIDATL,PL,PLCO,4839.231,False
8/10/2024 4:00:00 PM,8/10/2024 12:00:00 PM,RFC,MIDATL,PL,PLCO,5013.051,False
8/10/2024 5:00:00 PM,8/10/2024 1:00:00 PM,RFC,MIDATL,PL,PLCO,5053.337,False
8/10/2024 6:00:00 PM,8/10/2024 2:00:00 PM,RFC,MIDATL,PL,PLCO,5115.158,False
8/10/2024 7:00:00 PM,8/10/2024 3:00:00 PM,RFC,MIDATL,PL,PLCO,5236.795,False
8/10/2024 8:00:00 PM,8/10/2024 4:00:00 PM,RFC,MIDATL,PL,PLCO,5313.339,False
8/10/2024 9:00:00 PM,8/10/2024 5:00:00 PM,RFC,MIDATL,PL,PLCO,5394.225,False
8/10/2024 10:00:00 PM,8/10/2024 6:00:00 PM,RFC,MIDATL,PL,PLCO,5290.775,False
8/10/2024 11:00:00 PM,8/10/2024 7:00:00 PM,RFC,MIDATL,PL,PLCO,5060.181,False
8/11/2024 12:00:00 AM,8/10/2024 8:00:00 PM,RFC,MIDATL,PL,PLCO,4914.890,False
8/11/2024 1:00:00 AM,8/10/2024 9:00:00 PM,RFC,MIDATL,PL,PLCO,4668.426,False
8/11/2024 2:00:00 AM,8/10/2024 10:00:00 PM,RFC,MIDATL,PL,PLCO,4406.255,False
8/11/2024 3:00:00 AM,8/10/2024 11:00:00 PM,RFC,MIDATL,PL,PLCO,4076.861,False
8/11/2024 4:00:00 AM,8/11/2024 12:00:00 AM,RFC,MIDATL,PL,PLCO,3823.768,False
8/11/2024 5:00:00 AM,8/11/2024 1:00:00 AM,RFC,MIDATL,PL,PLCO,3613.166,False
8/11/2024 6:00:00 AM,8/11/2024 2:00:00 AM,RFC,MIDATL,PL,PLCO,3463.926,False
8/11/2024 7:00:00 AM,8/11/2024 3:00:00 AM,RFC,MIDATL,PL,PLCO,3414.166,False
8/11/2024 8:00:00 AM,8/11/2024 4:00:00 AM,RFC,MIDATL,PL,PLCO,3345.282,False
8/11/2024 9:00:00 AM,8/11/2024 5:00:00 AM,RFC,MIDATL,PL,PLCO,3359.611,False
8/11/2024 10:00:00 AM,8/11/2024 6:00:00 AM,RFC,MIDATL,PL,PLCO,3384.735,False
8/11/2024 11:00:00 AM,8/11/2024 7:00:00 AM,RFC,MIDATL,PL,PLCO,3551.754,False
8/11/2024 12:00:00 PM,8/11/2024 8:00:00 AM,RFC,MIDATL,PL,PLCO,3743.620,False
8/11/2024 1:00:00 PM,8/11/2024 9:00:00 AM,RFC,MIDATL,PL,PLCO,3943.742,False
8/11/2024 2:00:00 PM,8/11/2024 10:00:00 AM,RFC,MIDATL,PL,PLCO,4097.593,False
8/11/2024 3:00:00 PM,8/11/2024 11:00:00 AM,RFC,MIDATL,PL,PLCO,4238.643,False
8/11/2024 4:00:00 PM,8/11/2024 12:00:00 PM,RFC,MIDATL,PL,PLCO,4412.518,False
8/11/2024 5:00:00 PM,8/11/2024 1:00:00 PM,RFC,MIDATL,PL,PLCO,4518.940,False
8/11/2024 6:00:00 PM,8/11/2024 2:00:00 PM,RFC,MIDATL,PL,PLCO,4650.870,False
8/11/2024 7:00:00 PM,8/11/2024 3:00:00 PM,RFC,MIDATL,PL,PLCO,4761.490,False
8/11/2024 8:00:00 PM,8/11/2024 4:00:00 PM,RFC,MIDATL,PL,PLCO,4938.384,False
8/11/2024 9:00:00 PM,8/11/2024 5:00:00 PM,RFC,MIDATL,PL,PLCO,5021.676,False
8/11/2024 10:00:00 PM,8/11/2024 6:00:00 PM,RFC,MIDATL,PL,PLCO,4949.047,False
8/11/2024 11:00:00 PM,8/11/2024 7:00:00 PM,RFC,MIDATL,PL,PLCO,4788.212,False
8/12/2024 12:00:00 AM,8/11/2024 8:00:00 PM,RFC,MIDATL,PL,PLCO,4707.467,False
8/12/2024 1:00:00 AM,8/11/2024 9:00:00 PM,RFC,MIDATL,PL,PLCO,4509.177,False
8/12/2024 2:00:00 AM,8/11/2024 10:00:00 PM,RFC,MIDATL,PL,PLCO,4215.800,False
8/12/2024 3:00:00 AM,8/11/2024 11:00:00 PM,RFC,MIDATL,PL,PLCO,3923.578,False
8/12/2024 4:00:00 AM,8/12/2024 12:00:00 AM,RFC,MIDATL,PL,PLCO,3672.429,False
8/12/2024 5:00:00 AM,8/12/2024 1:00:00 AM,RFC,MIDATL,PL,PLCO,3534.018,False
8/12/2024 6:00:00 AM,8/12/2024 2:00:00 AM,RFC,MIDATL,PL,PLCO,3424.054,False
8/12/2024 7:00:00 AM,8/12/2024 3:00:00 AM,RFC,MIDATL,PL,PLCO,3387.561,False
8/12/2024 8:00:00 AM,8/12/2024 4:00:00 AM,RFC,MIDATL,PL,PLCO,3444.081,False
8/12/2024 9:00:00 AM,8/12/2024 5:00:00 AM,RFC,MIDATL,PL,PLCO,3595.075,False
8/12/2024 10:00:00 AM,8/12/2024 6:00:00 AM,RFC,MIDATL,PL,PLCO,3895.010,False
8/12/2024 11:00:00 AM,8/12/2024 7:00:00 AM,RFC,MIDATL,PL,PLCO,4187.462,False
8/12/2024 12:00:00 PM,8/12/2024 8:00:00 AM,RFC,MIDATL,PL,PLCO,4447.390,False
8/12/2024 1:00:00 PM,8/12/2024 9:00:00 AM,RFC,MIDATL,PL,PLCO,4625.870,False
8/12/2024 2:00:00 PM,8/12/2024 10:00:00 AM,RFC,MIDATL,PL,PLCO,4791.536,False
8/12/2024 3:00:00 PM,8/12/2024 11:00:00 AM,RFC,MIDATL,PL,PLCO,4953.017,False
8/12/2024 4:00:00 PM,8/12/2024 12:00:00 PM,RFC,MIDATL,PL,PLCO,5140.702,False
8/12/2024 5:00:00 PM,8/12/2024 1:00:00 PM,RFC,MIDATL,PL,PLCO,5243.708,False
8/12/2024 6:00:00 PM,8/12/2024 2:00:00 PM,RFC,MIDATL,PL,PLCO,5253.024,False
8/12/2024 7:00:00 PM,8/12/2024 3:00:00 PM,RFC,MIDATL,PL,PLCO,5265.727,False
8/12/2024 8:00:00 PM,8/12/2024 4:00:00 PM,RFC,MIDATL,PL,PLCO,5315.592,False
8/12/2024 9:00:00 PM,8/12/2024 5:00:00 PM,RFC,MIDATL,PL,PLCO,5382.704,False
8/12/2024 10:00:00 PM,8/12/2024 6:00:00 PM,RFC,MIDATL,PL,PLCO,5335.064,False
8/12/2024 11:00:00 PM,8/12/2024 7:00:00 PM,RFC,MIDATL,PL,PLCO,5163.183,False
8/13/2024 12:00:00 AM,8/12/2024 8:00:00 PM,RFC,MIDATL,PL,PLCO,5028.870,False
8/13/2024 1:00:00 AM,8/12/2024 9:00:00 PM,RFC,MIDATL,PL,PLCO,4771.712,False
8/13/2024 2:00:00 AM,8/12/2024 10:00:00 PM,RFC,MIDATL,PL,PLCO,4496.845,False
8/13/2024 3:00:00 AM,8/12/2024 11:00:00 PM,RFC,MIDATL,PL,PLCO,4107.178,False
8/13/2024 4:00:00 AM,8/13/2024 12:00:00 AM,RFC,MIDATL,PL,PLCO,3848.625,False
8/13/2024 5:00:00 AM,8/13/2024 1:00:00 AM,RFC,MIDATL,PL,PLCO,3705.757,False
8/13/2024 6:00:00 AM,8/13/2024 2:00:00 AM,RFC,MIDATL,PL,PLCO,3597.188,False
8/13/2024 7:00:00 AM,8/13/2024 3:00:00 AM,RFC,MIDATL,PL,PLCO,3515.757,False
8/13/2024 8:00:00 AM,8/13/2024 4:00:00 AM,RFC,MIDATL,PL,PLCO,3569.964,False
8/13/2024 9:00:00 AM,8/13/2024 5:00:00 AM,RFC,MIDATL,PL,PLCO,3747.007,False
8/13/2024 10:00:00 AM,8/13/2024 6:00:00 AM,RFC,MIDATL,PL,PLCO,4033.527,False
8/13/2024 11:00:00 AM,8/13/2024 7:00:00 AM,RFC,MIDATL,PL,PLCO,4293.715,False
8/13/2024 12:00:00 PM,8/13/2024 8:00:00 AM,RFC,MIDATL,PL,PLCO,4497.162,False
8/13/2024 1:00:00 PM,8/13/2024 9:00:00 AM,RFC,MIDATL,PL,PLCO,4664.501,False
8/13/2024 2:00:00 PM,8/13/2024 10:00:00 AM,RFC,MIDATL,PL,PLCO,4834.910,False
8/13/2024 3:00:00 PM,8/13/2024 11:00:00 AM,RFC,MIDATL,PL,PLCO,4972.648,False
8/13/2024 4:00:00 PM,8/13/2024 12:00:00 PM,RFC,MIDATL,PL,PLCO,5145.482,False
8/13/2024 5:00:00 PM,8/13/2024 1:00:00 PM,RFC,MIDATL,PL,PLCO,5276.360,False
8/13/2024 6:00:00 PM,8/13/2024 2:00:00 PM,RFC,MIDATL,PL,PLCO,5381.199,False
8/13/2024 7:00:00 PM,8/13/2024 3:00:00 PM,RFC,MIDATL,PL,PLCO,5417.496,False
8/13/2024 8:00:00 PM,8/13/2024 4:00:00 PM,RFC,MIDATL,PL,PLCO,5472.485,False
8/13/2024 9:00:00 PM,8/13/2024 5:00:00 PM,RFC,MIDATL,PL,PLCO,5529.890,False
8/13/2024 10:00:00 PM,8/13/2024 6:00:00 PM,RFC,MIDATL,PL,PLCO,5458.651,False
8/13/2024 11:00:00 PM,8/13/2024 7:00:00 PM,RFC,MIDATL,PL,PLCO,5299.487,False
8/14/2024 12:00:00 AM,8/13/2024 8:00:00 PM,RFC,MIDATL,PL,PLCO,5185.721,False
8/14/2024 1:00:00 AM,8/13/2024 9:00:00 PM,RFC,MIDATL,PL,PLCO,4951.510,False
8/14/2024 2:00:00 AM,8/13/2024 10:00:00 PM,RFC,MIDATL,PL,PLCO,4581.830,False
8/14/2024 3:00:00 AM,8/13/2024 11:00:00 PM,RFC,MIDATL,PL,PLCO,4231.639,False
8/14/2024 4:00:00 AM,8/14/2024 12:00:00 AM,RFC,MIDATL,PL,PLCO,3971.189,False
8/14/2024 5:00:00 AM,8/14/2024 1:00:00 AM,RFC,MIDATL,PL,PLCO,3770.711,False
8/14/2024 6:00:00 AM,8/14/2024 2:00:00 AM,RFC,MIDATL,PL,PLCO,3690.037,False
8/14/2024 7:00:00 AM,8/14/2024 3:00:00 AM,RFC,MIDATL,PL,PLCO,3632.487,False
8/14/2024 8:00:00 AM,8/14/2024 4:00:00 AM,RFC,MIDATL,PL,PLCO,3676.631,False
8/14/2024 9:00:00 AM,8/14/2024 5:00:00 AM,RFC,MIDATL,PL,PLCO,3842.299,False
8/14/2024 10:00:00 AM,8/14/2024 6:00:00 AM,RFC,MIDATL,PL,PLCO,4169.875,False
8/14/2024 11:00:00 AM,8/14/2024 7:00:00 AM,RFC,MIDATL,PL,PLCO,4412.956,False
8/14/2024 12:00:00 PM,8/14/2024 8:00:00 AM,RFC,MIDATL,PL,PLCO,4543.140,False
8/14/2024 1:00:00 PM,8/14/2024 9:00:00 AM,RFC,MIDATL,PL,PLCO,4746.925,False
8/14/2024 2:00:00 PM,8/14/2024 10:00:00 AM,RFC,MIDATL,PL,PLCO,4882.920,False
8/14/2024 3:00:00 PM,8/14/2024 11:00:00 AM,RFC,MIDATL,PL,PLCO,5100.070,False
8/14/2024 4:00:00 PM,8/14/2024 12:00:00 PM,RFC,MIDATL,PL,PLCO,5267.437,False
8/14/2024 5:00:00 PM,8/14/2024 1:00:00 PM,RFC,MIDATL,PL,PLCO,5498.987,False
8/14/2024 6:00:00 PM,8/14/2024 2:00:00 PM,RFC,MIDATL,PL,PLCO,5561.908,False
8/14/2024 7:00:00 PM,8/14/2024 3:00:00 PM,RFC,MIDATL,PL,PLCO,5678.688,False
8/14/2024 8:00:00 PM,8/14/2024 4:00:00 PM,RFC,MIDATL,PL,PLCO,5812.900,False
8/14/2024 9:00:00 PM,8/14/2024 5:00:00 PM,RFC,MIDATL,PL,PLCO,5820.207,False
8/14/2024 10:00:00 PM,8/14/2024 6:00:00 PM,RFC,MIDATL,PL,PLCO,5639.132,False
8/14/2024 11:00:00 PM,8/14/2024 7:00:00 PM,RFC,MIDATL,PL,PLCO,5504.362,False
8/15/2024 12:00:00 AM,8/14/2024 8:00:00 PM,RFC,MIDATL,PL,PLCO,5356.051,False
8/15/2024 1:00:00 AM,8/14/2024 9:00:00 PM,RFC,MIDATL,PL,PLCO,5075.776,False
8/15/2024 2:00:00 AM,8/14/2024 10:00:00 PM,RFC,MIDATL,PL,PLCO,4653.466,False
8/15/2024 3:00:00 AM,8/14/2024 11:00:00 PM,RFC,MIDATL,PL,PLCO,4262.473,False
8/15/2024 4:00:00 AM,8/15/2024 12:00:00 AM,RFC,MIDATL,PL,PLCO,3970.041,False
8/15/2024 5:00:00 AM,8/15/2024 1:00:00 AM,RFC,MIDATL,PL,PLCO,3822.234,False
8/15/2024 6:00:00 AM,8/15/2024 2:00:00 AM,RFC,MIDATL,PL,PLCO,3691.873,False
8/15/2024 7:00:00 AM,8/15/2024 3:00:00 AM,RFC,MIDATL,PL,PLCO,3631.836,False
8/15/2024 8:00:00 AM,8/15/2024 4:00:00 AM,RFC,MIDATL,PL,PLCO,3689.345,False
8/15/2024 9:00:00 AM,8/15/2024 5:00:00 AM,RFC,MIDATL,PL,PLCO,3884.204,False
8/15/2024 10:00:00 AM,8/15/2024 6:00:00 AM,RFC,MIDATL,PL,PLCO,4158.550,False
8/15/2024 11:00:00 AM,8/15/2024 7:00:00 AM,RFC,MIDATL,PL,PLCO,4408.569,False
8/15/2024 12:00:00 PM,8/15/2024 8:00:00 AM,RFC,MIDATL,PL,PLCO,4618.075,False
8/15/2024 1:00:00 PM,8/15/2024 9:00:00 AM,RFC,MIDATL,PL,PLCO,4818.199,False
8/15/2024 2:00:00 PM,8/15/2024 10:00:00 AM,RFC,MIDATL,PL,PLCO,5033.207,False
8/15/2024 3:00:00 PM,8/15/2024 11:00:00 AM,RFC,MIDATL,PL,PLCO,5261.534,False
8/15/2024 4:00:00 PM,8/15/2024 12:00:00 PM,RFC,MIDATL,PL,PLCO,5388.506,False
8/15/2024 5:00:00 PM,8/15/2024 1:00:00 PM,RFC,MIDATL,PL,PLCO,5624.889,False
8/15/2024 6:00:00 PM,8/15/2024 2:00:00 PM,RFC,MIDATL,PL,PLCO,5755.616,False
8/15/2024 7:00:00 PM,8/15/2024 3:00:00 PM,RFC,MIDATL,PL,PLCO,5820.243,False
8/15/2024 8:00:00 PM,8/15/2024 4:00:00 PM,RFC,MIDATL,PL,PLCO,5918.498,False
8/15/2024 9:00:00 PM,8/15/2024 5:00:00 PM,RFC,MIDATL,PL,PLCO,5912.794,False
8/15/2024 10:00:00 PM,8/15/2024 6:00:00 PM,RFC,MIDATL,PL,PLCO,5794.211,False
8/15/2024 11:00:00 PM,8/15/2024 7:00:00 PM,RFC,MIDATL,PL,PLCO,5588.482,False
8/16/2024 12:00:00 AM,8/15/2024 8:00:00 PM,RFC,MIDATL,PL,PLCO,5409.487,False
8/16/2024 1:00:00 AM,8/15/2024 9:00:00 PM,RFC,MIDATL,PL,PLCO,5144.149,False
8/16/2024 2:00:00 AM,8/15/2024 10:00:00 PM,RFC,MIDATL,PL,PLCO,4681.732,False
8/16/2024 3:00:00 AM,8/15/2024 11:00:00 PM,RFC,MIDATL,PL,PLCO,4337.124,False
8/16/2024 4:00:00 AM,8/16/2024 12:00:00 AM,RFC,MIDATL,PL,PLCO,4065.543,False
8/16/2024 5:00:00 AM,8/16/2024 1:00:00 AM,RFC,MIDATL,PL,PLCO,3881.133,False
8/16/2024 6:00:00 AM,8/16/2024 2:00:00 AM,RFC,MIDATL,PL,PLCO,3715.479,False
8/16/2024 7:00:00 AM,8/16/2024 3:00:00 AM,RFC,MIDATL,PL,PLCO,3632.958,False
8/16/2024 8:00:00 AM,8/16/2024 4:00:00 AM,RFC,MIDATL,PL,PLCO,3655.538,False
8/16/2024 9:00:00 AM,8/16/2024 5:00:00 AM,RFC,MIDATL,PL,PLCO,3800.825,False
8/16/2024 10:00:00 AM,8/16/2024 6:00:00 AM,RFC,MIDATL,PL,PLCO,4042.244,False
8/16/2024 11:00:00 AM,8/16/2024 7:00:00 AM,RFC,MIDATL,PL,PLCO,4331.249,False
8/16/2024 12:00:00 PM,8/16/2024 8:00:00 AM,RFC,MIDATL,PL,PLCO,4583.900,False
8/16/2024 1:00:00 PM,8/16/2024 9:00:00 AM,RFC,MIDATL,PL,PLCO,4765.976,False
8/16/2024 2:00:00 PM,8/16/2024 10:00:00 AM,RFC,MIDATL,PL,PLCO,5021.415,False
8/16/2024 3:00:00 PM,8/16/2024 11:00:00 AM,RFC,MIDATL,PL,PLCO,5266.751,False
8/16/2024 4:00:00 PM,8/16/2024 12:00:00 PM,RFC,MIDATL,PL,PLCO,5503.084,False
8/16/2024 5:00:00 PM,8/16/2024 1:00:00 PM,RFC,MIDATL,PL,PLCO,5758.068,False
8/16/2024 6:00:00 PM,8/16/2024 2:00:00 PM,RFC,MIDATL,PL,PLCO,5897.426,False
8/16/2024 7:00:00 PM,8/16/2024 3:00:00 PM,RFC,MIDATL,PL,PLCO,5955.361,False
8/16/2024 8:00:00 PM,8/16/2024 4:00:00 PM,RFC,MIDATL,PL,PLCO,6029.057,False
8/16/2024 9:00:00 PM,8/16/2024 5:00:00 PM,RFC,MIDATL,PL,PLCO,6004.591,False
8/16/2024 10:00:00 PM,8/16/2024 6:00:00 PM,RFC,MIDATL,PL,PLCO,5757.301,False
8/16/2024 11:00:00 PM,8/16/2024 7:00:00 PM,RFC,MIDATL,PL,PLCO,5514.000,False
8/17/2024 12:00:00 AM,8/16/2024 8:00:00 PM,RFC,MIDATL,PL,PLCO,5385.219,False
8/17/2024 1:00:00 AM,8/16/2024 9:00:00 PM,RFC,MIDATL,PL,PLCO,5113.586,False
8/17/2024 2:00:00 AM,8/16/2024 10:00:00 PM,RFC,MIDATL,PL,PLCO,4830.378,False
