datetime_beginning_utc,datetime_beginning_ept,area,wind_generation_mw
2/14/2025 8:00:00 PM,2/14/2025 3:00:00 PM,MIDATL,224.661
2/14/2025 7:00:00 PM,2/14/2025 2:00:00 PM,MIDATL,253.157
2/14/2025 6:00:00 PM,2/14/2025 1:00:00 PM,MIDATL,274.204
2/14/2025 5:00:00 PM,2/14/2025 12:00:00 PM,MIDATL,267.832
2/14/2025 4:00:00 PM,2/14/2025 11:00:00 AM,MIDATL,312.560
2/14/2025 3:00:00 PM,2/14/2025 10:00:00 AM,MIDATL,411.814
2/14/2025 2:00:00 PM,2/14/2025 9:00:00 AM,MIDATL,600.612
2/14/2025 1:00:00 PM,2/14/2025 8:00:00 AM,MIDATL,732.875
2/14/2025 12:00:00 PM,2/14/2025 7:00:00 AM,MIDATL,796.918
2/14/2025 11:00:00 AM,2/14/2025 6:00:00 AM,MIDATL,805.030
2/14/2025 10:00:00 AM,2/14/2025 5:00:00 AM,MIDATL,811.689
2/14/2025 9:00:00 AM,2/14/2025 4:00:00 AM,MIDATL,803.403
2/14/2025 8:00:00 AM,2/14/2025 3:00:00 AM,MIDATL,838.277
2/14/2025 7:00:00 AM,2/14/2025 2:00:00 AM,MIDATL,818.311
2/14/2025 6:00:00 AM,2/14/2025 1:00:00 AM,MIDATL,753.377
2/14/2025 5:00:00 AM,2/14/2025 12:00:00 AM,MIDATL,744.788
2/14/2025 4:00:00 AM,2/13/2025 11:00:00 PM,MIDATL,766.288
2/14/2025 3:00:00 AM,2/13/2025 10:00:00 PM,MIDATL,744.032
2/14/2025 2:00:00 AM,2/13/2025 9:00:00 PM,MIDATL,793.132
2/14/2025 1:00:00 AM,2/13/2025 8:00:00 PM,MIDATL,747.865
2/14/2025 12:00:00 AM,2/13/2025 7:00:00 PM,MIDATL,830.109
2/13/2025 11:00:00 PM,2/13/2025 6:00:00 PM,MIDATL,877.481
2/13/2025 10:00:00 PM,2/13/2025 5:00:00 PM,MIDATL,908.057
2/13/2025 9:00:00 PM,2/13/2025 4:00:00 PM,MIDATL,974.268
2/13/2025 8:00:00 PM,2/13/2025 3:00:00 PM,MIDATL,1008.177
2/13/2025 7:00:00 PM,2/13/2025 2:00:00 PM,MIDATL,991.793
2/13/2025 6:00:00 PM,2/13/2025 1:00:00 PM,MIDATL,893.187
2/13/2025 5:00:00 PM,2/13/2025 12:00:00 PM,MIDATL,819.627
2/13/2025 4:00:00 PM,2/13/2025 11:00:00 AM,MIDATL,699.186
2/13/2025 3:00:00 PM,2/13/2025 10:00:00 AM,MIDATL,629.284
2/13/2025 2:00:00 PM,2/13/2025 9:00:00 AM,MIDATL,546.404
2/13/2025 1:00:00 PM,2/13/2025 8:00:00 AM,MIDATL,358.797
2/13/2025 12:00:00 PM,2/13/2025 7:00:00 AM,MIDATL,248.764
2/13/2025 11:00:00 AM,2/13/2025 6:00:00 AM,MIDATL,166.356
2/13/2025 10:00:00 AM,2/13/2025 5:00:00 AM,MIDATL,154.202
2/13/2025 9:00:00 AM,2/13/2025 4:00:00 AM,MIDATL,139.633
2/13/2025 8:00:00 AM,2/13/2025 3:00:00 AM,MIDATL,128.966
2/13/2025 7:00:00 AM,2/13/2025 2:00:00 AM,MIDATL,135.085
2/13/2025 6:00:00 AM,2/13/2025 1:00:00 AM,MIDATL,218.207
2/13/2025 5:00:00 AM,2/13/2025 12:00:00 AM,MIDATL,281.070
2/13/2025 4:00:00 AM,2/12/2025 11:00:00 PM,MIDATL,324.990
2/13/2025 3:00:00 AM,2/12/2025 10:00:00 PM,MIDATL,441.240
2/13/2025 2:00:00 AM,2/12/2025 9:00:00 PM,MIDATL,484.658
2/13/2025 1:00:00 AM,2/12/2025 8:00:00 PM,MIDATL,485.608
2/13/2025 12:00:00 AM,2/12/2025 7:00:00 PM,MIDATL,492.851
2/12/2025 11:00:00 PM,2/12/2025 6:00:00 PM,MIDATL,524.513
2/12/2025 10:00:00 PM,2/12/2025 5:00:00 PM,MIDATL,550.292
2/12/2025 9:00:00 PM,2/12/2025 4:00:00 PM,MIDATL,536.722
2/12/2025 8:00:00 PM,2/12/2025 3:00:00 PM,MIDATL,449.570
2/12/2025 7:00:00 PM,2/12/2025 2:00:00 PM,MIDATL,368.889
2/12/2025 6:00:00 PM,2/12/2025 1:00:00 PM,MIDATL,426.102
2/12/2025 5:00:00 PM,2/12/2025 12:00:00 PM,MIDATL,390.219
2/12/2025 4:00:00 PM,2/12/2025 11:00:00 AM,MIDATL,389.825
2/12/2025 3:00:00 PM,2/12/2025 10:00:00 AM,MIDATL,367.989
2/12/2025 2:00:00 PM,2/12/2025 9:00:00 AM,MIDATL,348.444
2/12/2025 1:00:00 PM,2/12/2025 8:00:00 AM,MIDATL,310.305
2/12/2025 12:00:00 PM,2/12/2025 7:00:00 AM,MIDATL,257.989
2/12/2025 11:00:00 AM,2/12/2025 6:00:00 AM,MIDATL,185.893
2/12/2025 10:00:00 AM,2/12/2025 5:00:00 AM,MIDATL,126.943
2/12/2025 9:00:00 AM,2/12/2025 4:00:00 AM,MIDATL,129.180
2/12/2025 8:00:00 AM,2/12/2025 3:00:00 AM,MIDATL,97.338
2/12/2025 7:00:00 AM,2/12/2025 2:00:00 AM,MIDATL,84.195
2/12/2025 6:00:00 AM,2/12/2025 1:00:00 AM,MIDATL,89.434
2/12/2025 5:00:00 AM,2/12/2025 12:00:00 AM,MIDATL,70.840
2/12/2025 4:00:00 AM,2/11/2025 11:00:00 PM,MIDATL,53.043
2/12/2025 3:00:00 AM,2/11/2025 10:00:00 PM,MIDATL,47.700
2/12/2025 2:00:00 AM,2/11/2025 9:00:00 PM,MIDATL,82.647
2/12/2025 1:00:00 AM,2/11/2025 8:00:00 PM,MIDATL,94.902
2/12/2025 12:00:00 AM,2/11/2025 7:00:00 PM,MIDATL,101.160
2/11/2025 11:00:00 PM,2/11/2025 6:00:00 PM,MIDATL,95.771
2/11/2025 10:00:00 PM,2/11/2025 5:00:00 PM,MIDATL,78.531
2/11/2025 9:00:00 PM,2/11/2025 4:00:00 PM,MIDATL,89.313
2/11/2025 8:00:00 PM,2/11/2025 3:00:00 PM,MIDATL,74.995
2/11/2025 7:00:00 PM,2/11/2025 2:00:00 PM,MIDATL,70.096
2/11/2025 6:00:00 PM,2/11/2025 1:00:00 PM,MIDATL,91.336
2/11/2025 5:00:00 PM,2/11/2025 12:00:00 PM,MIDATL,125.704
2/11/2025 4:00:00 PM,2/11/2025 11:00:00 AM,MIDATL,205.709
2/11/2025 3:00:00 PM,2/11/2025 10:00:00 AM,MIDATL,241.205
2/11/2025 2:00:00 PM,2/11/2025 9:00:00 AM,MIDATL,209.850
2/11/2025 1:00:00 PM,2/11/2025 8:00:00 AM,MIDATL,123.791
2/11/2025 12:00:00 PM,2/11/2025 7:00:00 AM,MIDATL,52.864
2/11/2025 11:00:00 AM,2/11/2025 6:00:00 AM,MIDATL,23.774
2/11/2025 10:00:00 AM,2/11/2025 5:00:00 AM,MIDATL,26.991
2/11/2025 9:00:00 AM,2/11/2025 4:00:00 AM,MIDATL,38.718
2/11/2025 8:00:00 AM,2/11/2025 3:00:00 AM,MIDATL,74.833
2/11/2025 7:00:00 AM,2/11/2025 2:00:00 AM,MIDATL,142.063
2/11/2025 6:00:00 AM,2/11/2025 1:00:00 AM,MIDATL,198.875
2/11/2025 5:00:00 AM,2/11/2025 12:00:00 AM,MIDATL,174.621
2/11/2025 4:00:00 AM,2/10/2025 11:00:00 PM,MIDATL,179.987
2/11/2025 3:00:00 AM,2/10/2025 10:00:00 PM,MIDATL,187.211
2/11/2025 2:00:00 AM,2/10/2025 9:00:00 PM,MIDATL,196.765
2/11/2025 1:00:00 AM,2/10/2025 8:00:00 PM,MIDATL,200.658
2/11/2025 12:00:00 AM,2/10/2025 7:00:00 PM,MIDATL,221.871
2/10/2025 11:00:00 PM,2/10/2025 6:00:00 PM,MIDATL,219.518
2/10/2025 10:00:00 PM,2/10/2025 5:00:00 PM,MIDATL,245.864
2/10/2025 9:00:00 PM,2/10/2025 4:00:00 PM,MIDATL,270.758
2/10/2025 8:00:00 PM,2/10/2025 3:00:00 PM,MIDATL,262.837
2/10/2025 7:00:00 PM,2/10/2025 2:00:00 PM,MIDATL,271.445
2/10/2025 6:00:00 PM,2/10/2025 1:00:00 PM,MIDATL,265.066
2/10/2025 5:00:00 PM,2/10/2025 12:00:00 PM,MIDATL,220.841
2/10/2025 4:00:00 PM,2/10/2025 11:00:00 AM,MIDATL,194.695
2/10/2025 3:00:00 PM,2/10/2025 10:00:00 AM,MIDATL,201.064
2/10/2025 2:00:00 PM,2/10/2025 9:00:00 AM,MIDATL,178.177
2/10/2025 1:00:00 PM,2/10/2025 8:00:00 AM,MIDATL,132.572
2/10/2025 12:00:00 PM,2/10/2025 7:00:00 AM,MIDATL,164.474
2/10/2025 11:00:00 AM,2/10/2025 6:00:00 AM,MIDATL,192.788
2/10/2025 10:00:00 AM,2/10/2025 5:00:00 AM,MIDATL,200.978
2/10/2025 9:00:00 AM,2/10/2025 4:00:00 AM,MIDATL,211.053
2/10/2025 8:00:00 AM,2/10/2025 3:00:00 AM,MIDATL,208.830
2/10/2025 7:00:00 AM,2/10/2025 2:00:00 AM,MIDATL,186.866
2/10/2025 6:00:00 AM,2/10/2025 1:00:00 AM,MIDATL,135.673
2/10/2025 5:00:00 AM,2/10/2025 12:00:00 AM,MIDATL,164.466
2/10/2025 4:00:00 AM,2/9/2025 11:00:00 PM,MIDATL,201.788
2/10/2025 3:00:00 AM,2/9/2025 10:00:00 PM,MIDATL,247.342
2/10/2025 2:00:00 AM,2/9/2025 9:00:00 PM,MIDATL,242.464
2/10/2025 1:00:00 AM,2/9/2025 8:00:00 PM,MIDATL,229.449
2/10/2025 12:00:00 AM,2/9/2025 7:00:00 PM,MIDATL,244.027
2/9/2025 11:00:00 PM,2/9/2025 6:00:00 PM,MIDATL,298.414
2/9/2025 10:00:00 PM,2/9/2025 5:00:00 PM,MIDATL,294.363
2/9/2025 9:00:00 PM,2/9/2025 4:00:00 PM,MIDATL,235.323
2/9/2025 8:00:00 PM,2/9/2025 3:00:00 PM,MIDATL,244.199
2/9/2025 7:00:00 PM,2/9/2025 2:00:00 PM,MIDATL,292.460
2/9/2025 6:00:00 PM,2/9/2025 1:00:00 PM,MIDATL,285.912
2/9/2025 5:00:00 PM,2/9/2025 12:00:00 PM,MIDATL,273.025
2/9/2025 4:00:00 PM,2/9/2025 11:00:00 AM,MIDATL,240.801
2/9/2025 3:00:00 PM,2/9/2025 10:00:00 AM,MIDATL,229.941
2/9/2025 2:00:00 PM,2/9/2025 9:00:00 AM,MIDATL,210.715
2/9/2025 1:00:00 PM,2/9/2025 8:00:00 AM,MIDATL,202.274
2/9/2025 12:00:00 PM,2/9/2025 7:00:00 AM,MIDATL,221.169
2/9/2025 11:00:00 AM,2/9/2025 6:00:00 AM,MIDATL,257.918
2/9/2025 10:00:00 AM,2/9/2025 5:00:00 AM,MIDATL,293.523
2/9/2025 9:00:00 AM,2/9/2025 4:00:00 AM,MIDATL,357.033
2/9/2025 8:00:00 AM,2/9/2025 3:00:00 AM,MIDATL,401.334
2/9/2025 7:00:00 AM,2/9/2025 2:00:00 AM,MIDATL,464.001
2/9/2025 6:00:00 AM,2/9/2025 1:00:00 AM,MIDATL,497.193
2/9/2025 5:00:00 AM,2/9/2025 12:00:00 AM,MIDATL,396.720
2/9/2025 4:00:00 AM,2/8/2025 11:00:00 PM,MIDATL,353.950
2/9/2025 3:00:00 AM,2/8/2025 10:00:00 PM,MIDATL,348.752
2/9/2025 2:00:00 AM,2/8/2025 9:00:00 PM,MIDATL,297.238
2/9/2025 1:00:00 AM,2/8/2025 8:00:00 PM,MIDATL,407.285
2/9/2025 12:00:00 AM,2/8/2025 7:00:00 PM,MIDATL,552.848
2/8/2025 11:00:00 PM,2/8/2025 6:00:00 PM,MIDATL,501.130
2/8/2025 10:00:00 PM,2/8/2025 5:00:00 PM,MIDATL,469.745
2/8/2025 9:00:00 PM,2/8/2025 4:00:00 PM,MIDATL,425.156
2/8/2025 8:00:00 PM,2/8/2025 3:00:00 PM,MIDATL,401.881
2/8/2025 7:00:00 PM,2/8/2025 2:00:00 PM,MIDATL,357.639
2/8/2025 6:00:00 PM,2/8/2025 1:00:00 PM,MIDATL,388.735
2/8/2025 5:00:00 PM,2/8/2025 12:00:00 PM,MIDATL,376.020
2/8/2025 4:00:00 PM,2/8/2025 11:00:00 AM,MIDATL,395.343
2/8/2025 3:00:00 PM,2/8/2025 10:00:00 AM,MIDATL,315.118
2/8/2025 2:00:00 PM,2/8/2025 9:00:00 AM,MIDATL,222.016
2/8/2025 1:00:00 PM,2/8/2025 8:00:00 AM,MIDATL,186.083
2/8/2025 12:00:00 PM,2/8/2025 7:00:00 AM,MIDATL,129.470
2/8/2025 11:00:00 AM,2/8/2025 6:00:00 AM,MIDATL,59.372
2/8/2025 10:00:00 AM,2/8/2025 5:00:00 AM,MIDATL,65.002
2/8/2025 9:00:00 AM,2/8/2025 4:00:00 AM,MIDATL,78.602
2/8/2025 8:00:00 AM,2/8/2025 3:00:00 AM,MIDATL,67.454
2/8/2025 7:00:00 AM,2/8/2025 2:00:00 AM,MIDATL,109.065
2/8/2025 6:00:00 AM,2/8/2025 1:00:00 AM,MIDATL,187.172
2/8/2025 5:00:00 AM,2/8/2025 12:00:00 AM,MIDATL,180.930
2/8/2025 4:00:00 AM,2/7/2025 11:00:00 PM,MIDATL,211.544
2/8/2025 3:00:00 AM,2/7/2025 10:00:00 PM,MIDATL,287.681
2/8/2025 2:00:00 AM,2/7/2025 9:00:00 PM,MIDATL,336.661
2/8/2025 1:00:00 AM,2/7/2025 8:00:00 PM,MIDATL,342.817
2/8/2025 12:00:00 AM,2/7/2025 7:00:00 PM,MIDATL,375.971
2/7/2025 11:00:00 PM,2/7/2025 6:00:00 PM,MIDATL,405.585
2/7/2025 10:00:00 PM,2/7/2025 5:00:00 PM,MIDATL,518.037
2/7/2025 9:00:00 PM,2/7/2025 4:00:00 PM,MIDATL,618.212
2/7/2025 8:00:00 PM,2/7/2025 3:00:00 PM,MIDATL,754.265
2/7/2025 7:00:00 PM,2/7/2025 2:00:00 PM,MIDATL,882.207
2/7/2025 6:00:00 PM,2/7/2025 1:00:00 PM,MIDATL,962.769
2/7/2025 5:00:00 PM,2/7/2025 12:00:00 PM,MIDATL,976.275
2/7/2025 4:00:00 PM,2/7/2025 11:00:00 AM,MIDATL,926.683
2/7/2025 3:00:00 PM,2/7/2025 10:00:00 AM,MIDATL,930.119
2/7/2025 2:00:00 PM,2/7/2025 9:00:00 AM,MIDATL,905.844
2/7/2025 1:00:00 PM,2/7/2025 8:00:00 AM,MIDATL,883.136
2/7/2025 12:00:00 PM,2/7/2025 7:00:00 AM,MIDATL,841.547
2/7/2025 11:00:00 AM,2/7/2025 6:00:00 AM,MIDATL,817.676
2/7/2025 10:00:00 AM,2/7/2025 5:00:00 AM,MIDATL,817.662
2/7/2025 9:00:00 AM,2/7/2025 4:00:00 AM,MIDATL,792.002
2/7/2025 8:00:00 AM,2/7/2025 3:00:00 AM,MIDATL,805.128
2/7/2025 7:00:00 AM,2/7/2025 2:00:00 AM,MIDATL,804.645
2/7/2025 6:00:00 AM,2/7/2025 1:00:00 AM,MIDATL,830.449
2/7/2025 5:00:00 AM,2/7/2025 12:00:00 AM,MIDATL,789.162
2/7/2025 4:00:00 AM,2/6/2025 11:00:00 PM,MIDATL,770.843
2/7/2025 3:00:00 AM,2/6/2025 10:00:00 PM,MIDATL,755.986
2/7/2025 2:00:00 AM,2/6/2025 9:00:00 PM,MIDATL,744.474
2/7/2025 1:00:00 AM,2/6/2025 8:00:00 PM,MIDATL,762.840
2/7/2025 12:00:00 AM,2/6/2025 7:00:00 PM,MIDATL,763.891
2/6/2025 11:00:00 PM,2/6/2025 6:00:00 PM,MIDATL,735.957
2/6/2025 10:00:00 PM,2/6/2025 5:00:00 PM,MIDATL,720.559
2/6/2025 9:00:00 PM,2/6/2025 4:00:00 PM,MIDATL,705.553
2/6/2025 8:00:00 PM,2/6/2025 3:00:00 PM,MIDATL,696.153
2/6/2025 7:00:00 PM,2/6/2025 2:00:00 PM,MIDATL,688.817
2/6/2025 6:00:00 PM,2/6/2025 1:00:00 PM,MIDATL,671.721
2/6/2025 5:00:00 PM,2/6/2025 12:00:00 PM,MIDATL,627.284
2/6/2025 4:00:00 PM,2/6/2025 11:00:00 AM,MIDATL,467.972
2/6/2025 3:00:00 PM,2/6/2025 10:00:00 AM,MIDATL,362.572
2/6/2025 2:00:00 PM,2/6/2025 9:00:00 AM,MIDATL,359.182
2/6/2025 1:00:00 PM,2/6/2025 8:00:00 AM,MIDATL,340.527
2/6/2025 12:00:00 PM,2/6/2025 7:00:00 AM,MIDATL,408.262
2/6/2025 11:00:00 AM,2/6/2025 6:00:00 AM,MIDATL,506.431
2/6/2025 10:00:00 AM,2/6/2025 5:00:00 AM,MIDATL,529.714
2/6/2025 9:00:00 AM,2/6/2025 4:00:00 AM,MIDATL,514.000
2/6/2025 8:00:00 AM,2/6/2025 3:00:00 AM,MIDATL,618.125
2/6/2025 7:00:00 AM,2/6/2025 2:00:00 AM,MIDATL,634.402
2/6/2025 6:00:00 AM,2/6/2025 1:00:00 AM,MIDATL,639.100
2/6/2025 5:00:00 AM,2/6/2025 12:00:00 AM,MIDATL,665.879
2/6/2025 4:00:00 AM,2/5/2025 11:00:00 PM,MIDATL,687.364
2/6/2025 3:00:00 AM,2/5/2025 10:00:00 PM,MIDATL,607.022
2/6/2025 2:00:00 AM,2/5/2025 9:00:00 PM,MIDATL,535.181
2/6/2025 1:00:00 AM,2/5/2025 8:00:00 PM,MIDATL,468.655
2/6/2025 12:00:00 AM,2/5/2025 7:00:00 PM,MIDATL,357.465
2/5/2025 11:00:00 PM,2/5/2025 6:00:00 PM,MIDATL,278.225
2/5/2025 10:00:00 PM,2/5/2025 5:00:00 PM,MIDATL,164.846
2/5/2025 9:00:00 PM,2/5/2025 4:00:00 PM,MIDATL,116.101
2/5/2025 8:00:00 PM,2/5/2025 3:00:00 PM,MIDATL,66.480
2/5/2025 7:00:00 PM,2/5/2025 2:00:00 PM,MIDATL,19.226
2/5/2025 6:00:00 PM,2/5/2025 1:00:00 PM,MIDATL,12.552
2/5/2025 5:00:00 PM,2/5/2025 12:00:00 PM,MIDATL,12.290
2/5/2025 4:00:00 PM,2/5/2025 11:00:00 AM,MIDATL,16.105
2/5/2025 3:00:00 PM,2/5/2025 10:00:00 AM,MIDATL,16.555
2/5/2025 2:00:00 PM,2/5/2025 9:00:00 AM,MIDATL,29.721
2/5/2025 1:00:00 PM,2/5/2025 8:00:00 AM,MIDATL,51.723
2/5/2025 12:00:00 PM,2/5/2025 7:00:00 AM,MIDATL,84.577
2/5/2025 11:00:00 AM,2/5/2025 6:00:00 AM,MIDATL,52.290
2/5/2025 10:00:00 AM,2/5/2025 5:00:00 AM,MIDATL,63.259
2/5/2025 9:00:00 AM,2/5/2025 4:00:00 AM,MIDATL,79.493
2/5/2025 8:00:00 AM,2/5/2025 3:00:00 AM,MIDATL,94.095
2/5/2025 7:00:00 AM,2/5/2025 2:00:00 AM,MIDATL,130.283
2/5/2025 6:00:00 AM,2/5/2025 1:00:00 AM,MIDATL,148.181
2/5/2025 5:00:00 AM,2/5/2025 12:00:00 AM,MIDATL,228.702
2/5/2025 4:00:00 AM,2/4/2025 11:00:00 PM,MIDATL,288.771
2/5/2025 3:00:00 AM,2/4/2025 10:00:00 PM,MIDATL,378.515
2/5/2025 2:00:00 AM,2/4/2025 9:00:00 PM,MIDATL,456.527
2/5/2025 1:00:00 AM,2/4/2025 8:00:00 PM,MIDATL,560.121
2/5/2025 12:00:00 AM,2/4/2025 7:00:00 PM,MIDATL,587.877
2/4/2025 11:00:00 PM,2/4/2025 6:00:00 PM,MIDATL,642.296
2/4/2025 10:00:00 PM,2/4/2025 5:00:00 PM,MIDATL,694.178
2/4/2025 9:00:00 PM,2/4/2025 4:00:00 PM,MIDATL,857.187
2/4/2025 8:00:00 PM,2/4/2025 3:00:00 PM,MIDATL,836.088
2/4/2025 7:00:00 PM,2/4/2025 2:00:00 PM,MIDATL,867.860
2/4/2025 6:00:00 PM,2/4/2025 1:00:00 PM,MIDATL,842.963
2/4/2025 5:00:00 PM,2/4/2025 12:00:00 PM,MIDATL,834.237
2/4/2025 4:00:00 PM,2/4/2025 11:00:00 AM,MIDATL,778.559
2/4/2025 3:00:00 PM,2/4/2025 10:00:00 AM,MIDATL,795.575
2/4/2025 2:00:00 PM,2/4/2025 9:00:00 AM,MIDATL,771.468
2/4/2025 1:00:00 PM,2/4/2025 8:00:00 AM,MIDATL,737.285
2/4/2025 12:00:00 PM,2/4/2025 7:00:00 AM,MIDATL,657.246
2/4/2025 11:00:00 AM,2/4/2025 6:00:00 AM,MIDATL,590.077
2/4/2025 10:00:00 AM,2/4/2025 5:00:00 AM,MIDATL,568.688
2/4/2025 9:00:00 AM,2/4/2025 4:00:00 AM,MIDATL,576.671
2/4/2025 8:00:00 AM,2/4/2025 3:00:00 AM,MIDATL,610.194
2/4/2025 7:00:00 AM,2/4/2025 2:00:00 AM,MIDATL,655.919
2/4/2025 6:00:00 AM,2/4/2025 1:00:00 AM,MIDATL,666.143
2/4/2025 5:00:00 AM,2/4/2025 12:00:00 AM,MIDATL,669.673
2/4/2025 4:00:00 AM,2/3/2025 11:00:00 PM,MIDATL,694.605
2/4/2025 3:00:00 AM,2/3/2025 10:00:00 PM,MIDATL,784.905
2/4/2025 2:00:00 AM,2/3/2025 9:00:00 PM,MIDATL,813.898
2/4/2025 1:00:00 AM,2/3/2025 8:00:00 PM,MIDATL,822.042
2/4/2025 12:00:00 AM,2/3/2025 7:00:00 PM,MIDATL,754.907
2/3/2025 11:00:00 PM,2/3/2025 6:00:00 PM,MIDATL,661.197
2/3/2025 10:00:00 PM,2/3/2025 5:00:00 PM,MIDATL,519.060
2/3/2025 9:00:00 PM,2/3/2025 4:00:00 PM,MIDATL,466.457
2/3/2025 8:00:00 PM,2/3/2025 3:00:00 PM,MIDATL,363.535
2/3/2025 7:00:00 PM,2/3/2025 2:00:00 PM,MIDATL,381.682
2/3/2025 6:00:00 PM,2/3/2025 1:00:00 PM,MIDATL,454.626
2/3/2025 5:00:00 PM,2/3/2025 12:00:00 PM,MIDATL,435.549
2/3/2025 4:00:00 PM,2/3/2025 11:00:00 AM,MIDATL,380.517
2/3/2025 3:00:00 PM,2/3/2025 10:00:00 AM,MIDATL,357.837
2/3/2025 2:00:00 PM,2/3/2025 9:00:00 AM,MIDATL,299.553
2/3/2025 1:00:00 PM,2/3/2025 8:00:00 AM,MIDATL,271.554
2/3/2025 12:00:00 PM,2/3/2025 7:00:00 AM,MIDATL,323.589
2/3/2025 11:00:00 AM,2/3/2025 6:00:00 AM,MIDATL,387.404
2/3/2025 10:00:00 AM,2/3/2025 5:00:00 AM,MIDATL,311.282
2/3/2025 9:00:00 AM,2/3/2025 4:00:00 AM,MIDATL,298.651
2/3/2025 8:00:00 AM,2/3/2025 3:00:00 AM,MIDATL,274.268
2/3/2025 7:00:00 AM,2/3/2025 2:00:00 AM,MIDATL,235.194
2/3/2025 6:00:00 AM,2/3/2025 1:00:00 AM,MIDATL,183.037
2/3/2025 5:00:00 AM,2/3/2025 12:00:00 AM,MIDATL,171.325
2/3/2025 4:00:00 AM,2/2/2025 11:00:00 PM,MIDATL,203.066
2/3/2025 3:00:00 AM,2/2/2025 10:00:00 PM,MIDATL,288.136
2/3/2025 2:00:00 AM,2/2/2025 9:00:00 PM,MIDATL,383.093
2/3/2025 1:00:00 AM,2/2/2025 8:00:00 PM,MIDATL,498.410
2/3/2025 12:00:00 AM,2/2/2025 7:00:00 PM,MIDATL,574.765
2/2/2025 11:00:00 PM,2/2/2025 6:00:00 PM,MIDATL,613.049
2/2/2025 10:00:00 PM,2/2/2025 5:00:00 PM,MIDATL,605.398
2/2/2025 9:00:00 PM,2/2/2025 4:00:00 PM,MIDATL,633.183
2/2/2025 8:00:00 PM,2/2/2025 3:00:00 PM,MIDATL,685.783
2/2/2025 7:00:00 PM,2/2/2025 2:00:00 PM,MIDATL,686.464
2/2/2025 6:00:00 PM,2/2/2025 1:00:00 PM,MIDATL,724.628
2/2/2025 5:00:00 PM,2/2/2025 12:00:00 PM,MIDATL,767.551
2/2/2025 4:00:00 PM,2/2/2025 11:00:00 AM,MIDATL,782.291
2/2/2025 3:00:00 PM,2/2/2025 10:00:00 AM,MIDATL,811.730
2/2/2025 2:00:00 PM,2/2/2025 9:00:00 AM,MIDATL,819.528
2/2/2025 1:00:00 PM,2/2/2025 8:00:00 AM,MIDATL,833.145
2/2/2025 12:00:00 PM,2/2/2025 7:00:00 AM,MIDATL,823.941
2/2/2025 11:00:00 AM,2/2/2025 6:00:00 AM,MIDATL,739.206
2/2/2025 10:00:00 AM,2/2/2025 5:00:00 AM,MIDATL,607.715
2/2/2025 9:00:00 AM,2/2/2025 4:00:00 AM,MIDATL,488.522
2/2/2025 8:00:00 AM,2/2/2025 3:00:00 AM,MIDATL,430.254
2/2/2025 7:00:00 AM,2/2/2025 2:00:00 AM,MIDATL,372.028
2/2/2025 6:00:00 AM,2/2/2025 1:00:00 AM,MIDATL,313.596
2/2/2025 5:00:00 AM,2/2/2025 12:00:00 AM,MIDATL,264.310
2/2/2025 4:00:00 AM,2/1/2025 11:00:00 PM,MIDATL,168.728
2/2/2025 3:00:00 AM,2/1/2025 10:00:00 PM,MIDATL,70.477
2/2/2025 2:00:00 AM,2/1/2025 9:00:00 PM,MIDATL,102.610
2/2/2025 1:00:00 AM,2/1/2025 8:00:00 PM,MIDATL,147.683
2/2/2025 12:00:00 AM,2/1/2025 7:00:00 PM,MIDATL,168.663
2/1/2025 11:00:00 PM,2/1/2025 6:00:00 PM,MIDATL,114.969
2/1/2025 10:00:00 PM,2/1/2025 5:00:00 PM,MIDATL,123.304
2/1/2025 9:00:00 PM,2/1/2025 4:00:00 PM,MIDATL,167.833
2/1/2025 8:00:00 PM,2/1/2025 3:00:00 PM,MIDATL,217.254
2/1/2025 7:00:00 PM,2/1/2025 2:00:00 PM,MIDATL,298.217
2/1/2025 6:00:00 PM,2/1/2025 1:00:00 PM,MIDATL,365.770
2/1/2025 5:00:00 PM,2/1/2025 12:00:00 PM,MIDATL,401.154
2/1/2025 4:00:00 PM,2/1/2025 11:00:00 AM,MIDATL,495.834
2/1/2025 3:00:00 PM,2/1/2025 10:00:00 AM,MIDATL,571.666
2/1/2025 2:00:00 PM,2/1/2025 9:00:00 AM,MIDATL,662.467
2/1/2025 1:00:00 PM,2/1/2025 8:00:00 AM,MIDATL,711.632
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,MIDATL,716.841
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,MIDATL,763.317
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,MIDATL,779.974
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,MIDATL,777.091
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,MIDATL,786.411
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,MIDATL,730.020
2/1/2025 6:00:00 AM,2/1/2025 1:00:00 AM,MIDATL,648.563
2/1/2025 5:00:00 AM,2/1/2025 12:00:00 AM,MIDATL,584.853
2/1/2025 4:00:00 AM,1/31/2025 11:00:00 PM,MIDATL,524.174
2/1/2025 3:00:00 AM,1/31/2025 10:00:00 PM,MIDATL,530.654
2/1/2025 2:00:00 AM,1/31/2025 9:00:00 PM,MIDATL,583.839
2/1/2025 1:00:00 AM,1/31/2025 8:00:00 PM,MIDATL,569.480
