datetime_beginning_utc,datetime_beginning_ept,area,wind_generation_mw
4/21/2025 3:00:00 AM,4/20/2025 11:00:00 PM,MIDATL,424.958
4/21/2025 2:00:00 AM,4/20/2025 10:00:00 PM,MIDATL,380.779
4/21/2025 1:00:00 AM,4/20/2025 9:00:00 PM,MIDATL,275.365
4/21/2025 12:00:00 AM,4/20/2025 8:00:00 PM,MIDATL,137.138
4/20/2025 11:00:00 PM,4/20/2025 7:00:00 PM,MIDATL,48.808
4/20/2025 10:00:00 PM,4/20/2025 6:00:00 PM,MIDATL,41.572
4/20/2025 9:00:00 PM,4/20/2025 5:00:00 PM,MIDATL,75.051
4/20/2025 8:00:00 PM,4/20/2025 4:00:00 PM,MIDATL,107.197
4/20/2025 7:00:00 PM,4/20/2025 3:00:00 PM,MIDATL,130.533
4/20/2025 6:00:00 PM,4/20/2025 2:00:00 PM,MIDATL,155.766
4/20/2025 5:00:00 PM,4/20/2025 1:00:00 PM,MIDATL,181.811
4/20/2025 4:00:00 PM,4/20/2025 12:00:00 PM,MIDATL,207.311
4/20/2025 3:00:00 PM,4/20/2025 11:00:00 AM,MIDATL,223.272
4/20/2025 2:00:00 PM,4/20/2025 10:00:00 AM,MIDATL,230.895
4/20/2025 1:00:00 PM,4/20/2025 9:00:00 AM,MIDATL,309.757
4/20/2025 12:00:00 PM,4/20/2025 8:00:00 AM,MIDATL,430.673
4/20/2025 11:00:00 AM,4/20/2025 7:00:00 AM,MIDATL,444.214
4/20/2025 10:00:00 AM,4/20/2025 6:00:00 AM,MIDATL,384.675
4/20/2025 9:00:00 AM,4/20/2025 5:00:00 AM,MIDATL,405.086
4/20/2025 8:00:00 AM,4/20/2025 4:00:00 AM,MIDATL,436.829
4/20/2025 7:00:00 AM,4/20/2025 3:00:00 AM,MIDATL,530.480
4/20/2025 6:00:00 AM,4/20/2025 2:00:00 AM,MIDATL,641.735
4/20/2025 5:00:00 AM,4/20/2025 1:00:00 AM,MIDATL,614.039
4/20/2025 4:00:00 AM,4/20/2025 12:00:00 AM,MIDATL,671.634
4/20/2025 3:00:00 AM,4/19/2025 11:00:00 PM,MIDATL,716.785
4/20/2025 2:00:00 AM,4/19/2025 10:00:00 PM,MIDATL,651.596
4/20/2025 1:00:00 AM,4/19/2025 9:00:00 PM,MIDATL,546.493
4/20/2025 12:00:00 AM,4/19/2025 8:00:00 PM,MIDATL,558.949
4/19/2025 11:00:00 PM,4/19/2025 7:00:00 PM,MIDATL,602.016
4/19/2025 10:00:00 PM,4/19/2025 6:00:00 PM,MIDATL,697.298
4/19/2025 9:00:00 PM,4/19/2025 5:00:00 PM,MIDATL,695.316
4/19/2025 8:00:00 PM,4/19/2025 4:00:00 PM,MIDATL,805.738
4/19/2025 7:00:00 PM,4/19/2025 3:00:00 PM,MIDATL,823.723
4/19/2025 6:00:00 PM,4/19/2025 2:00:00 PM,MIDATL,727.304
4/19/2025 5:00:00 PM,4/19/2025 1:00:00 PM,MIDATL,604.582
4/19/2025 4:00:00 PM,4/19/2025 12:00:00 PM,MIDATL,564.186
4/19/2025 3:00:00 PM,4/19/2025 11:00:00 AM,MIDATL,620.075
4/19/2025 2:00:00 PM,4/19/2025 10:00:00 AM,MIDATL,681.417
4/19/2025 1:00:00 PM,4/19/2025 9:00:00 AM,MIDATL,689.203
4/19/2025 12:00:00 PM,4/19/2025 8:00:00 AM,MIDATL,733.312
4/19/2025 11:00:00 AM,4/19/2025 7:00:00 AM,MIDATL,733.966
4/19/2025 10:00:00 AM,4/19/2025 6:00:00 AM,MIDATL,802.305
4/19/2025 9:00:00 AM,4/19/2025 5:00:00 AM,MIDATL,823.626
4/19/2025 8:00:00 AM,4/19/2025 4:00:00 AM,MIDATL,858.158
4/19/2025 7:00:00 AM,4/19/2025 3:00:00 AM,MIDATL,892.072
4/19/2025 6:00:00 AM,4/19/2025 2:00:00 AM,MIDATL,853.470
4/19/2025 5:00:00 AM,4/19/2025 1:00:00 AM,MIDATL,814.609
4/19/2025 4:00:00 AM,4/19/2025 12:00:00 AM,MIDATL,649.071
4/19/2025 3:00:00 AM,4/18/2025 11:00:00 PM,MIDATL,617.181
4/19/2025 2:00:00 AM,4/18/2025 10:00:00 PM,MIDATL,674.741
4/19/2025 1:00:00 AM,4/18/2025 9:00:00 PM,MIDATL,726.487
4/19/2025 12:00:00 AM,4/18/2025 8:00:00 PM,MIDATL,703.706
4/18/2025 11:00:00 PM,4/18/2025 7:00:00 PM,MIDATL,626.902
4/18/2025 10:00:00 PM,4/18/2025 6:00:00 PM,MIDATL,572.761
4/18/2025 9:00:00 PM,4/18/2025 5:00:00 PM,MIDATL,611.747
4/18/2025 8:00:00 PM,4/18/2025 4:00:00 PM,MIDATL,556.415
4/18/2025 7:00:00 PM,4/18/2025 3:00:00 PM,MIDATL,485.540
4/18/2025 6:00:00 PM,4/18/2025 2:00:00 PM,MIDATL,565.983
4/18/2025 5:00:00 PM,4/18/2025 1:00:00 PM,MIDATL,556.300
4/18/2025 4:00:00 PM,4/18/2025 12:00:00 PM,MIDATL,530.538
4/18/2025 3:00:00 PM,4/18/2025 11:00:00 AM,MIDATL,492.208
4/18/2025 2:00:00 PM,4/18/2025 10:00:00 AM,MIDATL,501.389
4/18/2025 1:00:00 PM,4/18/2025 9:00:00 AM,MIDATL,566.389
4/18/2025 12:00:00 PM,4/18/2025 8:00:00 AM,MIDATL,616.605
4/18/2025 11:00:00 AM,4/18/2025 7:00:00 AM,MIDATL,608.596
4/18/2025 10:00:00 AM,4/18/2025 6:00:00 AM,MIDATL,534.530
4/18/2025 9:00:00 AM,4/18/2025 5:00:00 AM,MIDATL,472.674
4/18/2025 8:00:00 AM,4/18/2025 4:00:00 AM,MIDATL,433.421
4/18/2025 7:00:00 AM,4/18/2025 3:00:00 AM,MIDATL,335.389
4/18/2025 6:00:00 AM,4/18/2025 2:00:00 AM,MIDATL,193.358
4/18/2025 5:00:00 AM,4/18/2025 1:00:00 AM,MIDATL,157.946
4/18/2025 4:00:00 AM,4/18/2025 12:00:00 AM,MIDATL,100.468
4/18/2025 3:00:00 AM,4/17/2025 11:00:00 PM,MIDATL,51.155
4/18/2025 2:00:00 AM,4/17/2025 10:00:00 PM,MIDATL,13.047
4/18/2025 1:00:00 AM,4/17/2025 9:00:00 PM,MIDATL,5.191
4/18/2025 12:00:00 AM,4/17/2025 8:00:00 PM,MIDATL,6.990
4/17/2025 11:00:00 PM,4/17/2025 7:00:00 PM,MIDATL,13.828
4/17/2025 10:00:00 PM,4/17/2025 6:00:00 PM,MIDATL,33.178
4/17/2025 9:00:00 PM,4/17/2025 5:00:00 PM,MIDATL,43.172
4/17/2025 8:00:00 PM,4/17/2025 4:00:00 PM,MIDATL,79.441
4/17/2025 7:00:00 PM,4/17/2025 3:00:00 PM,MIDATL,128.630
4/17/2025 6:00:00 PM,4/17/2025 2:00:00 PM,MIDATL,154.238
4/17/2025 5:00:00 PM,4/17/2025 1:00:00 PM,MIDATL,143.764
4/17/2025 4:00:00 PM,4/17/2025 12:00:00 PM,MIDATL,104.865
4/17/2025 3:00:00 PM,4/17/2025 11:00:00 AM,MIDATL,94.772
4/17/2025 2:00:00 PM,4/17/2025 10:00:00 AM,MIDATL,131.995
4/17/2025 1:00:00 PM,4/17/2025 9:00:00 AM,MIDATL,111.945
4/17/2025 12:00:00 PM,4/17/2025 8:00:00 AM,MIDATL,118.606
4/17/2025 11:00:00 AM,4/17/2025 7:00:00 AM,MIDATL,220.053
4/17/2025 10:00:00 AM,4/17/2025 6:00:00 AM,MIDATL,316.092
4/17/2025 9:00:00 AM,4/17/2025 5:00:00 AM,MIDATL,362.469
4/17/2025 8:00:00 AM,4/17/2025 4:00:00 AM,MIDATL,399.471
4/17/2025 7:00:00 AM,4/17/2025 3:00:00 AM,MIDATL,467.632
4/17/2025 6:00:00 AM,4/17/2025 2:00:00 AM,MIDATL,511.210
4/17/2025 5:00:00 AM,4/17/2025 1:00:00 AM,MIDATL,553.049
4/17/2025 4:00:00 AM,4/17/2025 12:00:00 AM,MIDATL,584.743
4/17/2025 3:00:00 AM,4/16/2025 11:00:00 PM,MIDATL,576.996
4/17/2025 2:00:00 AM,4/16/2025 10:00:00 PM,MIDATL,614.930
4/17/2025 1:00:00 AM,4/16/2025 9:00:00 PM,MIDATL,660.572
4/17/2025 12:00:00 AM,4/16/2025 8:00:00 PM,MIDATL,689.594
4/16/2025 11:00:00 PM,4/16/2025 7:00:00 PM,MIDATL,793.365
4/16/2025 10:00:00 PM,4/16/2025 6:00:00 PM,MIDATL,908.144
4/16/2025 9:00:00 PM,4/16/2025 5:00:00 PM,MIDATL,948.697
4/16/2025 8:00:00 PM,4/16/2025 4:00:00 PM,MIDATL,940.499
4/16/2025 7:00:00 PM,4/16/2025 3:00:00 PM,MIDATL,941.800
4/16/2025 6:00:00 PM,4/16/2025 2:00:00 PM,MIDATL,929.358
4/16/2025 5:00:00 PM,4/16/2025 1:00:00 PM,MIDATL,925.634
4/16/2025 4:00:00 PM,4/16/2025 12:00:00 PM,MIDATL,908.312
4/16/2025 3:00:00 PM,4/16/2025 11:00:00 AM,MIDATL,878.809
4/16/2025 2:00:00 PM,4/16/2025 10:00:00 AM,MIDATL,868.581
4/16/2025 1:00:00 PM,4/16/2025 9:00:00 AM,MIDATL,841.817
4/16/2025 12:00:00 PM,4/16/2025 8:00:00 AM,MIDATL,823.504
4/16/2025 11:00:00 AM,4/16/2025 7:00:00 AM,MIDATL,821.756
4/16/2025 10:00:00 AM,4/16/2025 6:00:00 AM,MIDATL,835.518
4/16/2025 9:00:00 AM,4/16/2025 5:00:00 AM,MIDATL,873.398
4/16/2025 8:00:00 AM,4/16/2025 4:00:00 AM,MIDATL,866.068
4/16/2025 7:00:00 AM,4/16/2025 3:00:00 AM,MIDATL,886.282
4/16/2025 6:00:00 AM,4/16/2025 2:00:00 AM,MIDATL,871.780
4/16/2025 5:00:00 AM,4/16/2025 1:00:00 AM,MIDATL,873.480
4/16/2025 4:00:00 AM,4/16/2025 12:00:00 AM,MIDATL,888.062
4/16/2025 3:00:00 AM,4/15/2025 11:00:00 PM,MIDATL,897.401
4/16/2025 2:00:00 AM,4/15/2025 10:00:00 PM,MIDATL,910.707
4/16/2025 1:00:00 AM,4/15/2025 9:00:00 PM,MIDATL,939.031
4/16/2025 12:00:00 AM,4/15/2025 8:00:00 PM,MIDATL,948.935
4/15/2025 11:00:00 PM,4/15/2025 7:00:00 PM,MIDATL,950.121
4/15/2025 10:00:00 PM,4/15/2025 6:00:00 PM,MIDATL,893.702
4/15/2025 9:00:00 PM,4/15/2025 5:00:00 PM,MIDATL,878.280
4/15/2025 8:00:00 PM,4/15/2025 4:00:00 PM,MIDATL,819.522
4/15/2025 7:00:00 PM,4/15/2025 3:00:00 PM,MIDATL,775.829
4/15/2025 6:00:00 PM,4/15/2025 2:00:00 PM,MIDATL,773.204
4/15/2025 5:00:00 PM,4/15/2025 1:00:00 PM,MIDATL,838.444
4/15/2025 4:00:00 PM,4/15/2025 12:00:00 PM,MIDATL,779.302
4/15/2025 3:00:00 PM,4/15/2025 11:00:00 AM,MIDATL,767.528
4/15/2025 2:00:00 PM,4/15/2025 10:00:00 AM,MIDATL,720.443
4/15/2025 1:00:00 PM,4/15/2025 9:00:00 AM,MIDATL,640.112
4/15/2025 12:00:00 PM,4/15/2025 8:00:00 AM,MIDATL,518.535
4/15/2025 11:00:00 AM,4/15/2025 7:00:00 AM,MIDATL,462.367
4/15/2025 10:00:00 AM,4/15/2025 6:00:00 AM,MIDATL,483.344
4/15/2025 9:00:00 AM,4/15/2025 5:00:00 AM,MIDATL,511.729
4/15/2025 8:00:00 AM,4/15/2025 4:00:00 AM,MIDATL,510.979
4/15/2025 7:00:00 AM,4/15/2025 3:00:00 AM,MIDATL,515.541
4/15/2025 6:00:00 AM,4/15/2025 2:00:00 AM,MIDATL,467.482
4/15/2025 5:00:00 AM,4/15/2025 1:00:00 AM,MIDATL,575.407
4/15/2025 4:00:00 AM,4/15/2025 12:00:00 AM,MIDATL,599.441
4/15/2025 3:00:00 AM,4/14/2025 11:00:00 PM,MIDATL,646.286
4/15/2025 2:00:00 AM,4/14/2025 10:00:00 PM,MIDATL,639.968
4/15/2025 1:00:00 AM,4/14/2025 9:00:00 PM,MIDATL,532.761
4/15/2025 12:00:00 AM,4/14/2025 8:00:00 PM,MIDATL,483.881
4/14/2025 11:00:00 PM,4/14/2025 7:00:00 PM,MIDATL,373.580
4/14/2025 10:00:00 PM,4/14/2025 6:00:00 PM,MIDATL,429.577
4/14/2025 9:00:00 PM,4/14/2025 5:00:00 PM,MIDATL,438.342
4/14/2025 8:00:00 PM,4/14/2025 4:00:00 PM,MIDATL,452.058
4/14/2025 7:00:00 PM,4/14/2025 3:00:00 PM,MIDATL,404.550
4/14/2025 6:00:00 PM,4/14/2025 2:00:00 PM,MIDATL,326.404
4/14/2025 5:00:00 PM,4/14/2025 1:00:00 PM,MIDATL,216.817
4/14/2025 4:00:00 PM,4/14/2025 12:00:00 PM,MIDATL,189.414
4/14/2025 3:00:00 PM,4/14/2025 11:00:00 AM,MIDATL,197.631
4/14/2025 2:00:00 PM,4/14/2025 10:00:00 AM,MIDATL,227.612
4/14/2025 1:00:00 PM,4/14/2025 9:00:00 AM,MIDATL,268.094
4/14/2025 12:00:00 PM,4/14/2025 8:00:00 AM,MIDATL,318.440
4/14/2025 11:00:00 AM,4/14/2025 7:00:00 AM,MIDATL,317.155
4/14/2025 10:00:00 AM,4/14/2025 6:00:00 AM,MIDATL,218.146
4/14/2025 9:00:00 AM,4/14/2025 5:00:00 AM,MIDATL,90.390
4/14/2025 8:00:00 AM,4/14/2025 4:00:00 AM,MIDATL,29.861
4/14/2025 7:00:00 AM,4/14/2025 3:00:00 AM,MIDATL,25.137
4/14/2025 6:00:00 AM,4/14/2025 2:00:00 AM,MIDATL,40.854
4/14/2025 5:00:00 AM,4/14/2025 1:00:00 AM,MIDATL,60.687
4/14/2025 4:00:00 AM,4/14/2025 12:00:00 AM,MIDATL,82.269
4/14/2025 3:00:00 AM,4/13/2025 11:00:00 PM,MIDATL,169.463
4/14/2025 2:00:00 AM,4/13/2025 10:00:00 PM,MIDATL,204.948
4/14/2025 1:00:00 AM,4/13/2025 9:00:00 PM,MIDATL,175.265
4/14/2025 12:00:00 AM,4/13/2025 8:00:00 PM,MIDATL,218.513
4/13/2025 11:00:00 PM,4/13/2025 7:00:00 PM,MIDATL,265.866
4/13/2025 10:00:00 PM,4/13/2025 6:00:00 PM,MIDATL,359.771
4/13/2025 9:00:00 PM,4/13/2025 5:00:00 PM,MIDATL,384.537
4/13/2025 8:00:00 PM,4/13/2025 4:00:00 PM,MIDATL,379.444
4/13/2025 7:00:00 PM,4/13/2025 3:00:00 PM,MIDATL,362.263
4/13/2025 6:00:00 PM,4/13/2025 2:00:00 PM,MIDATL,355.447
4/13/2025 5:00:00 PM,4/13/2025 1:00:00 PM,MIDATL,394.474
4/13/2025 4:00:00 PM,4/13/2025 12:00:00 PM,MIDATL,456.351
4/13/2025 3:00:00 PM,4/13/2025 11:00:00 AM,MIDATL,495.519
4/13/2025 2:00:00 PM,4/13/2025 10:00:00 AM,MIDATL,555.952
4/13/2025 1:00:00 PM,4/13/2025 9:00:00 AM,MIDATL,520.569
4/13/2025 12:00:00 PM,4/13/2025 8:00:00 AM,MIDATL,531.913
4/13/2025 11:00:00 AM,4/13/2025 7:00:00 AM,MIDATL,489.708
4/13/2025 10:00:00 AM,4/13/2025 6:00:00 AM,MIDATL,521.428
4/13/2025 9:00:00 AM,4/13/2025 5:00:00 AM,MIDATL,518.321
4/13/2025 8:00:00 AM,4/13/2025 4:00:00 AM,MIDATL,443.472
4/13/2025 7:00:00 AM,4/13/2025 3:00:00 AM,MIDATL,405.619
4/13/2025 6:00:00 AM,4/13/2025 2:00:00 AM,MIDATL,375.732
4/13/2025 5:00:00 AM,4/13/2025 1:00:00 AM,MIDATL,350.042
4/13/2025 4:00:00 AM,4/13/2025 12:00:00 AM,MIDATL,398.997
4/13/2025 3:00:00 AM,4/12/2025 11:00:00 PM,MIDATL,423.503
4/13/2025 2:00:00 AM,4/12/2025 10:00:00 PM,MIDATL,460.295
4/13/2025 1:00:00 AM,4/12/2025 9:00:00 PM,MIDATL,497.501
4/13/2025 12:00:00 AM,4/12/2025 8:00:00 PM,MIDATL,512.429
4/12/2025 11:00:00 PM,4/12/2025 7:00:00 PM,MIDATL,505.184
4/12/2025 10:00:00 PM,4/12/2025 6:00:00 PM,MIDATL,474.082
4/12/2025 9:00:00 PM,4/12/2025 5:00:00 PM,MIDATL,528.058
4/12/2025 8:00:00 PM,4/12/2025 4:00:00 PM,MIDATL,439.875
4/12/2025 7:00:00 PM,4/12/2025 3:00:00 PM,MIDATL,374.522
4/12/2025 6:00:00 PM,4/12/2025 2:00:00 PM,MIDATL,382.164
4/12/2025 5:00:00 PM,4/12/2025 1:00:00 PM,MIDATL,348.634
4/12/2025 4:00:00 PM,4/12/2025 12:00:00 PM,MIDATL,329.553
4/12/2025 3:00:00 PM,4/12/2025 11:00:00 AM,MIDATL,288.082
4/12/2025 2:00:00 PM,4/12/2025 10:00:00 AM,MIDATL,264.520
4/12/2025 1:00:00 PM,4/12/2025 9:00:00 AM,MIDATL,209.494
4/12/2025 12:00:00 PM,4/12/2025 8:00:00 AM,MIDATL,185.839
4/12/2025 11:00:00 AM,4/12/2025 7:00:00 AM,MIDATL,148.831
4/12/2025 10:00:00 AM,4/12/2025 6:00:00 AM,MIDATL,116.629
4/12/2025 9:00:00 AM,4/12/2025 5:00:00 AM,MIDATL,142.595
4/12/2025 8:00:00 AM,4/12/2025 4:00:00 AM,MIDATL,190.166
4/12/2025 7:00:00 AM,4/12/2025 3:00:00 AM,MIDATL,173.768
4/12/2025 6:00:00 AM,4/12/2025 2:00:00 AM,MIDATL,136.100
4/12/2025 5:00:00 AM,4/12/2025 1:00:00 AM,MIDATL,91.427
4/12/2025 4:00:00 AM,4/12/2025 12:00:00 AM,MIDATL,84.823
4/12/2025 3:00:00 AM,4/11/2025 11:00:00 PM,MIDATL,72.687
4/12/2025 2:00:00 AM,4/11/2025 10:00:00 PM,MIDATL,56.765
4/12/2025 1:00:00 AM,4/11/2025 9:00:00 PM,MIDATL,56.812
4/12/2025 12:00:00 AM,4/11/2025 8:00:00 PM,MIDATL,39.171
4/11/2025 11:00:00 PM,4/11/2025 7:00:00 PM,MIDATL,24.466
4/11/2025 10:00:00 PM,4/11/2025 6:00:00 PM,MIDATL,23.964
4/11/2025 9:00:00 PM,4/11/2025 5:00:00 PM,MIDATL,16.679
4/11/2025 8:00:00 PM,4/11/2025 4:00:00 PM,MIDATL,13.806
4/11/2025 7:00:00 PM,4/11/2025 3:00:00 PM,MIDATL,27.075
4/11/2025 6:00:00 PM,4/11/2025 2:00:00 PM,MIDATL,60.734
4/11/2025 5:00:00 PM,4/11/2025 1:00:00 PM,MIDATL,99.920
4/11/2025 4:00:00 PM,4/11/2025 12:00:00 PM,MIDATL,70.916
4/11/2025 3:00:00 PM,4/11/2025 11:00:00 AM,MIDATL,64.771
4/11/2025 2:00:00 PM,4/11/2025 10:00:00 AM,MIDATL,98.459
4/11/2025 1:00:00 PM,4/11/2025 9:00:00 AM,MIDATL,131.779
4/11/2025 12:00:00 PM,4/11/2025 8:00:00 AM,MIDATL,188.991
4/11/2025 11:00:00 AM,4/11/2025 7:00:00 AM,MIDATL,269.633
4/11/2025 10:00:00 AM,4/11/2025 6:00:00 AM,MIDATL,327.569
4/11/2025 9:00:00 AM,4/11/2025 5:00:00 AM,MIDATL,383.431
4/11/2025 8:00:00 AM,4/11/2025 4:00:00 AM,MIDATL,407.143
4/11/2025 7:00:00 AM,4/11/2025 3:00:00 AM,MIDATL,415.320
4/11/2025 6:00:00 AM,4/11/2025 2:00:00 AM,MIDATL,399.740
4/11/2025 5:00:00 AM,4/11/2025 1:00:00 AM,MIDATL,414.739
4/11/2025 4:00:00 AM,4/11/2025 12:00:00 AM,MIDATL,482.197
4/11/2025 3:00:00 AM,4/10/2025 11:00:00 PM,MIDATL,509.965
4/11/2025 2:00:00 AM,4/10/2025 10:00:00 PM,MIDATL,516.118
4/11/2025 1:00:00 AM,4/10/2025 9:00:00 PM,MIDATL,505.777
4/11/2025 12:00:00 AM,4/10/2025 8:00:00 PM,MIDATL,485.233
4/10/2025 11:00:00 PM,4/10/2025 7:00:00 PM,MIDATL,537.307
4/10/2025 10:00:00 PM,4/10/2025 6:00:00 PM,MIDATL,599.374
4/10/2025 9:00:00 PM,4/10/2025 5:00:00 PM,MIDATL,618.190
4/10/2025 8:00:00 PM,4/10/2025 4:00:00 PM,MIDATL,655.614
4/10/2025 7:00:00 PM,4/10/2025 3:00:00 PM,MIDATL,684.236
4/10/2025 6:00:00 PM,4/10/2025 2:00:00 PM,MIDATL,650.868
4/10/2025 5:00:00 PM,4/10/2025 1:00:00 PM,MIDATL,620.436
4/10/2025 4:00:00 PM,4/10/2025 12:00:00 PM,MIDATL,507.290
4/10/2025 3:00:00 PM,4/10/2025 11:00:00 AM,MIDATL,476.176
4/10/2025 2:00:00 PM,4/10/2025 10:00:00 AM,MIDATL,464.972
4/10/2025 1:00:00 PM,4/10/2025 9:00:00 AM,MIDATL,434.960
4/10/2025 12:00:00 PM,4/10/2025 8:00:00 AM,MIDATL,430.429
4/10/2025 11:00:00 AM,4/10/2025 7:00:00 AM,MIDATL,438.904
4/10/2025 10:00:00 AM,4/10/2025 6:00:00 AM,MIDATL,339.823
4/10/2025 9:00:00 AM,4/10/2025 5:00:00 AM,MIDATL,296.255
4/10/2025 8:00:00 AM,4/10/2025 4:00:00 AM,MIDATL,264.438
4/10/2025 7:00:00 AM,4/10/2025 3:00:00 AM,MIDATL,182.737
4/10/2025 6:00:00 AM,4/10/2025 2:00:00 AM,MIDATL,96.846
4/10/2025 5:00:00 AM,4/10/2025 1:00:00 AM,MIDATL,76.181
4/10/2025 4:00:00 AM,4/10/2025 12:00:00 AM,MIDATL,73.779
4/10/2025 3:00:00 AM,4/9/2025 11:00:00 PM,MIDATL,102.616
4/10/2025 2:00:00 AM,4/9/2025 10:00:00 PM,MIDATL,97.376
4/10/2025 1:00:00 AM,4/9/2025 9:00:00 PM,MIDATL,42.502
4/10/2025 12:00:00 AM,4/9/2025 8:00:00 PM,MIDATL,40.335
4/9/2025 11:00:00 PM,4/9/2025 7:00:00 PM,MIDATL,27.462
4/9/2025 10:00:00 PM,4/9/2025 6:00:00 PM,MIDATL,60.047
4/9/2025 9:00:00 PM,4/9/2025 5:00:00 PM,MIDATL,92.412
4/9/2025 8:00:00 PM,4/9/2025 4:00:00 PM,MIDATL,108.473
4/9/2025 7:00:00 PM,4/9/2025 3:00:00 PM,MIDATL,91.395
4/9/2025 6:00:00 PM,4/9/2025 2:00:00 PM,MIDATL,67.859
4/9/2025 5:00:00 PM,4/9/2025 1:00:00 PM,MIDATL,74.312
4/9/2025 4:00:00 PM,4/9/2025 12:00:00 PM,MIDATL,87.013
4/9/2025 3:00:00 PM,4/9/2025 11:00:00 AM,MIDATL,117.814
4/9/2025 2:00:00 PM,4/9/2025 10:00:00 AM,MIDATL,77.192
4/9/2025 1:00:00 PM,4/9/2025 9:00:00 AM,MIDATL,67.654
4/9/2025 12:00:00 PM,4/9/2025 8:00:00 AM,MIDATL,81.998
4/9/2025 11:00:00 AM,4/9/2025 7:00:00 AM,MIDATL,119.316
4/9/2025 10:00:00 AM,4/9/2025 6:00:00 AM,MIDATL,165.528
4/9/2025 9:00:00 AM,4/9/2025 5:00:00 AM,MIDATL,203.233
4/9/2025 8:00:00 AM,4/9/2025 4:00:00 AM,MIDATL,246.900
4/9/2025 7:00:00 AM,4/9/2025 3:00:00 AM,MIDATL,248.122
4/9/2025 6:00:00 AM,4/9/2025 2:00:00 AM,MIDATL,260.423
4/9/2025 5:00:00 AM,4/9/2025 1:00:00 AM,MIDATL,342.351
4/9/2025 4:00:00 AM,4/9/2025 12:00:00 AM,MIDATL,448.264
4/9/2025 3:00:00 AM,4/8/2025 11:00:00 PM,MIDATL,539.444
4/9/2025 2:00:00 AM,4/8/2025 10:00:00 PM,MIDATL,641.129
4/9/2025 1:00:00 AM,4/8/2025 9:00:00 PM,MIDATL,705.811
4/9/2025 12:00:00 AM,4/8/2025 8:00:00 PM,MIDATL,785.285
4/8/2025 11:00:00 PM,4/8/2025 7:00:00 PM,MIDATL,883.331
4/8/2025 10:00:00 PM,4/8/2025 6:00:00 PM,MIDATL,965.111
4/8/2025 9:00:00 PM,4/8/2025 5:00:00 PM,MIDATL,1013.811
4/8/2025 8:00:00 PM,4/8/2025 4:00:00 PM,MIDATL,1021.075
4/8/2025 7:00:00 PM,4/8/2025 3:00:00 PM,MIDATL,1032.860
4/8/2025 6:00:00 PM,4/8/2025 2:00:00 PM,MIDATL,1086.614
4/8/2025 5:00:00 PM,4/8/2025 1:00:00 PM,MIDATL,1065.977
4/8/2025 4:00:00 PM,4/8/2025 12:00:00 PM,MIDATL,1040.771
4/8/2025 3:00:00 PM,4/8/2025 11:00:00 AM,MIDATL,1032.137
4/8/2025 2:00:00 PM,4/8/2025 10:00:00 AM,MIDATL,1028.630
4/8/2025 1:00:00 PM,4/8/2025 9:00:00 AM,MIDATL,1015.056
4/8/2025 12:00:00 PM,4/8/2025 8:00:00 AM,MIDATL,974.835
4/8/2025 11:00:00 AM,4/8/2025 7:00:00 AM,MIDATL,891.893
4/8/2025 10:00:00 AM,4/8/2025 6:00:00 AM,MIDATL,860.493
4/8/2025 9:00:00 AM,4/8/2025 5:00:00 AM,MIDATL,906.076
4/8/2025 8:00:00 AM,4/8/2025 4:00:00 AM,MIDATL,914.728
4/8/2025 7:00:00 AM,4/8/2025 3:00:00 AM,MIDATL,837.709
4/8/2025 6:00:00 AM,4/8/2025 2:00:00 AM,MIDATL,680.029
4/8/2025 5:00:00 AM,4/8/2025 1:00:00 AM,MIDATL,669.272
4/8/2025 4:00:00 AM,4/8/2025 12:00:00 AM,MIDATL,647.703
4/8/2025 3:00:00 AM,4/7/2025 11:00:00 PM,MIDATL,660.729
4/8/2025 2:00:00 AM,4/7/2025 10:00:00 PM,MIDATL,702.899
4/8/2025 1:00:00 AM,4/7/2025 9:00:00 PM,MIDATL,503.258
4/8/2025 12:00:00 AM,4/7/2025 8:00:00 PM,MIDATL,305.073
4/7/2025 11:00:00 PM,4/7/2025 7:00:00 PM,MIDATL,190.005
4/7/2025 10:00:00 PM,4/7/2025 6:00:00 PM,MIDATL,147.334
4/7/2025 9:00:00 PM,4/7/2025 5:00:00 PM,MIDATL,179.516
4/7/2025 8:00:00 PM,4/7/2025 4:00:00 PM,MIDATL,144.797
4/7/2025 7:00:00 PM,4/7/2025 3:00:00 PM,MIDATL,37.615
4/7/2025 6:00:00 PM,4/7/2025 2:00:00 PM,MIDATL,11.567
4/7/2025 5:00:00 PM,4/7/2025 1:00:00 PM,MIDATL,-1.284
4/7/2025 4:00:00 PM,4/7/2025 12:00:00 PM,MIDATL,-4.955
4/7/2025 3:00:00 PM,4/7/2025 11:00:00 AM,MIDATL,-3.665
4/7/2025 2:00:00 PM,4/7/2025 10:00:00 AM,MIDATL,-0.515
4/7/2025 1:00:00 PM,4/7/2025 9:00:00 AM,MIDATL,1.778
4/7/2025 12:00:00 PM,4/7/2025 8:00:00 AM,MIDATL,14.231
4/7/2025 11:00:00 AM,4/7/2025 7:00:00 AM,MIDATL,8.787
4/7/2025 10:00:00 AM,4/7/2025 6:00:00 AM,MIDATL,34.506
4/7/2025 9:00:00 AM,4/7/2025 5:00:00 AM,MIDATL,30.910
4/7/2025 8:00:00 AM,4/7/2025 4:00:00 AM,MIDATL,29.996
