"C","Hourly Wholesale Load Cost Report"
"C","Filename: whlsecost_hourly_4004_202412.csv"
"C","Report for: 12 2024"
"C","Report generated: 03/08/2025 14:30:29 EST"
"H","Location ID","Local Date","Local Hour","OnOffPeak","RTLMP","Capacity","First Contingency","Second Contingency","Regulation","Forward Reserves","Real-Time Reserves","Inadvertent","Marginal Loss Rev Fund","Auction Rev Rights","Real-Time Demand Reduction Cost","Price Responsive Demand Cost","ISO Sched 2","ISO Sched 3","NEPOOL Exp","Inventory Energy Program Cost","DA Ancillary Service Cost","Total Cost","RTLO"
"H","Number","Date","Number","String","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number"
"D",4004,"12/01/2024",01,"OFF",40.18,11.16,0.39,0.09,0.08,0,0,-0.01,-0.95,-0.48,0,,0.48,0.46,0.23,2.66,,54.29,2808.208
"D",4004,"12/01/2024",02,"OFF",36.59,11.16,0.39,0.09,0.01,0,0,0.14,-1.29,-0.48,0,,0.48,0.46,0.23,2.66,,50.44,2713.556
"D",4004,"12/01/2024",03,"OFF",40.1,11.16,0.39,0.09,0,0,0,0.04,-0.97,-0.48,0,,0.48,0.46,0.23,2.66,,54.16,2664.892
"D",4004,"12/01/2024",04,"OFF",39.36,11.16,0.39,0.09,0,0,0,-0.03,-1.02,-0.48,0,,0.48,0.46,0.23,2.66,,53.3,2656.205
"D",4004,"12/01/2024",05,"OFF",38.88,11.16,0.39,0.09,0,0,0,0.06,-0.95,-0.48,0,,0.48,0.46,0.23,2.66,,52.98,2678.856
"D",4004,"12/01/2024",06,"OFF",39.78,11.16,0.39,0.09,0,0,0,0.12,-0.66,-0.48,0,,0.48,0.46,0.23,2.66,,54.23,2761.623
"D",4004,"12/01/2024",07,"OFF",36.5,11.16,0.39,0.09,0.08,0,0,0.08,-0.87,-0.48,0,,0.48,0.46,0.23,2.66,,50.78,2882.659
"D",4004,"12/01/2024",08,"OFF",36.85,11.16,0.39,0.09,0.3,0,0,0.1,-1.03,-0.48,0,,0.48,0.46,0.23,2.66,,51.21,2986.976
"D",4004,"12/01/2024",09,"OFF",35.56,11.16,0.39,0.09,0.11,0,0,-0.02,-0.91,-0.48,0,,0.48,0.46,0.23,2.66,,49.73,3056.94
"D",4004,"12/01/2024",10,"OFF",35.12,11.16,0.39,0.09,0.02,0,0,0,-0.79,-0.48,0,,0.48,0.46,0.23,2.66,,49.34,3085.169
"D",4004,"12/01/2024",11,"OFF",20.82,11.16,0.39,0.09,0,0,0,0.12,-0.52,-0.48,0,,0.48,0.46,0.23,2.66,,35.41,2943.253
"D",4004,"12/01/2024",12,"OFF",29.91,11.16,0.39,0.09,0.02,0,0,0.02,-0.87,-0.48,0,,0.48,0.46,0.23,2.66,,44.07,2896.531
"D",4004,"12/01/2024",13,"OFF",65.72,11.16,0.39,0.09,0,0,0,0.09,-1.03,-0.48,0,,0.48,0.46,0.23,2.66,,79.77,2884.063
"D",4004,"12/01/2024",14,"OFF",68.45,11.16,0.39,0.09,0,0,0,0.03,-0.94,-0.48,0,,0.48,0.46,0.23,2.66,,82.53,2941.134
"D",4004,"12/01/2024",15,"OFF",77.28,11.16,0.39,0.09,0,0,0,0.12,-0.71,-0.48,0,,0.48,0.46,0.23,2.66,,91.68,3104.245
"D",4004,"12/01/2024",16,"OFF",138.75,11.16,0.39,0.09,0,0,0,0.08,-1.92,-0.48,-0.11,,0.48,0.46,0.23,2.66,,151.79,3337.553
"D",4004,"12/01/2024",17,"OFF",135.42,11.16,0.39,0.09,0,0,0,0,-2.22,-0.48,-0.14,,0.48,0.46,0.23,2.66,,148.05,3650.396
"D",4004,"12/01/2024",18,"OFF",142.89,11.16,0.39,0.09,0,0,0,0.25,-3.34,-0.48,-0.14,,0.48,0.46,0.23,2.66,,154.65,3837.001
"D",4004,"12/01/2024",19,"OFF",99.21,11.16,0.39,0.09,0,0,0,0.19,-2.35,-0.48,-0.06,,0.48,0.46,0.23,2.66,,111.98,3815.171
"D",4004,"12/01/2024",20,"OFF",89.49,11.16,0.39,0.09,0.15,0,0,0.08,-2.16,-0.48,-0.09,,0.48,0.46,0.23,2.66,,102.46,3742.008
"D",4004,"12/01/2024",21,"OFF",103.13,11.16,0.39,0.09,0.03,0,0,0.01,-2.35,-0.48,-0.07,,0.48,0.46,0.23,2.66,,115.74,3631.057
"D",4004,"12/01/2024",22,"OFF",103.34,11.16,0.39,0.09,0,0,0,0,-2.35,-0.48,0,,0.48,0.46,0.23,2.66,,115.98,3453.191
"D",4004,"12/01/2024",23,"OFF",90.25,11.16,0.39,0.09,0.2,0,0,-0.02,-2.88,-0.48,0,,0.48,0.46,0.23,2.66,,102.54,3211.755
"D",4004,"12/01/2024",24,"OFF",89.46,11.16,0.39,0.09,0.47,0,0,0.14,-1.26,-0.48,0,,0.48,0.46,0.23,2.66,,103.8,2995.908
"D",4004,"12/02/2024",01,"OFF",153.93,11.16,1.18,0.21,0.14,0,0,0.04,-2.54,-0.48,0,,0.48,0.46,0.23,2.47,,167.28,2852.008
"D",4004,"12/02/2024",02,"OFF",177.75,11.16,1.18,0.21,0,0,0,0.07,-2.8,-0.48,0,,0.48,0.46,0.23,2.47,,190.73,2787.655
"D",4004,"12/02/2024",03,"OFF",179.42,11.16,1.18,0.21,0,0,0,0.33,-2.67,-0.48,0,,0.48,0.46,0.23,2.47,,192.79,2762.896
"D",4004,"12/02/2024",04,"OFF",137.81,11.16,1.18,0.21,0,0,0,0.12,-2.74,-0.48,0,,0.48,0.46,0.23,2.47,,150.9,2780.778
"D",4004,"12/02/2024",05,"OFF",175.87,11.16,1.18,0.21,0,0,0,-0.19,-3.03,-0.48,0,,0.48,0.46,0.23,2.47,,188.36,2874.889
"D",4004,"12/02/2024",06,"OFF",111.63,11.16,1.18,0.21,0.65,0,0.03,0.55,-2.58,-0.48,0.25,,0.48,0.46,0.23,2.47,,126.24,3109.842
"D",4004,"12/02/2024",07,"OFF",119.93,11.16,1.18,0.21,1.01,0,0,0.28,-2.88,-0.48,0.15,,0.48,0.46,0.23,2.47,,134.2,3487.156
"D",4004,"12/02/2024",08,"ON",106.83,11.16,1.18,0.21,0.88,0.84,0.47,0,-3.22,-0.48,0.09,,0.48,0.46,0.23,2.47,,121.6,3691.944
"D",4004,"12/02/2024",09,"ON",90.12,11.16,1.18,0.21,0.09,0.88,0,-0.01,-1.8,-0.48,0.1,,0.48,0.46,0.23,2.47,,105.09,3575.205
"D",4004,"12/02/2024",10,"ON",62.92,11.16,1.18,0.21,0,0.93,0,0.05,-1.47,-0.48,0,,0.48,0.46,0.23,2.47,,78.14,3360.364
"D",4004,"12/02/2024",11,"ON",72.39,11.16,1.18,0.21,0,0.96,0,-0.14,-1.72,-0.48,0,,0.48,0.46,0.23,2.47,,87.2,3188.814
"D",4004,"12/02/2024",12,"ON",71.39,11.16,1.18,0.21,0.01,0.99,0,0.08,-1.43,-0.48,0,,0.48,0.46,0.23,2.47,,86.75,3087.53
"D",4004,"12/02/2024",13,"ON",80.08,11.16,1.18,0.21,0,0.98,0,0.12,-1.34,-0.48,0,,0.48,0.46,0.23,2.47,,95.55,3060.525
"D",4004,"12/02/2024",14,"ON",84.61,11.16,1.18,0.21,0,0.96,0,0.25,-1.58,-0.48,0,,0.48,0.46,0.23,2.47,,99.95,3135.868
"D",4004,"12/02/2024",15,"ON",89.49,11.16,1.18,0.21,0,0.93,0,0.35,-1.8,-0.48,0,,0.48,0.46,0.23,2.47,,104.68,3293.551
"D",4004,"12/02/2024",16,"ON",146.14,11.16,1.18,0.21,0,0.88,0,0.54,-1.05,-0.48,0.13,,0.48,0.46,0.23,2.47,,162.35,3510.397
"D",4004,"12/02/2024",17,"ON",184.55,11.16,1.18,0.21,0,0.82,0.02,0.27,-1.15,-0.48,0.14,,0.48,0.46,0.23,2.47,,200.36,3807.974
"D",4004,"12/02/2024",18,"ON",153.76,11.16,1.18,0.21,0,0.79,0.02,0.57,-1.92,-0.48,0.11,,0.48,0.46,0.23,2.47,,169.04,4011.651
"D",4004,"12/02/2024",19,"ON",120.3,11.16,1.18,0.21,0,0.8,0,0.13,-1.5,-0.48,0.09,,0.48,0.46,0.23,2.47,,135.53,4012.843
"D",4004,"12/02/2024",20,"ON",127.35,11.16,1.18,0.21,0,0.81,0,-0.16,-1.4,-0.48,0.1,,0.48,0.46,0.23,2.47,,142.41,3941.706
"D",4004,"12/02/2024",21,"ON",159.08,11.16,1.18,0.21,0,0.84,0,-0.11,-0.97,-0.48,0.13,,0.48,0.46,0.23,2.47,,174.68,3818.8
"D",4004,"12/02/2024",22,"ON",140.39,11.16,1.18,0.21,0,0.89,0,-0.04,-0.77,-0.48,0,,0.48,0.46,0.23,2.47,,156.18,3615.494
"D",4004,"12/02/2024",23,"ON",128.3,11.16,1.18,0.21,0.32,0.96,0,0.23,-0.65,-0.48,0,,0.48,0.46,0.23,2.47,,144.87,3340.005
"D",4004,"12/02/2024",24,"OFF",141.31,11.16,1.18,0.21,0.33,0,0,0.2,-0.39,-0.48,0,,0.48,0.46,0.23,2.47,,157.16,3102.528
"D",4004,"12/03/2024",01,"OFF",193.01,11.16,1.02,0.23,1.88,0,0,0.05,-0.37,-0.48,0,,0.48,0.46,0.23,2.46,,210.13,2941.366
"D",4004,"12/03/2024",02,"OFF",219.1,11.16,1.02,0.23,0,0,0,-0.06,-1.08,-0.48,0,,0.48,0.46,0.23,2.46,,233.52,2868.401
"D",4004,"12/03/2024",03,"OFF",227.49,11.16,1.02,0.23,0,0,0,-0.05,-0.52,-0.48,0,,0.48,0.46,0.23,2.46,,242.48,2839.469
"D",4004,"12/03/2024",04,"OFF",252.74,11.16,1.02,0.23,0,0,0,-0.12,-0.8,-0.48,0,,0.48,0.46,0.23,2.46,,267.38,2845.616
"D",4004,"12/03/2024",05,"OFF",301.96,11.16,1.02,0.23,0,0,0,0.08,-0.12,-0.48,0,,0.48,0.46,0.23,2.46,,317.48,2934.942
"D",4004,"12/03/2024",06,"OFF",240.69,11.16,1.02,0.23,2.45,0,8.81,0.47,1.32,-0.48,0,,0.48,0.46,0.23,2.46,,269.3,3175.337
"D",4004,"12/03/2024",07,"OFF",188.24,11.16,1.02,0.23,1.22,0,0,0.17,-0.63,-0.48,0,,0.48,0.46,0.23,2.46,,204.56,3556.709
"D",4004,"12/03/2024",08,"ON",175.67,11.16,1.02,0.23,1.43,0.82,0.08,-0.03,-1.42,-0.48,0,,0.48,0.46,0.23,2.46,,192.11,3742.379
"D",4004,"12/03/2024",09,"ON",166.99,11.16,1.02,0.23,0.37,0.86,0.09,-0.09,-0.53,-0.48,0,,0.48,0.46,0.23,2.46,,183.25,3678.331
