"C","Hourly Wholesale Load Cost Report"
"C","Filename: whlsecost_hourly_4000_202412.csv"
"C","Report for: 12 2024"
"C","Report generated: 03/08/2025 14:30:26 EST"
"H","Location ID","Local Date","Local Hour","OnOffPeak","Total Cost","RTLO"
"D",4000,"12/02/2024",12,"ON",88.98,14770.355
"D",4000,"12/02/2024",13,"ON",98.09,14787.994
"D",4000,"12/02/2024",14,"ON",102.81,14833.509
"D",4000,"12/02/2024",15,"ON",108.15,14714.377
"D",4000,"12/02/2024",16,"ON",168.06,15262.147
"D",4000,"12/02/2024",17,"ON",207.90,16343.500
"D",4000,"12/02/2024",18,"ON",175.84,16980.522
"D",4000,"12/02/2024",19,"ON",140.69,16851.149
"D",4000,"12/02/2024",20,"ON",147.35,16559.199
"D",4000,"12/02/2024",21,"ON",180.37,16011.257
"D",4000,"12/02/2024",22,"ON",161.13,15140.390
"D",4000,"12/02/2024",23,"ON",149.37,14046.049
"D",4000,"12/02/2024",24,"OFF",162.57,13158.428
"D",4000,"12/03/2024",01,"OFF",216.28,13123.827
"D",4000,"12/03/2024",02,"OFF",240.26,12887.152
"D",4000,"12/03/2024",03,"OFF",249.62,12743.606
"D",4000,"12/03/2024",04,"OFF",274.84,12803.386
"D",4000,"12/03/2024",05,"OFF",326.92,13348.818
"D",4000,"12/03/2024",06,"OFF",279.39,13539.023
"D",4000,"12/03/2024",07,"OFF",213.45,15028.743
"D",4000,"12/03/2024",08,"ON",200.49,15810.372
"D",4000,"12/03/2024",09,"ON",191.19,15651.790
"D",4000,"12/03/2024",10,"ON",178.35,15095.349
"D",4000,"12/03/2024",11,"ON",133.86,14994.648
"D",4000,"12/03/2024",12,"ON",120.00,14939.536
"D",4000,"12/03/2024",13,"ON",112.78,14971.716
"D",4000,"12/03/2024",14,"ON",123.52,14997.116
"D",4000,"12/03/2024",15,"ON",114.98,14830.122
"D",4000,"12/03/2024",16,"ON",137.64,15295.872
"D",4000,"12/03/2024",17,"ON",169.27,16371.118
"D",4000,"12/03/2024",18,"ON",214.62,16990.648
"D",4000,"12/03/2024",19,"ON",205.98,16927.296
"D",4000,"12/03/2024",20,"ON",191.57,16600.360
"D",4000,"12/03/2024",21,"ON",163.88,15996.406
"D",4000,"12/03/2024",22,"ON",143.13,15126.502
"D",4000,"12/03/2024",23,"ON",139.96,13979.011
"D",4000,"12/03/2024",24,"OFF",123.83,13047.801
"D",4000,"12/04/2024",01,"OFF",115.84,12696.640
"D",4000,"12/04/2024",02,"OFF",101.28,12599.580
"D",4000,"12/04/2024",03,"OFF",100.98,12506.860
"D",4000,"12/04/2024",04,"OFF",92.54,12547.580
"D",4000,"12/04/2024",05,"OFF",90.38,12942.148
"D",4000,"12/04/2024",06,"OFF",90.74,14159.162
"D",4000,"12/04/2024",07,"OFF",102.65,15208.436
"D",4000,"12/04/2024",08,"ON",150.45,15822.445
"D",4000,"12/04/2024",09,"ON",126.81,15417.513
"D",4000,"12/04/2024",10,"ON",82.39,14605.024
"D",4000,"12/04/2024",11,"ON",69.03,14657.923
"D",4000,"12/04/2024",12,"ON",62.47,14350.908
"D",4000,"12/04/2024",13,"ON",68.54,14476.459
"D",4000,"12/04/2024",14,"ON",104.80,14954.706
"D",4000,"12/04/2024",15,"ON",129.17,15235.366
"D",4000,"12/04/2024",16,"ON",159.95,15534.724
"D",4000,"12/04/2024",17,"ON",149.18,16430.880
"D",4000,"12/04/2024",18,"ON",149.70,16841.961
"D",4000,"12/04/2024",19,"ON",123.18,16641.315
"D",4000,"12/04/2024",20,"ON",156.41,16279.343
"D",4000,"12/04/2024",21,"ON",109.62,15660.642
"D",4000,"12/04/2024",22,"ON",157.83,14748.222
"D",4000,"12/04/2024",23,"ON",118.49,13884.435
"D",4000,"12/04/2024",24,"OFF",104.29,13316.457
"D",4000,"12/05/2024",01,"OFF",89.91,12859.108
"D",4000,"12/05/2024",02,"OFF",91.64,12597.645
"D",4000,"12/05/2024",03,"OFF",90.88,12445.195
"D",4000,"12/05/2024",04,"OFF",81.93,12446.925
"D",4000,"12/05/2024",05,"OFF",78.08,12567.054
"D",4000,"12/05/2024",06,"OFF",76.02,13213.803
"D",4000,"12/05/2024",07,"OFF",101.80,14312.120
"D",4000,"12/05/2024",08,"ON",135.59,14888.496
"D",4000,"12/05/2024",09,"ON",160.99,15311.586
"D",4000,"12/05/2024",10,"ON",200.93,15510.681
"D",4000,"12/05/2024",11,"ON",201.75,15391.416
"D",4000,"12/05/2024",12,"ON",165.36,15239.736
"D",4000,"12/05/2024",13,"ON",108.06,15148.556
"D",4000,"12/05/2024",14,"ON",113.51,15060.336
"D",4000,"12/05/2024",15,"ON",96.15,15219.497
"D",4000,"12/05/2024",16,"ON",93.41,15643.999
"D",4000,"12/05/2024",17,"ON",97.16,16528.765
"D",4000,"12/05/2024",18,"ON",136.52,16789.123
"D",4000,"12/05/2024",19,"ON",142.82,16590.315
"D",4000,"12/05/2024",20,"ON",104.78,16240.720
"D",4000,"12/05/2024",21,"ON",114.69,15755.277
"D",4000,"12/05/2024",22,"ON",93.93,14939.163
"D",4000,"12/05/2024",23,"ON",91.84,13964.075
"D",4000,"12/05/2024",24,"OFF",91.57,13213.047
"D",4000,"12/06/2024",01,"OFF",111.39,12586.139
"D",4000,"12/06/2024",02,"OFF",90.67,12606.314
"D",4000,"12/06/2024",03,"OFF",79.23,12702.158
"D",4000,"12/06/2024",04,"OFF",71.05,12649.000
"D",4000,"12/06/2024",05,"OFF",92.16,13006.941
"D",4000,"12/06/2024",06,"OFF",118.11,13394.633
"D",4000,"12/06/2024",07,"OFF",118.42,14646.368
"D",4000,"12/06/2024",08,"ON",98.58,15548.292
"D",4000,"12/06/2024",09,"ON",93.07,15520.841
"D",4000,"12/06/2024",10,"ON",81.34,15098.296
"D",4000,"12/06/2024",11,"ON",112.50,14709.022
"D",4000,"12/06/2024",12,"ON",84.31,14353.465
"D",4000,"12/06/2024",13,"ON",25.60,14402.167
"D",4000,"12/06/2024",14,"ON",79.03,14592.481
"D",4000,"12/06/2024",15,"ON",111.39,15087.755
"D",4000,"12/06/2024",16,"ON",128.93,15862.544
"D",4000,"12/06/2024",17,"ON",126.77,16796.769
"D",4000,"12/06/2024",18,"ON",130.40,17146.542
"D",4000,"12/06/2024",19,"ON",128.62,16879.594
"D",4000,"12/06/2024",20,"ON",124.91,16553.983
"D",4000,"12/06/2024",21,"ON",126.79,16152.439
"D",4000,"12/06/2024",22,"ON",134.32,15500.775
"D",4000,"12/06/2024",23,"ON",125.25,14613.671
"D",4000,"12/06/2024",24,"OFF",114.58,13745.687
"D",4000,"12/07/2024",01,"OFF",114.90,13063.007
"D",4000,"12/07/2024",02,"OFF",102.51,12642.730
"D",4000,"12/07/2024",03,"OFF",92.84,12407.583
"D",4000,"12/07/2024",04,"OFF",87.27,12348.519
"D",4000,"12/07/2024",05,"OFF",85.17,12467.270
"D",4000,"12/07/2024",06,"OFF",93.09,12834.058
"D",4000,"12/07/2024",07,"OFF",103.80,13494.018
"D",4000,"12/07/2024",08,"OFF",101.22,14140.131
"D",4000,"12/07/2024",09,"OFF",124.79,14544.191
"D",4000,"12/07/2024",10,"OFF",116.22,14350.064
"D",4000,"12/07/2024",11,"OFF",97.32,13936.597
"D",4000,"12/07/2024",12,"OFF",87.96,13750.504
"D",4000,"12/07/2024",13,"OFF",78.37,13583.709
"D",4000,"12/07/2024",14,"OFF",74.77,13447.242
"D",4000,"12/07/2024",15,"OFF",81.22,13940.691
"D",4000,"12/07/2024",16,"OFF",91.20,14610.078
"D",4000,"12/07/2024",17,"OFF",136.15,15573.586
"D",4000,"12/07/2024",18,"OFF",150.19,16019.334
"D",4000,"12/07/2024",19,"OFF",134.25,15806.581
"D",4000,"12/07/2024",20,"OFF",133.41,15449.836
"D",4000,"12/07/2024",21,"OFF",129.35,15018.452
"D",4000,"12/07/2024",22,"OFF",97.17,14448.502
"D",4000,"12/07/2024",23,"OFF",81.56,13625.463
"D",4000,"12/07/2024",24,"OFF",81.21,12814.145
"D",4000,"12/08/2024",01,"OFF",75.16,12243.910
"D",4000,"12/08/2024",02,"OFF",72.99,11872.692
"D",4000,"12/08/2024",03,"OFF",90.36,11833.173
"D",4000,"12/08/2024",04,"OFF",85.07,12026.333
"D",4000,"12/08/2024",05,"OFF",81.13,12102.126
"D",4000,"12/08/2024",06,"OFF",76.93,12128.920
"D",4000,"12/08/2024",07,"OFF",72.87,12300.704
"D",4000,"12/08/2024",08,"OFF",79.56,12916.542
"D",4000,"12/08/2024",09,"OFF",105.91,13460.626
"D",4000,"12/08/2024",10,"OFF",138.38,13796.286
"D",4000,"12/08/2024",11,"OFF",89.51,13534.831
"D",4000,"12/08/2024",12,"OFF",76.17,13523.321
"D",4000,"12/08/2024",13,"OFF",80.78,13581.139
"D",4000,"12/08/2024",14,"OFF",136.27,13592.069
"D",4000,"12/08/2024",15,"OFF",123.85,13878.262
"D",4000,"12/08/2024",16,"OFF",79.06,14251.955
"D",4000,"12/08/2024",17,"OFF",86.45,15179.892
"D",4000,"12/08/2024",18,"OFF",100.39,15708.019
"D",4000,"12/08/2024",19,"OFF",94.85,15452.206
"D",4000,"12/08/2024",20,"OFF",100.94,15003.693
"D",4000,"12/08/2024",21,"OFF",83.29,14428.518
"D",4000,"12/08/2024",22,"OFF",73.19,13601.027
"D",4000,"12/08/2024",23,"OFF",74.67,12574.958
"D",4000,"12/08/2024",24,"OFF",75.17,11788.312
"D",4000,"12/09/2024",01,"OFF",70.64,11855.105
"D",4000,"12/09/2024",02,"OFF",72.06,11805.707
"D",4000,"12/09/2024",03,"OFF",81.41,11970.288
"D",4000,"12/09/2024",04,"OFF",84.00,12047.910
"D",4000,"12/09/2024",05,"OFF",106.96,12484.814
"D",4000,"12/09/2024",06,"OFF",194.04,13176.183
"D",4000,"12/09/2024",07,"OFF",109.58,14079.178
"D",4000,"12/09/2024",08,"ON",146.55,14769.490
"D",4000,"12/09/2024",09,"ON",124.15,14796.237
"D",4000,"12/09/2024",10,"ON",94.55,14299.353
"D",4000,"12/09/2024",11,"ON",76.62,13932.514
"D",4000,"12/09/2024",12,"ON",74.41,13873.891
"D",4000,"12/09/2024",13,"ON",98.82,14154.735
"D",4000,"12/09/2024",14,"ON",101.42,14634.874
"D",4000,"12/09/2024",15,"ON",105.13,14856.331
"D",4000,"12/09/2024",16,"ON",104.69,15219.685
"D",4000,"12/09/2024",17,"ON",102.82,16038.574
"D",4000,"12/09/2024",18,"ON",108.90,16508.086
"D",4000,"12/09/2024",19,"ON",91.48,16256.317
"D",4000,"12/09/2024",20,"ON",79.10,15770.726
"D",4000,"12/09/2024",21,"ON",83.50,15119.030
"D",4000,"12/09/2024",22,"ON",69.02,14128.219
"D",4000,"12/09/2024",23,"ON",65.12,13032.636
"D",4000,"12/09/2024",24,"OFF",61.32,12064.653
"D",4000,"12/10/2024",01,"OFF",55.68,12086.141
"D",4000,"12/10/2024",02,"OFF",59.10,11917.410
"D",4000,"12/10/2024",03,"OFF",58.05,11742.547
"D",4000,"12/10/2024",04,"OFF",59.15,11970.747
"D",4000,"12/10/2024",05,"OFF",60.81,11989.745
"D",4000,"12/10/2024",06,"OFF",65.39,12434.287
"D",4000,"12/10/2024",07,"OFF",75.41,13733.181
"D",4000,"12/10/2024",08,"ON",91.28,14740.692
"D",4000,"12/10/2024",09,"ON",95.04,15016.721
"D",4000,"12/10/2024",10,"ON",96.90,15166.771
"D",4000,"12/10/2024",11,"ON",97.28,15289.875
"D",4000,"12/10/2024",12,"ON",92.15,15340.186
"D",4000,"12/10/2024",13,"ON",99.90,15314.348
"D",4000,"12/10/2024",14,"ON",90.72,15370.216
"D",4000,"12/10/2024",15,"ON",105.39,15434.901
"D",4000,"12/10/2024",16,"ON",112.27,15702.037
"D",4000,"12/10/2024",17,"ON",137.06,16450.720
"D",4000,"12/10/2024",18,"ON",120.22,16835.043
"D",4000,"12/10/2024",19,"ON",126.37,16574.393
"D",4000,"12/10/2024",20,"ON",93.57,16133.727
"D",4000,"12/10/2024",21,"ON",65.87,15526.091
"D",4000,"12/10/2024",22,"ON",71.71,14694.056
"D",4000,"12/10/2024",23,"ON",64.70,13437.030
"D",4000,"12/10/2024",24,"OFF",73.25,12813.475
"D",4000,"12/11/2024",01,"OFF",68.16,12474.475
"D",4000,"12/11/2024",02,"OFF",59.38,12118.456
"D",4000,"12/11/2024",03,"OFF",56.97,11893.852
"D",4000,"12/11/2024",04,"OFF",56.46,11856.530
"D",4000,"12/11/2024",05,"OFF",58.93,12108.080
"D",4000,"12/11/2024",06,"OFF",76.61,12697.187
"D",4000,"12/11/2024",07,"OFF",59.31,13845.698
"D",4000,"12/11/2024",08,"ON",85.64,14499.489
"D",4000,"12/11/2024",09,"ON",85.07,14972.667
"D",4000,"12/11/2024",10,"ON",71.26,15221.643
"D",4000,"12/11/2024",11,"ON",65.69,15334.045
"D",4000,"12/11/2024",12,"ON",63.21,15297.872
"D",4000,"12/11/2024",13,"ON",61.85,15204.162
"D",4000,"12/11/2024",14,"ON",59.97,15408.367
"D",4000,"12/11/2024",15,"ON",61.02,15175.961
"D",4000,"12/11/2024",16,"ON",59.90,15166.283
"D",4000,"12/11/2024",17,"ON",66.61,15683.875
"D",4000,"12/11/2024",18,"ON",70.63,15920.681
"D",4000,"12/11/2024",19,"ON",67.90,15547.424
"D",4000,"12/11/2024",20,"ON",77.36,15079.895
"D",4000,"12/11/2024",21,"ON",71.11,14517.159
"D",4000,"12/11/2024",22,"ON",56.62,13741.171
"D",4000,"12/11/2024",23,"ON",49.45,12781.646
"D",4000,"12/11/2024",24,"OFF",45.60,11864.109
"D",4000,"12/12/2024",01,"OFF",46.76,11574.515
"D",4000,"12/12/2024",02,"OFF",46.92,11501.288
"D",4000,"12/12/2024",03,"OFF",46.94,11404.660
"D",4000,"12/12/2024",04,"OFF",49.59,11490.809
"D",4000,"12/12/2024",05,"OFF",60.48,11935.990
"D",4000,"12/12/2024",06,"OFF",56.77,12890.696
"D",4000,"12/12/2024",07,"OFF",207.61,14378.076
"D",4000,"12/12/2024",08,"ON",144.71,14527.488
"D",4000,"12/12/2024",09,"ON",57.35,14392.392
"D",4000,"12/12/2024",10,"ON",45.34,13825.238
"D",4000,"12/12/2024",11,"ON",76.65,13608.765
"D",4000,"12/12/2024",12,"ON",83.69,13592.223
"D",4000,"12/12/2024",13,"ON",92.97,13506.826
"D",4000,"12/12/2024",14,"ON",39.01,13602.696
"D",4000,"12/12/2024",15,"ON",87.83,14062.191
"D",4000,"12/12/2024",16,"ON",124.84,14857.941
"D",4000,"12/12/2024",17,"ON",142.18,16003.325
"D",4000,"12/12/2024",18,"ON",124.23,16739.360
"D",4000,"12/12/2024",19,"ON",124.04,16698.851
"D",4000,"12/12/2024",20,"ON",123.70,16496.999
"D",4000,"12/12/2024",21,"ON",127.70,16077.089
"D",4000,"12/12/2024",22,"ON",115.77,15352.092
"D",4000,"12/12/2024",23,"ON",110.31,14319.578
"D",4000,"12/12/2024",24,"OFF",95.74,13402.848
"D",4000,"12/13/2024",01,"OFF",104.18,13112.339
"D",4000,"12/13/2024",02,"OFF",96.17,12774.151
"D",4000,"12/13/2024",03,"OFF",89.90,12993.982
"D",4000,"12/13/2024",04,"OFF",92.48,13030.111
"D",4000,"12/13/2024",05,"OFF",94.01,12934.489
"D",4000,"12/13/2024",06,"OFF",97.43,13298.770
"D",4000,"12/13/2024",07,"OFF",103.45,14889.052
"D",4000,"12/13/2024",08,"ON",98.13,15782.672
"D",4000,"12/13/2024",09,"ON",104.86,15535.410
"D",4000,"12/13/2024",10,"ON",56.38,14947.697
"D",4000,"12/13/2024",11,"ON",42.01,14783.316
"D",4000,"12/13/2024",12,"ON",7.45,14620.625
"D",4000,"12/13/2024",13,"ON",59.92,14387.593
"D",4000,"12/13/2024",14,"ON",76.96,14349.461
"D",4000,"12/13/2024",15,"ON",92.60,14805.227
"D",4000,"12/13/2024",16,"ON",114.68,15692.276
"D",4000,"12/13/2024",17,"ON",143.78,16771.829
"D",4000,"12/13/2024",18,"ON",139.42,17207.823
"D",4000,"12/13/2024",19,"ON",112.15,16983.914
"D",4000,"12/13/2024",20,"ON",111.13,16722.860
"D",4000,"12/13/2024",21,"ON",111.22,16393.254
"D",4000,"12/13/2024",22,"ON",101.99,15833.108
"D",4000,"12/13/2024",23,"ON",100.37,15002.601
"D",4000,"12/13/2024",24,"OFF",94.74,14125.268
"D",4000,"12/14/2024",01,"OFF",102.41,13489.665
"D",4000,"12/14/2024",02,"OFF",80.64,13201.180
"D",4000,"12/14/2024",03,"OFF",78.84,13395.193
"D",4000,"12/14/2024",04,"OFF",90.63,13127.830
"D",4000,"12/14/2024",05,"OFF",92.51,13236.906
"D",4000,"12/14/2024",06,"OFF",99.08,13417.959
"D",4000,"12/14/2024",07,"OFF",112.88,14147.858
"D",4000,"12/14/2024",08,"OFF",124.45,14846.069
"D",4000,"12/14/2024",09,"OFF",116.28,14909.897
"D",4000,"12/14/2024",10,"OFF",83.33,14417.605
"D",4000,"12/14/2024",11,"OFF",82.55,14486.212
"D",4000,"12/14/2024",12,"OFF",78.46,14312.637
"D",4000,"12/14/2024",13,"OFF",82.91,14373.120
"D",4000,"12/14/2024",14,"OFF",71.23,14539.899
"D",4000,"12/14/2024",15,"OFF",63.42,14682.046
"D",4000,"12/14/2024",16,"OFF",70.58,15046.073
"D",4000,"12/14/2024",17,"OFF",103.72,16097.949
"D",4000,"12/14/2024",18,"OFF",86.74,16667.938
"D",4000,"12/14/2024",19,"OFF",82.05,16532.068
"D",4000,"12/14/2024",20,"OFF",83.15,16258.423
"D",4000,"12/14/2024",21,"OFF",79.82,15973.368
"D",4000,"12/14/2024",22,"OFF",74.46,15483.558
"D",4000,"12/14/2024",23,"OFF",74.67,14765.612
"D",4000,"12/14/2024",24,"OFF",92.99,14034.155
"D",4000,"12/15/2024",01,"OFF",89.72,13493.828
"D",4000,"12/15/2024",02,"OFF",77.43,13137.793
"D",4000,"12/15/2024",03,"OFF",77.22,13213.529
"D",4000,"12/15/2024",04,"OFF",77.04,13173.750
"D",4000,"12/15/2024",05,"OFF",80.15,13290.600
"D",4000,"12/15/2024",06,"OFF",78.56,13370.267
"D",4000,"12/15/2024",07,"OFF",77.84,13971.182
"D",4000,"12/15/2024",08,"OFF",89.01,14530.527
"D",4000,"12/15/2024",09,"OFF",83.07,14601.100
"D",4000,"12/15/2024",10,"OFF",65.89,14559.282
"D",4000,"12/15/2024",11,"OFF",68.13,14892.692
"D",4000,"12/15/2024",12,"OFF",73.69,14829.576
"D",4000,"12/15/2024",13,"OFF",75.01,14398.671
"D",4000,"12/15/2024",14,"OFF",74.03,14549.674
"D",4000,"12/15/2024",15,"OFF",77.70,14821.627
"D",4000,"12/15/2024",16,"OFF",92.98,15512.221
"D",4000,"12/15/2024",17,"OFF",118.33,16562.592
"D",4000,"12/15/2024",18,"OFF",115.73,17039.435
"D",4000,"12/15/2024",19,"OFF",98.50,16851.475
"D",4000,"12/15/2024",20,"OFF",103.17,16492.700
"D",4000,"12/15/2024",21,"OFF",89.28,15942.346
"D",4000,"12/15/2024",22,"OFF",75.16,15076.517
"D",4000,"12/15/2024",23,"OFF",73.47,14240.093
"D",4000,"12/15/2024",24,"OFF",71.58,13243.387
"D",4000,"12/16/2024",01,"OFF",65.67,12623.893
"D",4000,"12/16/2024",02,"OFF",63.93,12256.202
"D",4000,"12/16/2024",03,"OFF",61.46,12061.933
"D",4000,"12/16/2024",04,"OFF",65.16,12078.180
"D",4000,"12/16/2024",05,"OFF",65.97,12178.403
"D",4000,"12/16/2024",06,"OFF",68.50,12901.256
"D",4000,"12/16/2024",07,"OFF",82.63,14425.699
"D",4000,"12/16/2024",08,"ON",103.81,15400.910
"D",4000,"12/16/2024",09,"ON",95.35,15755.681
"D",4000,"12/16/2024",10,"ON",93.12,15791.160
"D",4000,"12/16/2024",11,"ON",82.12,15617.637
"D",4000,"12/16/2024",12,"ON",78.39,15465.132
"D",4000,"12/16/2024",13,"ON",78.89,15385.575
"D",4000,"12/16/2024",14,"ON",77.78,15365.765
"D",4000,"12/16/2024",15,"ON",76.88,15383.664
"D",4000,"12/16/2024",16,"ON",80.25,15637.795
"D",4000,"12/16/2024",17,"ON",81.01,16410.563
"D",4000,"12/16/2024",18,"ON",85.45,16824.650
"D",4000,"12/16/2024",19,"ON",83.72,16552.846
"D",4000,"12/16/2024",20,"ON",88.60,16045.449
"D",4000,"12/16/2024",21,"ON",85.62,15391.663
"D",4000,"12/16/2024",22,"ON",88.25,14472.020
"D",4000,"12/16/2024",23,"ON",87.37,13176.566
"D",4000,"12/16/2024",24,"OFF",71.17,12364.757
"D",4000,"12/17/2024",01,"OFF",50.84,11655.682
"D",4000,"12/17/2024",02,"OFF",46.71,11398.512
"D",4000,"12/17/2024",03,"OFF",43.90,11141.550
"D",4000,"12/17/2024",04,"OFF",44.54,11232.562
"D",4000,"12/17/2024",05,"OFF",48.49,11437.088
"D",4000,"12/17/2024",06,"OFF",51.51,12000.845
"D",4000,"12/17/2024",07,"OFF",55.32,13156.405
"D",4000,"12/17/2024",08,"ON",68.45,13862.250
"D",4000,"12/17/2024",09,"ON",66.21,13940.256
"D",4000,"12/17/2024",10,"ON",51.29,13556.039
"D",4000,"12/17/2024",11,"ON",46.26,12959.624
"D",4000,"12/17/2024",12,"ON",44.29,12688.792
"D",4000,"12/17/2024",13,"ON",41.27,12493.382
"D",4000,"12/17/2024",14,"ON",43.02,12709.905
"D",4000,"12/17/2024",15,"ON",46.56,13204.113
"D",4000,"12/17/2024",16,"ON",49.67,13606.821
"D",4000,"12/17/2024",17,"ON",57.06,14609.498
"D",4000,"12/17/2024",18,"ON",60.25,15343.764
"D",4000,"12/17/2024",19,"ON",61.32,15225.806
"D",4000,"12/17/2024",20,"ON",74.55,14903.052
"D",4000,"12/17/2024",21,"ON",73.15,14428.452
"D",4000,"12/17/2024",22,"ON",61.55,13713.713
"D",4000,"12/17/2024",23,"ON",69.84,12651.990
"D",4000,"12/17/2024",24,"OFF",50.19,11942.993
"D",4000,"12/18/2024",01,"OFF",46.78,11358.748
"D",4000,"12/18/2024",02,"OFF",46.76,11034.770
"D",4000,"12/18/2024",03,"OFF",48.62,10898.894
"D",4000,"12/18/2024",04,"OFF",49.23,10771.234
"D",4000,"12/18/2024",05,"OFF",50.18,11128.843
"D",4000,"12/18/2024",06,"OFF",52.04,12123.602
"D",4000,"12/18/2024",07,"OFF",76.04,13675.246
"D",4000,"12/18/2024",08,"ON",80.65,14566.902
"D",4000,"12/18/2024",09,"ON",76.05,14356.974
"D",4000,"12/18/2024",10,"ON",62.33,13684.525
"D",4000,"12/18/2024",11,"ON",49.70,13213.238
"D",4000,"12/18/2024",12,"ON",49.14,13008.040
"D",4000,"12/18/2024",13,"ON",48.45,12887.280
"D",4000,"12/18/2024",14,"ON",51.29,13347.524
"D",4000,"12/18/2024",15,"ON",67.07,13447.292
"D",4000,"12/18/2024",16,"ON",74.30,14086.843
"D",4000,"12/18/2024",17,"ON",77.55,15180.777
"D",4000,"12/18/2024",18,"ON",70.89,15783.994
"D",4000,"12/18/2024",19,"ON",74.54,15598.838
"D",4000,"12/18/2024",20,"ON",72.52,15234.049
"D",4000,"12/18/2024",21,"ON",70.60,14758.536
"D",4000,"12/18/2024",22,"ON",69.73,13950.824
"D",4000,"12/18/2024",23,"ON",68.64,12884.158
"D",4000,"12/18/2024",24,"OFF",55.57,12031.891
"D",4000,"12/19/2024",01,"OFF",51.16,11678.118
"D",4000,"12/19/2024",02,"OFF",50.46,11479.877
"D",4000,"12/19/2024",03,"OFF",49.66,11343.504
"D",4000,"12/19/2024",04,"OFF",48.63,11332.851
"D",4000,"12/19/2024",05,"OFF",52.75,11628.106
"D",4000,"12/19/2024",06,"OFF",55.09,12282.245
"D",4000,"12/19/2024",07,"OFF",66.31,13537.983
"D",4000,"12/19/2024",08,"ON",65.91,14433.521
"D",4000,"12/19/2024",09,"ON",56.81,14270.772
"D",4000,"12/19/2024",10,"ON",50.31,13701.276
"D",4000,"12/19/2024",11,"ON",55.72,13280.731
"D",4000,"12/19/2024",12,"ON",57.29,13193.136
"D",4000,"12/19/2024",13,"ON",58.48,13222.061
"D",4000,"12/19/2024",14,"ON",63.86,13649.713
"D",4000,"12/19/2024",15,"ON",68.48,14207.488
"D",4000,"12/19/2024",16,"ON",73.91,14845.509
"D",4000,"12/19/2024",17,"ON",71.77,15888.880
"D",4000,"12/19/2024",18,"ON",77.71,16422.381
"D",4000,"12/19/2024",19,"ON",82.42,16299.900
"D",4000,"12/19/2024",20,"ON",86.10,16034.490
"D",4000,"12/19/2024",21,"ON",86.53,15621.680
"D",4000,"12/19/2024",22,"ON",85.94,14928.347
"D",4000,"12/19/2024",23,"ON",110.39,13884.124
"D",4000,"12/19/2024",24,"OFF",105.11,12902.521
"D",4000,"12/20/2024",01,"OFF",74.26,12305.536
"D",4000,"12/20/2024",02,"OFF",79.73,12367.451
"D",4000,"12/20/2024",03,"OFF",91.51,12451.552
"D",4000,"12/20/2024",04,"OFF",77.36,12448.168
"D",4000,"12/20/2024",05,"OFF",70.79,12774.856
"D",4000,"12/20/2024",06,"OFF",89.04,13175.585
"D",4000,"12/20/2024",07,"OFF",83.38,14491.705
"D",4000,"12/20/2024",08,"ON",106.15,15289.019
"D",4000,"12/20/2024",09,"ON",69.78,15778.164
