"C","Hourly Wholesale Load Cost Report"
"C","Filename: whlsecost_hourly_4000_202412.csv"
"C","Report for: 12 2024"
"C","Report generated: 03/08/2025 14:30:26 EST"
"H","Location ID","Local Date","Local Hour","OnOffPeak","Total Cost","RTLO"
"D",4000,"12/20/2024",10,"ON",84.50,16073.547
"D",4000,"12/20/2024",11,"ON",105.85,16024.007
"D",4000,"12/20/2024",12,"ON",112.25,16144.908
"D",4000,"12/20/2024",13,"ON",122.91,16210.987
"D",4000,"12/20/2024",14,"ON",135.37,16238.068
"D",4000,"12/20/2024",15,"ON",146.83,16279.655
"D",4000,"12/20/2024",16,"ON",138.39,16463.756
"D",4000,"12/20/2024",17,"ON",127.47,17052.420
"D",4000,"12/20/2024",18,"ON",159.76,17397.448
"D",4000,"12/20/2024",19,"ON",163.47,17098.789
"D",4000,"12/20/2024",20,"ON",147.44,16686.931
"D",4000,"12/20/2024",21,"ON",161.91,16203.889
"D",4000,"12/20/2024",22,"ON",131.25,15526.229
"D",4000,"12/20/2024",23,"ON",118.61,14693.623
"D",4000,"12/20/2024",24,"OFF",92.82,14063.467
"D",4000,"12/21/2024",01,"OFF",82.11,13643.967
"D",4000,"12/21/2024",02,"OFF",102.70,13288.843
"D",4000,"12/21/2024",03,"OFF",88.52,13034.773
"D",4000,"12/21/2024",04,"OFF",88.00,12947.682
"D",4000,"12/21/2024",05,"OFF",82.77,13051.102
"D",4000,"12/21/2024",06,"OFF",74.23,13217.433
"D",4000,"12/21/2024",07,"OFF",71.12,13566.536
"D",4000,"12/21/2024",08,"OFF",71.31,14168.539
"D",4000,"12/21/2024",09,"OFF",72.64,14972.876
"D",4000,"12/21/2024",10,"OFF",153.55,15473.543
"D",4000,"12/21/2024",11,"OFF",173.33,15609.614
"D",4000,"12/21/2024",12,"OFF",185.71,15522.899
"D",4000,"12/21/2024",13,"OFF",168.90,15427.326
"D",4000,"12/21/2024",14,"OFF",154.41,15418.941
"D",4000,"12/21/2024",15,"OFF",160.75,15573.405
"D",4000,"12/21/2024",16,"OFF",129.56,16005.246
"D",4000,"12/21/2024",17,"OFF",124.00,16914.721
"D",4000,"12/21/2024",18,"OFF",140.74,17487.945
"D",4000,"12/21/2024",19,"OFF",125.17,17375.876
"D",4000,"12/21/2024",20,"OFF",137.68,17111.705
"D",4000,"12/21/2024",21,"OFF",134.40,16793.746
"D",4000,"12/21/2024",22,"OFF",120.55,16294.103
"D",4000,"12/21/2024",23,"OFF",113.12,15539.880
"D",4000,"12/21/2024",24,"OFF",97.48,14902.247
"D",4000,"12/22/2024",01,"OFF",125.59,14524.587
"D",4000,"12/22/2024",02,"OFF",112.10,14358.580
"D",4000,"12/22/2024",03,"OFF",97.47,14223.271
"D",4000,"12/22/2024",04,"OFF",90.17,14426.341
"D",4000,"12/22/2024",05,"OFF",95.63,14577.145
"D",4000,"12/22/2024",06,"OFF",135.53,14957.008
"D",4000,"12/22/2024",07,"OFF",124.94,15428.493
"D",4000,"12/22/2024",08,"OFF",84.59,15608.119
"D",4000,"12/22/2024",09,"OFF",128.04,16159.196
"D",4000,"12/22/2024",10,"OFF",94.37,16318.242
"D",4000,"12/22/2024",11,"OFF",182.38,16212.481
"D",4000,"12/22/2024",12,"OFF",154.97,16039.828
"D",4000,"12/22/2024",13,"OFF",169.55,15946.716
"D",4000,"12/22/2024",14,"OFF",158.87,15959.164
"D",4000,"12/22/2024",15,"OFF",184.68,16295.800
"D",4000,"12/22/2024",16,"OFF",186.88,16976.872
"D",4000,"12/22/2024",17,"OFF",206.61,17994.940
"D",4000,"12/22/2024",18,"OFF",187.53,18659.733
"D",4000,"12/22/2024",19,"OFF",173.08,18604.575
"D",4000,"12/22/2024",20,"OFF",204.23,18436.399
"D",4000,"12/22/2024",21,"OFF",200.78,18073.763
"D",4000,"12/22/2024",22,"OFF",182.64,17403.962
"D",4000,"12/22/2024",23,"OFF",176.34,16475.261
"D",4000,"12/22/2024",24,"OFF",179.33,15620.526
"D",4000,"12/23/2024",01,"OFF",138.62,15024.587
"D",4000,"12/23/2024",02,"OFF",141.92,14900.022
"D",4000,"12/23/2024",03,"OFF",152.95,14782.692
"D",4000,"12/23/2024",04,"OFF",141.54,14771.308
"D",4000,"12/23/2024",05,"OFF",114.74,15077.820
"D",4000,"12/23/2024",06,"OFF",150.31,15428.268
"D",4000,"12/23/2024",07,"OFF",128.44,16644.944
"D",4000,"12/23/2024",08,"ON",222.65,17571.096
"D",4000,"12/23/2024",09,"ON",177.26,17888.990
"D",4000,"12/23/2024",10,"ON",145.04,17734.562
"D",4000,"12/23/2024",11,"ON",174.71,17340.101
"D",4000,"12/23/2024",12,"ON",156.60,16973.493
"D",4000,"12/23/2024",13,"ON",167.73,16859.240
"D",4000,"12/23/2024",14,"ON",176.01,16842.302
"D",4000,"12/23/2024",15,"ON",181.76,16939.163
"D",4000,"12/23/2024",16,"ON",174.14,17303.446
"D",4000,"12/23/2024",17,"ON",178.58,18131.904
"D",4000,"12/23/2024",18,"ON",166.07,18595.791
"D",4000,"12/23/2024",19,"ON",146.35,18391.962
"D",4000,"12/23/2024",20,"ON",154.28,18078.901
"D",4000,"12/23/2024",21,"ON",148.63,17602.587
"D",4000,"12/23/2024",22,"ON",175.88,16925.967
"D",4000,"12/23/2024",23,"ON",174.29,15763.182
"D",4000,"12/23/2024",24,"OFF",182.81,14718.868
"D",4000,"12/24/2024",01,"OFF",188.53,13795.041
"D",4000,"12/24/2024",02,"OFF",162.00,13675.444
"D",4000,"12/24/2024",03,"OFF",157.18,13356.504
"D",4000,"12/24/2024",04,"OFF",156.89,13225.310
"D",4000,"12/24/2024",05,"OFF",160.11,13362.119
"D",4000,"12/24/2024",06,"OFF",155.89,13642.640
"D",4000,"12/24/2024",07,"OFF",164.85,14501.632
"D",4000,"12/24/2024",08,"ON",216.04,15359.818
"D",4000,"12/24/2024",09,"ON",213.04,16186.170
"D",4000,"12/24/2024",10,"ON",253.50,16747.018
"D",4000,"12/24/2024",11,"ON",242.47,17009.156
"D",4000,"12/24/2024",12,"ON",240.71,16969.232
"D",4000,"12/24/2024",13,"ON",189.48,16446.831
"D",4000,"12/24/2024",14,"ON",129.97,15829.119
"D",4000,"12/24/2024",15,"ON",139.65,15820.672
"D",4000,"12/24/2024",16,"ON",140.05,15982.840
"D",4000,"12/24/2024",17,"ON",125.34,16454.311
"D",4000,"12/24/2024",18,"ON",108.06,16628.373
"D",4000,"12/24/2024",19,"ON",88.11,16133.546
"D",4000,"12/24/2024",20,"ON",79.50,15985.412
"D",4000,"12/24/2024",21,"ON",76.74,15716.455
"D",4000,"12/24/2024",22,"ON",81.98,15337.665
"D",4000,"12/24/2024",23,"ON",88.50,14807.288
"D",4000,"12/24/2024",24,"OFF",94.17,14134.591
"D",4000,"12/25/2024",01,"OFF",102.34,13534.361
"D",4000,"12/25/2024",02,"OFF",80.82,13125.848
"D",4000,"12/25/2024",03,"OFF",75.36,12932.680
"D",4000,"12/25/2024",04,"OFF",78.35,12853.481
"D",4000,"12/25/2024",05,"OFF",78.92,12895.170
"D",4000,"12/25/2024",06,"OFF",76.53,13092.877
"D",4000,"12/25/2024",07,"OFF",72.76,13685.486
"D",4000,"12/25/2024",08,"OFF",76.27,14261.536
"D",4000,"12/25/2024",09,"OFF",76.00,14534.860
"D",4000,"12/25/2024",10,"OFF",67.43,14409.563
"D",4000,"12/25/2024",11,"OFF",92.30,14282.725
"D",4000,"12/25/2024",12,"OFF",81.49,14025.640
"D",4000,"12/25/2024",13,"OFF",75.96,13853.156
"D",4000,"12/25/2024",14,"OFF",71.18,13762.923
"D",4000,"12/25/2024",15,"OFF",105.85,14195.907
"D",4000,"12/25/2024",16,"OFF",110.80,14399.415
"D",4000,"12/25/2024",17,"OFF",133.69,15040.193
"D",4000,"12/25/2024",18,"OFF",100.50,15462.494
"D",4000,"12/25/2024",19,"OFF",92.77,15338.428
"D",4000,"12/25/2024",20,"OFF",109.65,15388.620
"D",4000,"12/25/2024",21,"OFF",87.23,14990.549
"D",4000,"12/25/2024",22,"OFF",82.64,14591.740
"D",4000,"12/25/2024",23,"OFF",85.07,13952.980
"D",4000,"12/25/2024",24,"OFF",135.88,13493.615
"D",4000,"12/26/2024",01,"OFF",140.33,13012.268
"D",4000,"12/26/2024",02,"OFF",86.09,12479.084
"D",4000,"12/26/2024",03,"OFF",76.49,12352.598
"D",4000,"12/26/2024",04,"OFF",74.56,12401.848
"D",4000,"12/26/2024",05,"OFF",76.81,12710.503
"D",4000,"12/26/2024",06,"OFF",110.26,13370.428
"D",4000,"12/26/2024",07,"OFF",110.96,14331.831
"D",4000,"12/26/2024",08,"ON",133.76,15142.975
"D",4000,"12/26/2024",09,"ON",149.73,15589.310
"D",4000,"12/26/2024",10,"ON",101.43,15429.804
"D",4000,"12/26/2024",11,"ON",150.22,15006.888
"D",4000,"12/26/2024",12,"ON",124.68,14599.527
"D",4000,"12/26/2024",13,"ON",111.41,14314.041
"D",4000,"12/26/2024",14,"ON",115.75,14564.727
"D",4000,"12/26/2024",15,"ON",143.81,14729.802
"D",4000,"12/26/2024",16,"ON",164.82,15353.734
"D",4000,"12/26/2024",17,"ON",206.35,16416.572
"D",4000,"12/26/2024",18,"ON",238.15,17159.364
"D",4000,"12/26/2024",19,"ON",172.00,17013.515
"D",4000,"12/26/2024",20,"ON",164.12,16692.559
"D",4000,"12/26/2024",21,"ON",150.37,16274.444
"D",4000,"12/26/2024",22,"ON",154.44,15640.834
"D",4000,"12/26/2024",23,"ON",152.92,14746.391
"D",4000,"12/26/2024",24,"OFF",162.42,13943.536
"D",4000,"12/27/2024",01,"OFF",128.84,13424.200
"D",4000,"12/27/2024",02,"OFF",128.85,13090.839
"D",4000,"12/27/2024",03,"OFF",135.14,12955.832
"D",4000,"12/27/2024",04,"OFF",134.50,12990.333
"D",4000,"12/27/2024",05,"OFF",140.94,13309.243
"D",4000,"12/27/2024",06,"OFF",160.12,14005.372
"D",4000,"12/27/2024",07,"OFF",175.00,15018.437
"D",4000,"12/27/2024",08,"ON",234.53,15847.892
"D",4000,"12/27/2024",09,"ON",167.07,15983.358
"D",4000,"12/27/2024",10,"ON",99.66,15438.745
"D",4000,"12/27/2024",11,"ON",114.27,15161.634
"D",4000,"12/27/2024",12,"ON",83.01,14734.572
"D",4000,"12/27/2024",13,"ON",81.04,14708.402
"D",4000,"12/27/2024",14,"ON",79.68,14771.614
"D",4000,"12/27/2024",15,"ON",87.08,14871.101
"D",4000,"12/27/2024",16,"ON",167.64,15219.827
"D",4000,"12/27/2024",17,"ON",159.60,16202.997
"D",4000,"12/27/2024",18,"ON",148.79,16814.517
"D",4000,"12/27/2024",19,"ON",127.40,16548.643
"D",4000,"12/27/2024",20,"ON",133.96,16141.359
"D",4000,"12/27/2024",21,"ON",137.96,15688.404
"D",4000,"12/27/2024",22,"ON",117.54,15032.648
"D",4000,"12/27/2024",23,"ON",110.51,14165.106
"D",4000,"12/27/2024",24,"OFF",105.26,13293.068
"D",4000,"12/28/2024",01,"OFF",97.48,12667.489
"D",4000,"12/28/2024",02,"OFF",108.10,12465.627
"D",4000,"12/28/2024",03,"OFF",85.45,12207.238
"D",4000,"12/28/2024",04,"OFF",74.84,12318.339
"D",4000,"12/28/2024",05,"OFF",74.12,12374.395
"D",4000,"12/28/2024",06,"OFF",71.44,12643.567
"D",4000,"12/28/2024",07,"OFF",71.07,13147.561
"D",4000,"12/28/2024",08,"OFF",72.02,13664.637
"D",4000,"12/28/2024",09,"OFF",76.54,14066.288
"D",4000,"12/28/2024",10,"OFF",84.56,14365.285
"D",4000,"12/28/2024",11,"OFF",69.00,14578.732
"D",4000,"12/28/2024",12,"OFF",63.86,14603.976
"D",4000,"12/28/2024",13,"OFF",60.56,14575.847
"D",4000,"12/28/2024",14,"OFF",60.32,14800.079
"D",4000,"12/28/2024",15,"OFF",54.64,14393.366
"D",4000,"12/28/2024",16,"OFF",56.03,14488.479
"D",4000,"12/28/2024",17,"OFF",70.12,15094.397
"D",4000,"12/28/2024",18,"OFF",89.77,15431.963
"D",4000,"12/28/2024",19,"OFF",77.16,15387.443
"D",4000,"12/28/2024",20,"OFF",67.59,14932.623
"D",4000,"12/28/2024",21,"OFF",57.94,14467.739
"D",4000,"12/28/2024",22,"OFF",57.87,13781.837
"D",4000,"12/28/2024",23,"OFF",55.55,12742.527
"D",4000,"12/28/2024",24,"OFF",58.01,12144.795
"D",4000,"12/29/2024",01,"OFF",52.49,11289.296
"D",4000,"12/29/2024",02,"OFF",48.10,11107.672
"D",4000,"12/29/2024",03,"OFF",46.97,10882.080
"D",4000,"12/29/2024",04,"OFF",45.77,10791.104
"D",4000,"12/29/2024",05,"OFF",45.46,10849.769
"D",4000,"12/29/2024",06,"OFF",45.46,11112.105
"D",4000,"12/29/2024",07,"OFF",45.38,11574.261
"D",4000,"12/29/2024",08,"OFF",47.90,12107.730
"D",4000,"12/29/2024",09,"OFF",45.39,12635.968
"D",4000,"12/29/2024",10,"OFF",45.48,13066.311
"D",4000,"12/29/2024",11,"OFF",47.23,13359.484
"D",4000,"12/29/2024",12,"OFF",47.09,13397.000
"D",4000,"12/29/2024",13,"OFF",47.99,13602.842
"D",4000,"12/29/2024",14,"OFF",49.24,13609.759
"D",4000,"12/29/2024",15,"OFF",48.51,13640.683
"D",4000,"12/29/2024",16,"OFF",48.91,13862.985
"D",4000,"12/29/2024",17,"OFF",50.69,14579.721
"D",4000,"12/29/2024",18,"OFF",54.83,15022.227
"D",4000,"12/29/2024",19,"OFF",53.06,14755.080
"D",4000,"12/29/2024",20,"OFF",51.73,14260.701
"D",4000,"12/29/2024",21,"OFF",47.27,13705.867
"D",4000,"12/29/2024",22,"OFF",44.42,12991.349
"D",4000,"12/29/2024",23,"OFF",44.78,12178.385
"D",4000,"12/29/2024",24,"OFF",42.63,11552.289
"D",4000,"12/30/2024",01,"OFF",43.35,10917.480
"D",4000,"12/30/2024",02,"OFF",39.08,10509.517
"D",4000,"12/30/2024",03,"OFF",38.91,10279.665
"D",4000,"12/30/2024",04,"OFF",19.88,10175.922
"D",4000,"12/30/2024",05,"OFF",5.92,10212.397
"D",4000,"12/30/2024",06,"OFF",30.88,10804.508
"D",4000,"12/30/2024",07,"OFF",41.72,11791.628
"D",4000,"12/30/2024",08,"ON",43.52,12656.655
"D",4000,"12/30/2024",09,"ON",49.71,13311.841
"D",4000,"12/30/2024",10,"ON",61.10,13692.874
"D",4000,"12/30/2024",11,"ON",53.23,13842.915
"D",4000,"12/30/2024",12,"ON",50.96,13657.770
"D",4000,"12/30/2024",13,"ON",48.01,13200.810
"D",4000,"12/30/2024",14,"ON",43.61,12979.819
"D",4000,"12/30/2024",15,"ON",44.89,13139.946
"D",4000,"12/30/2024",16,"ON",47.37,13561.260
"D",4000,"12/30/2024",17,"ON",53.63,14343.153
"D",4000,"12/30/2024",18,"ON",66.60,14990.164
"D",4000,"12/30/2024",19,"ON",63.49,14788.637
"D",4000,"12/30/2024",20,"ON",54.60,14386.345
"D",4000,"12/30/2024",21,"ON",46.49,13909.201
"D",4000,"12/30/2024",22,"ON",46.98,13217.884
"D",4000,"12/30/2024",23,"ON",50.42,12345.926
"D",4000,"12/30/2024",24,"OFF",41.76,11503.991
"D",4000,"12/31/2024",01,"OFF",43.03,10894.641
"D",4000,"12/31/2024",02,"OFF",41.16,10767.687
"D",4000,"12/31/2024",03,"OFF",39.86,10602.576
"D",4000,"12/31/2024",04,"OFF",36.08,10600.183
"D",4000,"12/31/2024",05,"OFF",36.50,10807.129
"D",4000,"12/31/2024",06,"OFF",41.35,11336.702
"D",4000,"12/31/2024",07,"OFF",44.60,12364.927
"D",4000,"12/31/2024",08,"ON",60.37,13139.037
"D",4000,"12/31/2024",09,"ON",57.63,13183.421
"D",4000,"12/31/2024",10,"ON",47.12,12698.971
"D",4000,"12/31/2024",11,"ON",44.44,12453.812
"D",4000,"12/31/2024",12,"ON",42.59,12276.176
"D",4000,"12/31/2024",13,"ON",41.57,12014.519
"D",4000,"12/31/2024",14,"ON",43.21,12195.148
"D",4000,"12/31/2024",15,"ON",47.84,12748.286
"D",4000,"12/31/2024",16,"ON",52.64,13518.541
"D",4000,"12/31/2024",17,"ON",53.86,14501.835
"D",4000,"12/31/2024",18,"ON",60.50,15060.047
"D",4000,"12/31/2024",19,"ON",56.61,14678.569
"D",4000,"12/31/2024",20,"ON",48.03,14064.511
"D",4000,"12/31/2024",21,"ON",47.39,13527.303
"D",4000,"12/31/2024",22,"ON",46.81,12961.999
"D",4000,"12/31/2024",23,"ON",48.77,12346.019
"D",4000,"12/31/2024",24,"OFF",47.24,11750.418
"T","744 lines"
