datetime_beginning_ept,day_of_year,total_lmp_da,congestion_price_da,marginal_loss_price_da,mw,tmpf,dwpf,relh,wind_generation_mw,solar_generation_mw,FutureLMP,FutureLMP_PercentGain,FutureLMP_Outcome
5/19/2024 5:00:00 PM,140,24.114687,-28.081304,-2.744009,4267.75,63,61,93.18,1092.249,63.109,29.228379,21.20571583616242,1
5/19/2024 6:00:00 PM,140,26.19602,-30.343971,-2.840009,4343.457,63,61,93.18,1094.108,-2.678,28.986511,10.652347188618727,1
5/19/2024 7:00:00 PM,140,26.314086,-30.877376,-2.868538,4327.596,63,61,93.18,1075.606,-2.738,28.839011,9.595336125298061,1
5/19/2024 8:00:00 PM,140,30.124306,-21.635239,-2.570455,4305.325,63,61,93.18,1069.325,-4.714,23.858485,-20.799884983242432,0
5/19/2024 9:00:00 PM,140,27.34227,-17.188423,-2.159307,4190.354,63,61,93.18,1068.834,-2.744,22.03265,-19.419089929256053,0
5/19/2024 10:00:00 PM,140,17.644931,-15.056024,-1.449045,3831.379,63,61,93.18,1064.369,-2.82,18.8373,6.757572472230124,1
5/19/2024 11:00:00 PM,140,13.729266,-11.636483,-1.124251,3602.516,63,61,93.18,1064.143,-2.834,13.620902,-0.7892920131345817,0
5/20/2024 12:00:00 AM,141,13.251408,-9.794069,-0.724523,3351.49,68,60,75.57,1010.781,-2.709,15.225712,14.898824336251664,1
5/20/2024 1:00:00 AM,141,11.08343,-6.367326,-0.339244,3220.496,68,60,75.57,966.313,-2.764,13.731947,23.896185567103327,1
5/20/2024 2:00:00 AM,141,9.892585,-4.789783,-0.217632,3145.092,68,60,75.57,916.845,-2.716,12.052908,21.83780073661232,1
5/20/2024 3:00:00 AM,141,9.770202,-4.025384,-0.234414,3094.8,68,60,75.57,871.774,-2.788,11.90548,21.855003612003124,1
5/20/2024 4:00:00 AM,141,9.906254,-5.85704,-0.286706,3163.651,68,60,75.57,940.985,-2.76,12.021454,21.352168034455808,1
5/20/2024 5:00:00 AM,141,10.009715,-11.509896,-0.370389,3380.079,68,60,75.57,924.684,-1.271,21.080428,110.59968240854012,1
5/20/2024 6:00:00 AM,141,13.78839,-12.884943,-0.506667,3763.71,68,60,75.57,815.06,55.1,24.408435,77.0216464721407,1
5/20/2024 7:00:00 AM,141,15.673232,-10.885264,-0.581504,4066.007,68,60,75.57,660.689,314.145,18.585797,18.58305294019765,1
5/20/2024 8:00:00 AM,141,15.38667,-11.067179,-0.456151,4199.798,68,60,75.57,638.296,485.212,19.000559,23.487141792213638,1
5/20/2024 9:00:00 AM,141,17.296675,-10.187654,-0.405671,4293.781,68,60,75.57,521.755,638.515,15.434183,-10.767919267720528,0
5/20/2024 10:00:00 AM,141,17.747599,-10.384851,-0.62755,4389.957,68,60,75.57,556.339,805.065,18.52575,4.384542382324491,1
5/20/2024 11:00:00 AM,141,16.055002000000002,-14.890998,-0.804,4462.273,68,60,75.57,657.117,906.203,18.000008,12.11464190412433,1
5/20/2024 12:00:00 PM,141,15.973222,-20.688466,-1.318312,4502.997,68,60,75.57,515.116,954.602,20.515426,28.436366814409773,1
5/20/2024 1:00:00 PM,141,15.359888,-26.8486,-1.491512,4646.139,68,60,75.57,466.629,902.641,27.829859,81.1852990073886,1
5/20/2024 2:00:00 PM,141,21.881606,-24.642148,-1.786246,4777.495,68,60,75.57,504.661,827.542,27.326771,24.884667971811574,1
5/20/2024 3:00:00 PM,141,17.617069,-31.403798,-1.829133,4867.549,68,60,75.57,568.759,612.02,26.256524,49.04025181487339,1
5/20/2024 4:00:00 PM,141,20.288247,-40.849751,-1.912002,4999.003,68,60,75.57,744.062,348.05,33.967864,67.42631337246634,1
5/20/2024 5:00:00 PM,141,29.228379,-44.537007,-1.714614,5087.896,68,60,75.57,818.985,46.75,43.387591,48.44337073910257,1
5/20/2024 6:00:00 PM,141,28.986511,-46.304328,-1.959161,5079.152,68,60,75.57,850.081,-2.657,37.342093,28.82575967835521,1
5/20/2024 7:00:00 PM,141,28.839011,-45.503956,-1.577033,5052.196,68,60,75.57,849.394,-3.73,31.329402,8.635493776121526,1
5/20/2024 8:00:00 PM,141,23.858485,-36.921853,-1.209662,4929.676,68,60,75.57,850.134,-3.694,25.557833,7.122614868462926,1
5/20/2024 9:00:00 PM,141,22.03265,-25.153375,-1.033975,4793.731,68,60,75.57,882.561,-2.731,21.953043,-0.3613137775074688,0
5/20/2024 10:00:00 PM,141,18.8373,-17.157991,-0.814709,4379.587,68,60,75.57,923.502,-2.725,22.679412,20.396298832635253,1
5/20/2024 11:00:00 PM,141,13.620902,-16.947167,-0.511931,4015.407,68,60,75.57,985.06,-2.698,19.451847,42.808802236445146,1
5/21/2024 12:00:00 AM,142,15.225712,-12.022204,-0.402084,3758.939,70,61,73.11,1020.204,-2.774,22.928161,50.588432251969564,1
5/21/2024 1:00:00 AM,142,13.731947,-8.351716,-0.416337,3569.378,70,61,73.11,1055.421,-2.637,19.686186,43.360486317053216,1
5/21/2024 2:00:00 AM,142,12.052908,-6.460958,-0.366134,3474.921,70,61,73.11,1009.063,-2.734,18.585425999999998,54.198687984675544,1
5/21/2024 3:00:00 AM,142,11.90548,-5.861569,-0.352951,3425.391,70,61,73.11,1036.825,-2.638,18.12207,52.216206318434864,1
5/21/2024 4:00:00 AM,142,12.021454,-6.103927,-0.364619,3464.726,70,61,73.11,1018.016,-2.713,18.52075,54.06414232421468,1
5/21/2024 5:00:00 AM,142,21.080428,-4.081583,-0.437989,3646.59,70,61,73.11,973.817,1.814,19.158931,-9.115075841913656,0
5/21/2024 6:00:00 AM,142,24.408435,-6.224881,0.253316,4020.623,70,61,73.11,937.178,90.461,22.704214,-6.982098606485833,0
5/21/2024 7:00:00 AM,142,18.585797,-9.779566,-0.074637,4337.797,70,61,73.11,915.567,369.182,23.525301,26.576767194863905,1
5/21/2024 8:00:00 AM,142,19.000559,-9.448899,0.019458,4487.797,70,61,73.11,881.683,681.783,24.246165,27.607640385738137,1
5/21/2024 9:00:00 AM,142,15.434183,-14.040215,-0.135602,4596.887,70,61,73.11,832.056,1025.505,27.162317,75.98804549615616,1
5/21/2024 10:00:00 AM,142,18.52575,-12.277538,-0.376712,4782.979,70,61,73.11,825.948,1231.039,27.590929,48.932858318826504,1
5/21/2024 11:00:00 AM,142,18.000008,-14.21877,-0.601222,4942.912,70,61,73.11,689.069,1305.731,26.808343,48.9351726954788,1
5/21/2024 12:00:00 PM,142,20.515426,-19.630464,-1.22411,5115.78,70,61,73.11,513.75,1328.87,26.528565,29.310329700197297,1
5/21/2024 1:00:00 PM,142,27.829859,-22.459941,-1.3802,5234.255,70,61,73.11,387.748,1325.32,33.019647,18.64827270594508,1
5/21/2024 2:00:00 PM,142,27.326771,-24.45197,-1.591259,5327.386,70,61,73.11,337.219,1247.021,36.566479,33.811927505082835,1
5/21/2024 3:00:00 PM,142,26.256524,-33.954391,-2.209085,5330.678,70,61,73.11,341.267,989.534,39.00513,48.554050795147155,1
5/21/2024 4:00:00 PM,142,33.967864,-40.101747,-2.680389,5505.645,70,61,73.11,427.529,507.612,55.968056,64.76766393082592,1
5/21/2024 5:00:00 PM,142,43.387591,-44.366434,-2.825975,5584.834,70,61,73.11,456.823,70.665,62.817685,44.78260616036506,1
5/21/2024 6:00:00 PM,142,37.342093,-42.089121,-3.038786,5541.565,70,61,73.11,391.079,-3.748,57.483499,53.93753906616858,1
5/21/2024 7:00:00 PM,142,31.329402,-41.14372,-2.836878,5405.638,70,61,73.11,369.248,-2.718,49.845199,59.10038436099099,1
5/21/2024 8:00:00 PM,142,25.557833,-36.006564,-1.815603,5221.778,70,61,73.11,374.016,-3.766,39.640718,55.102030755111365,1
5/21/2024 9:00:00 PM,142,21.953043,-23.475848,-1.441109,5038.38,70,61,73.11,386.371,-2.764,34.982735,59.35255536100392,1
5/21/2024 10:00:00 PM,142,22.679412,-11.131855,-1.208733,4564.442,70,61,73.11,418.74,-2.747,24.530606,8.162442659448136,1
5/21/2024 11:00:00 PM,142,19.451847,-7.533989,-0.944164,4190.352,70,61,73.11,419.806,-2.836,26.524186,36.35818747700411,1
5/22/2024 12:00:00 AM,143,22.928161,-2.507016,-1.174823,3844.612,74,59,59.46,397.508,-2.797,23.316332,1.6929879374102434,1
5/22/2024 1:00:00 AM,143,19.686186,-0.970715,-0.903099,3667.606,74,59,59.46,390.19,-2.718,20.100823,2.106233274439239,1
5/22/2024 2:00:00 AM,143,18.585425999999998,-0.53426,-0.770314,3553.843,74,59,59.46,352.293,-2.755,16.937332,-8.86766867759715,0
5/22/2024 3:00:00 AM,143,18.12207,-0.610071,-0.767859,3495.267,74,59,59.46,286.522,-2.666,16.234588,-10.415377492747805,0
5/22/2024 4:00:00 AM,143,18.52075,-0.779876,-0.749374,3542.799,74,59,59.46,207.582,-2.715,16.277007,-12.114752372339126,0
5/22/2024 5:00:00 AM,143,19.158931,-4.140107,-0.530962,3673.934,74,59,59.46,107.558,3.989,19.405474,1.2868306692059315,1
5/22/2024 6:00:00 AM,143,22.704214,-6.177605,-0.728181,4096.18,74,59,59.46,80.288,213.293,25.120148,10.640905692661283,1
5/22/2024 7:00:00 AM,143,23.525301,-6.480511,-0.884188,4418.313,74,59,59.46,100.64,774.76,29.285657,24.48579085130516,1
5/22/2024 8:00:00 AM,143,24.246165,-6.896138,-1.117697,4616.85,74,59,59.46,128.652,1178.526,26.636851,9.860058281381813,1
5/22/2024 9:00:00 AM,143,27.162317,-7.165259,-1.442424,4723.799,74,59,59.46,143.989,1339.563,27.514229,1.2955890324083863,1
5/22/2024 10:00:00 AM,143,27.590929,-8.399328,-0.989743,4939.114,74,59,59.46,118.492,1410.982,27.932174,1.236801413971964,1
5/22/2024 11:00:00 AM,143,26.808343,-13.63568,-1.525977,5145.594,74,59,59.46,62.757,1443.142,30.718766,14.586589704555772,1
5/22/2024 12:00:00 PM,143,26.528565,-20.139713,-1.571722,5296.516,74,59,59.46,48.381,1448.973,28.292926,6.650796980537775,1
5/22/2024 1:00:00 PM,143,33.019647,-21.919609,-1.570744,5542.073,74,59,59.46,44.934,1436.273,32.613791,-1.2291348844522778,0
5/22/2024 2:00:00 PM,143,36.566479,-22.457779,-1.865742,5646.09,74,59,59.46,86.038,1357.086,36.042442,-1.4331076284375093,0
5/22/2024 3:00:00 PM,143,39.00513,-33.209227,-2.345643,5740.058,74,59,59.46,167.372,1082.913,37.503668,-3.849396220445884,0
5/22/2024 4:00:00 PM,143,55.968056,-40.612949,-3.418995,5772.783,74,59,59.46,336.127,522.582,54.358347,-2.876120978723998,0
5/22/2024 5:00:00 PM,143,62.817685,-49.352591,-4.019724,5731.285,74,59,59.46,557.695,57.708,62.232978,-0.9307999809289288,0
5/22/2024 6:00:00 PM,143,57.483499,-39.580557,-3.595944,5664.415,74,59,59.46,652.829,-3.674,44.255711,-23.01145238218711,0
5/22/2024 7:00:00 PM,143,49.845199,-33.91313,-3.211671,5522.673,74,59,59.46,690.715,-2.73,34.953421,-29.87605285716685,0
5/22/2024 8:00:00 PM,143,39.640718,-27.326399,-2.422883,5425.397,74,59,59.46,651.468,-2.719,29.132207,-26.50938613170427,0
5/22/2024 9:00:00 PM,143,34.982735,-18.561544,-2.025721,5237.221,74,59,59.46,539.493,-3.743,30.406834,-13.0804552588584,0
5/22/2024 10:00:00 PM,143,24.530606,-15.505087,-1.024307,4835.239,74,59,59.46,522.809,-2.694,24.457112,-0.2996012409966561,0
5/22/2024 11:00:00 PM,143,26.524186,-6.436499,-0.699315,4370.409,74,59,59.46,504.137,-2.738,25.076489,-5.458026120009872,0
5/23/2024 12:00:00 AM,144,23.316332,-9.186182,-0.147486,4083.901,77,64,64.21,539.67,-2.774,22.74478,-2.451294654751015,0
5/23/2024 1:00:00 AM,144,20.100823,-4.881257,-0.03792,3866.681,77,64,64.21,611.474,-2.74,20.093548,-0.03619254793696716,0
5/23/2024 2:00:00 AM,144,16.937332,-3.739287,-0.073381,3767.978,77,64,64.21,637.872,-2.784,17.89757,5.669358078356145,1
5/23/2024 3:00:00 AM,144,16.234588,-3.881423,-0.253989,3668.369,77,64,64.21,769.753,-2.774,17.145203,5.609104462644818,1
5/23/2024 4:00:00 AM,144,16.277007,-4.412998,-0.229995,3738.666,77,64,64.21,774.277,-2.722,17.627789,8.298712410703017,1
5/23/2024 5:00:00 AM,144,19.405474,-6.688837,-0.235689,3934.278,77,64,64.21,790.236,1.945,20.167527,3.927000185617718,1
5/23/2024 6:00:00 AM,144,25.120148,-7.117533,-0.492319,4303.396,77,64,64.21,861.891,167.467,24.040694,-4.297164172758863,0
5/23/2024 7:00:00 AM,144,29.285657,-3.243882,-0.440461,4602.21,77,64,64.21,818.771,472.615,26.794978,-8.504774197143673,0
5/23/2024 8:00:00 AM,144,26.636851,-6.143143,-0.370006,4659.925,77,64,64.21,814.997,645.287,27.063774,1.6027532683949715,1
5/23/2024 9:00:00 AM,144,27.514229,-6.839419,-0.446352,4704.926,77,64,64.21,880.781,631.805,26.928152,-2.1300869451947917,0
5/23/2024 10:00:00 AM,144,27.932174,-9.334852,-0.412974,4776.204,77,64,64.21,828.107,727.145,26.462427,-5.26184249031242,0
5/23/2024 11:00:00 AM,144,30.718766,-9.217711,-0.413523,4861.82,77,64,64.21,731.243,760.769,26.246123,-14.559969628988345,0
5/23/2024 12:00:00 PM,144,28.292926,-17.697051,-0.290023,4884.169,77,64,64.21,640.564,810.292,21.967625,-22.35647525462725,0
5/23/2024 1:00:00 PM,144,32.613791,-16.782518,-0.253691,5045.266,77,64,64.21,572.109,649.338,26.674592,-18.210698044885365,0
5/23/2024 2:00:00 PM,144,36.042442,-16.789177,0.051619,5196.103,77,64,64.21,582.082,460.282,28.105342,-22.021537830316827,0
5/23/2024 3:00:00 PM,144,37.503668,-20.119949,0.993617,5279.559,77,64,64.21,511.935,272.878,33.646444,-10.284924663902196,0
5/23/2024 4:00:00 PM,144,54.358347,-22.143849,1.712196,5352.892,77,64,64.21,554.082,80.431,44.806816,-17.57141548104839,0
5/23/2024 5:00:00 PM,144,62.232978,-18.547776,1.900754,5355.658,77,64,64.21,583.114,1.452,61.446223,-1.2642091464753613,0
5/23/2024 6:00:00 PM,144,44.255711,-22.134519,1.20023,5287.132,77,64,64.21,573.379,-2.662,52.291672,18.158020328720966,1
5/23/2024 7:00:00 PM,144,34.953421,-19.973072,0.666493,5198.225,77,64,64.21,494.756,-2.7,34.759883,-0.553702597522562,0
5/23/2024 8:00:00 PM,144,29.132207,-19.746813,0.26902,5131.381,77,64,64.21,472.508,-2.665,32.237209,10.658313666383048,1
5/23/2024 9:00:00 PM,144,30.406834,-14.787335,-0.085831,4941.549,77,64,64.21,366.977,-3.727,28.799351,-5.286584588188295,0
5/23/2024 10:00:00 PM,144,24.457112,-9.88718,-0.485708,4524.009,77,64,64.21,486.422,-2.752,29.022979,18.668872269137914,1
5/23/2024 11:00:00 PM,144,25.076489,-6.171715,-0.711796,4105.175,77,64,64.21,459.105,-2.671,25.194178,0.4693200870345213,1
5/24/2024 12:00:00 AM,145,22.74478,-7.012206,-0.633014,3829.385,75,63,66.27,409.264,-2.669,21.950116,-3.4938302326951387,0
5/24/2024 1:00:00 AM,145,20.093548,-3.945941,-0.400511,3633.564,75,63,66.27,353.687,3.281,18.366644,-8.594320923313283,0
5/24/2024 2:00:00 AM,145,17.89757,-2.552427,-0.360003,3482.372,75,63,66.27,466.761,3.337,15.823814,-11.586802007199866,0
5/24/2024 3:00:00 AM,145,17.145203,-2.274069,-0.410728,3418.798,75,63,66.27,339.932,2.234,15.210417,-11.284707448491565,0
5/24/2024 4:00:00 AM,145,17.627789,-2.064719,-0.427492,3450.129,75,63,66.27,256.112,3.349,13.491213,-23.466221430265588,0
5/24/2024 5:00:00 AM,145,20.167527,-3.142099,-0.580374,3622.121,75,63,66.27,289.524,7.188,14.135083,-29.911669388120814,0
5/24/2024 6:00:00 AM,145,24.040694,-4.094521,-0.584785,3957.169,75,63,66.27,440.65,50.39,11.438757,-52.4191897288822,0
5/24/2024 7:00:00 AM,145,26.794978,-2.61975,-0.275272,4268.493,75,63,66.27,515.213,98.553,14.574267,-45.60821434524036,0
5/24/2024 8:00:00 AM,145,27.063774,-4.48461,-0.141616,4410.471,75,63,66.27,579.768,194.112,15.809871,-41.58290340438107,0
5/24/2024 9:00:00 AM,145,26.928152,-4.992767,-0.319081,4543.848,75,63,66.27,841.045,339.422,18.501566,-31.292849208516056,0
5/24/2024 10:00:00 AM,145,26.462427,-5.723333,-0.38424,4687.833,75,63,66.27,897.807,373.99,21.029509,-20.53068677336361,0
5/24/2024 11:00:00 AM,145,26.246123,-8.444905,-0.328972,4795.829,75,63,66.27,961.073,414.037,22.31027,-14.995940543294726,0
5/24/2024 12:00:00 PM,145,21.967625,-14.240355,-0.30202,4855.645,75,63,66.27,998.503,357.113,21.336475,-2.8730916519195935,0
5/24/2024 1:00:00 PM,145,26.674592,-16.045256,-0.280152,4967.335,75,63,66.27,984.738,311.381,24.043674,-9.86301121306748,0
5/24/2024 2:00:00 PM,145,28.105342,-18.452316,-0.212342,5062.572,75,63,66.27,904.16,228.336,20.934741,-25.513302773543913,0
5/24/2024 3:00:00 PM,145,33.646444,-16.316808,-0.016748,5173.501,75,63,66.27,961.911,170.363,20.253394,-39.805246581184036,0
5/24/2024 4:00:00 PM,145,44.806816,-17.161972,0.188788,5290.222,75,63,66.27,995.221,93.273,26.644719,-40.534228096011105,0
5/24/2024 5:00:00 PM,145,61.446223,-11.379629,0.375852,5339.681,75,63,66.27,948.181,17.121,39.265064,-36.09849054513896,0
5/24/2024 6:00:00 PM,145,52.291672,-15.708154,0.229826,5266.428,75,63,66.27,998.237,-2.87,34.154291,-34.68502785682584,0
5/24/2024 7:00:00 PM,145,34.759883,-15.335344,-0.334773,5082.128,75,63,66.27,984.596,-2.81,25.542595,-26.5170282650261,0
5/24/2024 8:00:00 PM,145,32.237209,-10.105279,-0.437512,4855.267,75,63,66.27,947.838,-2.823,19.53385,-39.40588963517282,0
5/24/2024 9:00:00 PM,145,28.799351,-12.527598,-0.463051,4629.465,75,63,66.27,953.001,-3.82,19.733122,-31.48067121373672,0
5/24/2024 10:00:00 PM,145,29.022979,-7.327005,-0.430016,4264.077,75,63,66.27,985.637,-2.806,20.09055,-30.777092179269395,0
5/24/2024 11:00:00 PM,145,25.194178,-5.304116,-0.381706,3916.923,75,63,66.27,1022.785,-2.811,20.39326,-19.055664368172675,0
5/25/2024 12:00:00 AM,146,21.950116,-8.202322,-0.127562,3612.471,81,47,30.36,1011.248,-2.845,19.136574,-12.817891258524563,0
5/25/2024 1:00:00 AM,146,18.366644,-7.47857,-0.174786,3401.503,81,47,30.36,976.89,-2.771,17.139213,-6.68293565226178,0
5/25/2024 2:00:00 AM,146,15.823814,-4.437437,-0.108749,3283.194,81,47,30.36,938.186,-3.818,13.630355,-13.861759244642288,0
5/25/2024 3:00:00 AM,146,15.210417,-3.99568,-0.193903,3203.55,81,47,30.36,999.864,-2.755,12.480484,-17.94778538944724,0
5/25/2024 4:00:00 AM,146,13.491213,-3.657919,-0.180868,3169.048,81,47,30.36,952.335,-2.789,11.003722,-18.437860257635844,0
5/25/2024 5:00:00 AM,146,14.135083,-4.487226,-0.217691,3165.196,81,47,30.36,948.909,-1.478,10.039989,-28.971135153574973,0
5/25/2024 6:00:00 AM,146,11.438757,-6.039235,-0.242008,3279.09,81,47,30.36,966.791,60.361,10.630895,-7.062498136816789,0
5/25/2024 7:00:00 AM,146,14.574267,-7.169277,-0.206456,3460.465,81,47,30.36,959.353,247.653,10.860704,-25.48027286723923,0
5/25/2024 8:00:00 AM,146,15.809871,-7.430021,-0.170108,3752.557,81,47,30.36,905.894,408.925,16.228495,2.6478647422233834,1
5/25/2024 9:00:00 AM,146,18.501566,-8.031004,-0.23743,3916.467,81,47,30.36,857.206,488.132,16.858904,-8.878502500815344,0
5/25/2024 10:00:00 AM,146,21.029509,-7.97946,-0.141031,4128.211,81,47,30.36,731.198,500.914,17.445909,-17.04081631197381,0
5/25/2024 11:00:00 AM,146,22.31027,-11.812494,-0.257236,4282.057,81,47,30.36,591.156,434.256,19.570051,-12.282321101447897,0
5/25/2024 12:00:00 PM,146,21.336475,-15.717952,-0.195573,4477.474,81,47,30.36,590.971,339.562,18.711788,-12.301408737853848,0
5/25/2024 1:00:00 PM,146,24.043674,-16.793974,-0.192352,4649.93,81,47,30.36,692.477,311.91,21.204369,-11.808948166573876,0
5/25/2024 2:00:00 PM,146,20.934741,-19.114725,-0.080534,4743.644,81,47,30.36,718.348,230.022,21.000901,0.31602970392611973,1
5/25/2024 3:00:00 PM,146,20.253394,-24.557091,-0.059515,4858,81,47,30.36,774.538,139.47,21.691164,7.098908953235199,1
5/25/2024 4:00:00 PM,146,26.644719,-27.844841,0.11956,4973.37,81,47,30.36,806.387,60.46,23.731099,-10.935074976771189,0
5/25/2024 5:00:00 PM,146,39.265064,-23.032708,0.257772,4945.982,81,47,30.36,778.032,3.083,27.953373,-28.80853829755633,0
5/25/2024 6:00:00 PM,146,34.154291,-24.367641,-0.018068,4751.175,81,47,30.36,762.389,-2.631,25.741552,-24.631572647782388,0
5/25/2024 7:00:00 PM,146,25.542595,-28.792092,-0.215313,4640.034,81,47,30.36,744.548,-2.771,17.582315,-31.164726998176956,0
5/25/2024 8:00:00 PM,146,19.53385,-21.273859,-0.442291,4539.253,81,47,30.36,738.842,-2.751,17.66727,-9.555617556190933,0
5/25/2024 9:00:00 PM,146,19.733122,-16.391696,-0.455182,4353.099,81,47,30.36,747.164,-3.743,16.373271,-17.026454303581573,0
5/25/2024 10:00:00 PM,146,20.09055,-10.581144,-0.278306,4089.043,81,47,30.36,750.313,-2.812,22.70559,13.01626884281416,1
5/25/2024 11:00:00 PM,146,20.39326,-7.804398,0.077658,3811.559,81,47,30.36,717.866,-2.746,19.070245,-6.487511069833864,0
5/26/2024 12:00:00 AM,147,19.136574,-3.365862,-0.147564,3568.969,77,58,51.9,781.153,-3.735,17.911848,-6.399922995620849,0
5/26/2024 1:00:00 AM,147,17.139213,-2.937731,-0.193056,3379.505,77,58,51.9,823.827,-2.755,14.555807,-15.07307249171827,0
5/26/2024 2:00:00 AM,147,13.630355,-3.231734,-0.247911,3284.932,77,58,51.9,853.139,-2.757,13.338511,-2.1411327878107307,0
5/26/2024 3:00:00 AM,147,12.480484,-2.581981,-0.327535,3206.904,77,58,51.9,848.948,-2.667,11.508529,-7.7877989347208105,0
5/26/2024 4:00:00 AM,147,11.003722,-2.8805,-0.225778,3171.802,77,58,51.9,837.706,-2.766,11.348617,3.134348541339022,1
5/26/2024 5:00:00 AM,147,10.039989,-3.95048,-0.209531,3166.965,77,58,51.9,747.712,-1.18,10.225256,1.8452908663545309,1
5/26/2024 6:00:00 AM,147,10.630895,-3.150497,-0.338608,3249.701,77,58,51.9,570.096,136.191,10.007349,-5.865413965616263,0
5/26/2024 7:00:00 AM,147,10.860704,-2.042829,-0.14646700000000001,3455.454,77,58,51.9,446.389,560.984,10.767536,-0.8578449426482884,0
5/26/2024 8:00:00 AM,147,16.228495,-1.021231,-0.070274,3685.22,77,58,51.9,389.424,893.894,14.605411,-10.001444989199545,0
5/26/2024 9:00:00 AM,147,16.858904,-4.67184,0.160744,3870.091,77,58,51.9,323.746,1040.247,17.800559,5.585505439736775,1
5/26/2024 10:00:00 AM,147,17.445909,-4.951642,0.097551,4064.378,77,58,51.9,241.736,1109.87,19.650508,12.6367677373532,1
5/26/2024 11:00:00 AM,147,19.570051,-6.386336,0.006387,4222.676,77,58,51.9,188.563,1089.147,20.974079,7.174370674864365,1
5/26/2024 12:00:00 PM,147,18.711788,-12.584268,-0.033944,4343.511,77,58,51.9,158.777,1002.772,20.186152,7.879332536260038,1
5/26/2024 1:00:00 PM,147,21.204369,-14.623176,-0.062455,4441.981,77,58,51.9,126.466,840.295,16.169484,-23.74456415090682,0
5/26/2024 2:00:00 PM,147,21.000901,-17.789815,0.020716,4577.865,77,58,51.9,131.75,569.726,17.652148,-15.945758708162087,0
5/26/2024 3:00:00 PM,147,21.691164,-23.371151,0.102315,4731.25,77,58,51.9,166.785,366.096,19.68406,-9.253094946864087,0
5/26/2024 4:00:00 PM,147,23.731099,-30.734781,0.18588,4863.186,77,58,51.9,208.84,152.276,19.831534,-16.43229839460869,0
5/26/2024 5:00:00 PM,147,27.953373,-35.631479,0.334852,4997.83,77,58,51.9,276.57,15.022,22.005547,-21.277668351508062,0
5/26/2024 6:00:00 PM,147,25.741552,-31.726788,0.13834,4958.376,77,58,51.9,358.63,-2.714,22.042635,-14.369440506151292,0
5/26/2024 7:00:00 PM,147,17.582315,-28.220542,-0.117143,4772.538,77,58,51.9,391.446,-2.768,19.017041,8.16005173380182,1
5/26/2024 8:00:00 PM,147,17.66727,-21.433234,5.04e-4,4644.146,77,58,51.9,434.847,-2.737,18.116892,2.544943276465473,1
5/26/2024 9:00:00 PM,147,16.373271,-18.048449,-0.21828,4524.782,77,58,51.9,441.405,-3.756,19.955702,21.87975145589418,1
5/26/2024 10:00:00 PM,147,22.70559,-6.913898,-0.360512,4269.463,77,58,51.9,441.262,-2.762,18.219726,-19.756650234589802,0
5/26/2024 11:00:00 PM,147,19.070245,-5.398392,-0.191363,3971.28,77,58,51.9,439.451,-3.757,17.199827,-9.808043892461795,0
5/27/2024 12:00:00 AM,148,17.911848,-6.434462,-0.22369,3728.505,74,64,70.97,484.61,-2.757,18.660136,4.177614727413957,1
5/27/2024 1:00:00 AM,148,14.555807,-6.126536,-0.197657,3565.931,74,64,70.97,494.356,-2.74,17.773826,22.108145566920474,1
5/27/2024 2:00:00 AM,148,13.338511,-3.531685,-0.239804,3431.708,74,64,70.97,434.603,-2.751,14.382879,7.829719524165781,1
5/27/2024 3:00:00 AM,148,11.508529,-2.764064,-0.177407,3350.753,74,64,70.97,351.061,-2.762,11.969827,4.008314181595242,1
5/27/2024 4:00:00 AM,148,11.348617,-2.574906,-0.226477,3327.121,74,64,70.97,264.87,-2.649,13.490334,18.872052867763532,1
5/27/2024 5:00:00 AM,148,10.225256,-5.165029,-0.149715,3387.931,74,64,70.97,206.044,-0.23,19.080024,86.59702994233105,1
5/27/2024 6:00:00 AM,148,10.007349,-5.475749,-0.376902,3454.712,74,64,70.97,129.539,140.491,21.69261,116.76679808009094,1
5/27/2024 7:00:00 AM,148,10.767536,-5.328278,-0.284186,3600.386,74,64,70.97,79.796,582.424,25.577989,137.54728101210898,1
5/27/2024 8:00:00 AM,148,14.605411,-5.576646,0.012057,3875.586,74,64,70.97,65.436,973.882,28.731017,96.71488190233059,1
5/27/2024 9:00:00 AM,148,17.800559,-7.423139,0.193698,4123.416,74,64,70.97,50.463,1137.584,27.624634,55.189699379665555,1
5/27/2024 10:00:00 AM,148,19.650508,-5.938228,0.248736,4379.738,74,64,70.97,40.438,1199.948,21.908776,11.492160915127494,1
5/27/2024 11:00:00 AM,148,20.974079,-8.574451,0.31853,4546.95,74,64,70.97,56.946,1162.618,24.062368,14.724312805344155,1
5/27/2024 12:00:00 PM,148,20.186152,-12.410957,0.287109,4610.48,74,64,70.97,84.825,968.52,20.782912,2.9562840902020344,1
5/27/2024 1:00:00 PM,148,16.169484,-17.131362,0.240846,4552.585,74,64,70.97,115.776,808.348,21.895105,35.41004153255602,1
5/27/2024 2:00:00 PM,148,17.652148,-20.401065,0.313213,4488.139,74,64,70.97,227.524,622.008,24.857911,40.82088480110183,1
5/27/2024 3:00:00 PM,148,19.68406,-24.532742,0.326802,4483.42,74,64,70.97,365.281,388.708,26.99693,37.15122794789287,1
5/27/2024 4:00:00 PM,148,19.831534,-29.613654,0.415188,4530.892,74,64,70.97,474.672,165.198,31.769384,60.19630150647951,1
