"C","Hourly Wholesale Load Cost Report"
"C","Filename: whlsecost_hourly_4008_202403.csv"
"C","Report for: 03 2024"
"C","Report generated: 03/08/2025 14:29:35 EST"
"H","Location ID","Local Date","Local Hour","OnOffPeak","RTLMP","Capacity","First Contingency","Second Contingency","Regulation","Forward Reserves","Real-Time Reserves","Inadvertent","Marginal Loss Rev Fund","Auction Rev Rights","Real-Time Demand Reduction Cost","Price Responsive Demand Cost","ISO Sched 2","ISO Sched 3","NEPOOL Exp","Inventory Energy Program Cost","DA Ancillary Service Cost","Total Cost","RTLO"
"H","Number","Date","Number","String","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number"
"D",4008,"03/01/2024",01,"OFF",37.37,10.26,0.35,0.07,0.22,0,0,-0.07,-0.11,-0.16,0,,0.48,0.46,0.23,0,,49.1,2556.948
"D",4008,"03/01/2024",02,"OFF",66.28,10.26,0.35,0.07,0.02,0,0,-0.09,-0.05,-0.16,0,,0.48,0.46,0.23,0,,77.85,2482.226
"D",4008,"03/01/2024",03,"OFF",31.31,10.26,0.35,0.07,0,0,0,-0.04,-0.09,-0.16,0,,0.48,0.46,0.23,0,,42.87,2454.243
"D",4008,"03/01/2024",04,"OFF",41.66,10.26,0.35,0.07,0,0,0.01,-0.13,-0.11,-0.16,0,,0.48,0.46,0.23,0,,53.12,2459.989
"D",4008,"03/01/2024",05,"OFF",23.9,10.26,0.35,0.07,0.05,0,0,-0.01,-0.16,-0.16,0,,0.48,0.46,0.23,0,,35.47,2533.262
"D",4008,"03/01/2024",06,"OFF",46.6,10.26,0.35,0.07,0.43,0,0,-0.12,0.23,-0.16,0,,0.48,0.46,0.23,0,,58.83,2701.686
"D",4008,"03/01/2024",07,"OFF",67.72,10.26,0.35,0.07,0.51,0,0.43,-0.09,-0.06,-0.16,0,,0.48,0.46,0.23,0,,80.2,2952.474
"D",4008,"03/01/2024",08,"ON",46.44,10.26,0.35,0.07,0.72,1.06,0.44,0.02,0.28,-0.16,0,,0.48,0.46,0.23,0,,60.65,3039.217
"D",4008,"03/01/2024",09,"ON",52.79,10.26,0.35,0.07,0.44,1.11,0,-0.08,0.67,-0.16,0,,0.48,0.46,0.23,0,,66.62,2979.213
"D",4008,"03/01/2024",10,"ON",24.14,10.26,0.35,0.07,0.09,1.17,0,-0.05,-0.11,-0.16,0,,0.48,0.46,0.23,0,,36.93,2889.359
"D",4008,"03/01/2024",11,"ON",23.89,10.26,0.35,0.07,0,1.23,0,0.04,-0.05,-0.16,0,,0.48,0.46,0.23,0,,36.8,2810.418
"D",4008,"03/01/2024",12,"ON",20.07,10.26,0.35,0.07,0,1.28,0,0.03,-0.09,-0.16,0,,0.48,0.46,0.23,0,,32.98,2751.011
"D",4008,"03/01/2024",13,"ON",17.74,10.26,0.35,0.07,0,1.33,0,0.05,-0.07,-0.16,0,,0.48,0.46,0.23,0,,30.74,2706.304
"D",4008,"03/01/2024",14,"ON",17.45,10.26,0.35,0.07,0.02,1.34,0,-0.01,-0.08,-0.16,0,,0.48,0.46,0.23,0,,30.41,2678.249
"D",4008,"03/01/2024",15,"ON",17.51,10.26,0.35,0.07,0,1.32,0,0.04,-0.07,-0.16,0,,0.48,0.46,0.23,0,,30.49,2673.822
"D",4008,"03/01/2024",16,"ON",19.13,10.26,0.35,0.07,0,1.26,0,0.04,-0.04,-0.16,0,,0.48,0.46,0.23,0,,32.08,2728.067
"D",4008,"03/01/2024",17,"ON",47.48,10.26,0.35,0.07,0,1.16,0.36,-0.13,0.7,-0.16,0,,0.48,0.46,0.23,0,,61.26,2842.614
"D",4008,"03/01/2024",18,"ON",41.64,10.26,0.35,0.07,0.2,1.08,0,0.08,-0.17,-0.16,0,,0.48,0.46,0.23,0,,54.52,2972.377
"D",4008,"03/01/2024",19,"ON",31.89,10.26,0.35,0.07,0.08,1.05,0,0.02,-0.22,-0.16,0,,0.48,0.46,0.23,0,,44.51,2990.562
"D",4008,"03/01/2024",20,"ON",37.66,10.26,0.35,0.07,0,1.07,0,0.01,-0.16,-0.16,0,,0.48,0.46,0.23,0,,50.27,2937.118
"D",4008,"03/01/2024",21,"ON",29.15,10.26,0.35,0.07,0,1.1,0.03,-0.03,-0.18,-0.16,0,,0.48,0.46,0.23,0,,41.76,2876.13
