"C","Hourly Wholesale Load Cost Report"
"C","Filename: whlsecost_hourly_4007_202402.csv"
"C","Report for: 02 2024"
"C","Report generated: 03/08/2025 14:29:36 EST"
"H","Location ID","Local Date","Local Hour","OnOffPeak","RTLMP","Capacity","First Contingency","Second Contingency","Regulation","Forward Reserves","Real-Time Reserves","Inadvertent","Marginal Loss Rev Fund","Auction Rev Rights","Real-Time Demand Reduction Cost","Price Responsive Demand Cost","ISO Sched 2","ISO Sched 3","NEPOOL Exp","Inventory Energy Program Cost","DA Ancillary Service Cost","Total Cost","RTLO"
"H","Number","Date","Number","String","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number","Number"
"D",4007,"02/01/2024",01,"OFF",49.73,10.38,0.95,0.02,0.06,0,0,0.09,-0.2,-0.38,0,,0.48,0.49,0.23,2.46,,64.31,2320.152
"D",4007,"02/01/2024",02,"OFF",51.68,10.38,0.95,0.02,0,0,0,0.07,-0.19,-0.38,0,,0.48,0.49,0.23,2.46,,66.19,2561.47
"D",4007,"02/01/2024",03,"OFF",51.78,10.38,0.95,0.02,0,0,0,0.02,-0.12,-0.38,0,,0.48,0.49,0.23,2.46,,66.31,2793.136
"D",4007,"02/01/2024",04,"OFF",53.37,10.38,0.95,0.02,0,0,0,0.08,-0.1,-0.38,0,,0.48,0.49,0.23,2.46,,67.98,2793.369
"D",4007,"02/01/2024",05,"OFF",53.45,10.38,0.95,0.02,0,0,0,0.13,-0.04,-0.38,0,,0.48,0.49,0.23,2.46,,68.17,2785.255
"D",4007,"02/01/2024",06,"OFF",41.66,10.38,0.95,0.02,0.3,0,0,0.05,-0.15,-0.38,0,,0.48,0.49,0.23,2.46,,56.49,2141.147
"D",4007,"02/01/2024",07,"OFF",48.6,10.38,0.95,0.02,0.36,0,0,0.04,-0.08,-0.38,0,,0.48,0.49,0.23,2.46,,63.55,2001.297
"D",4007,"02/01/2024",08,"ON",48.02,10.38,0.95,0.02,0.14,1.05,0,0.01,-0.21,-0.38,0,,0.48,0.49,0.23,2.46,,63.64,2113.586
"D",4007,"02/01/2024",09,"ON",48.6,10.38,0.95,0.02,0.01,1.03,0,-0.04,-0.14,-0.38,0,,0.48,0.49,0.23,2.46,,64.09,2142.511
"D",4007,"02/01/2024",10,"ON",52.82,10.38,0.95,0.02,0.36,1.05,0.15,-0.01,-0.11,-0.38,0,,0.48,0.49,0.23,2.46,,68.89,2123.827
"D",4007,"02/01/2024",11,"ON",39.27,10.38,0.95,0.02,0.1,1.06,0,0,-0.16,-0.38,0,,0.48,0.49,0.23,2.46,,54.9,2128.569
"D",4007,"02/01/2024",12,"ON",45.62,10.38,0.95,0.02,0.12,1.06,0.26,0.01,-0.15,-0.38,0,,0.48,0.49,0.23,2.46,,61.55,2137.272
